CYCLE	out_1.1	in_0.0
1185	1	0
1186	1	0
1187	1	0
1188	1	0
1189	1	0
1190	1	0
1191	1	0
1192	1	0
1193	1	0
1194	1	0
1195	1	0
1196	1	0
1197	1	0
1198	1	0
1199	1	0
1200	1	0
1201	1	0
1202	1	0
1203	1	0
1204	1	0
1205	1	0
1206	1	0
1207	1	0
1208	1	0
1209	1	0
1210	1	0
1211	1	0
1212	1	0
1213	1	0
1214	1	0
1215	1	0
1216	1	0
1217	1	0
1218	1	0
1219	1	0
1220	1	0
1221	1	0
1222	1	0
1223	1	0
1224	1	0
1225	1	0
1226	1	0
1227	1	0
1228	1	0
1229	1	0
1230	1	0
1231	1	0
1232	1	0
1233	1	0
1234	1	0
1235	1	0
1236	1	0
1237	1	0
1238	1	0
1239	1	0
1240	1	0
1241	1	0
1242	1	0
1243	1	0
1244	1	0
1245	1	0
1246	1	0
1247	1	0
1248	1	0
1249	1	0
1250	1	0
1251	1	0
1252	1	0
1253	1	0
1254	1	0
1255	1	0
1256	1	0
1257	1	0
1258	1	0
1259	1	0
1260	1	0
1261	1	0
1262	1	0
1263	1	0
1264	1	0
1265	1	0
1266	1	0
1267	1	0
1268	1	0
1269	1	0
1270	1	0
1271	1	0
1272	1	0
1273	1	0
1274	1	0
1275	1	0
1276	1	0
1277	1	0
1278	1	0
1279	1	0
1280	1	0
1281	1	0
1282	1	0
1283	1	0
1284	1	0
1285	1	0
1286	1	0
1287	1	0
1288	1	0
1289	1	0
1290	1	0
1291	1	0
1292	1	0
1293	1	0
1294	1	0
1295	1	0
1296	1	0
1297	1	0
1298	1	0
1299	1	0
1300	1	0
1301	1	0
1302	1	0
1303	1	0
1304	1	0
1305	1	0
1306	1	0
1307	1	0
1308	1	0
1309	1	0
1310	1	0
1311	1	0
1312	1	0
1313	1	0
1314	1	0
1315	1	0
1316	1	0
1317	1	0
1318	1	0
1319	1	0
1320	1	0
1321	1	0
1322	1	0
1323	1	0
1324	1	0
1325	1	0
1326	1	0
1327	1	0
1328	1	0
1329	1	0
1330	1	0
1331	1	0
1332	1	0
1333	1	0
1334	1	0
1335	1	0
1336	1	0
1337	1	0
1338	1	0
1339	1	0
1340	1	0
1341	1	0
1342	1	0
1343	1	0
1344	1	0
1345	1	0
1346	1	0
1347	1	0
1348	1	0
1349	1	0
1350	1	0
1351	1	0
1352	1	0
1353	1	0
1354	1	0
1355	1	0
1356	1	0
1357	1	0
1358	1	0
1359	1	0
1360	1	0
1361	1	0
1362	1	0
1363	1	0
1364	1	0
1365	1	0
1366	1	0
1367	1	0
1368	1	0
1369	1	0
1370	1	0
1371	1	0
1372	1	0
1373	1	0
1374	1	0
1375	1	0
1376	1	0
1377	1	0
1378	1	0
1379	1	0
1380	1	0
1381	1	0
1382	1	0
1383	1	0
1384	1	0
1385	1	0
1386	1	0
1387	1	0
1388	1	0
1389	1	0
1390	1	0
1391	1	0
1392	1	0
1393	1	0
1394	1	0
1395	1	0
1396	1	0
1397	1	0
1398	1	0
1399	1	0
1400	1	0
1401	1	0
1402	1	0
1403	1	0
1404	1	0
1405	1	0
1406	1	0
1407	1	0
1408	1	0
1409	1	0
1410	1	0
1411	1	0
1412	1	0
1413	1	0
1414	1	0
1415	1	0
1416	1	0
1417	1	0
1418	1	0
1419	1	0
1420	1	0
1421	1	0
1422	1	0
1423	1	0
1424	1	0
1425	1	0
1426	1	0
1427	1	0
1428	1	0
1429	1	0
1430	1	0
1431	1	0
1432	1	0
1433	1	0
1434	1	0
1435	1	0
1436	1	0
1437	1	0
1438	1	0
1439	1	0
1440	1	0
1441	1	0
1442	1	0
1443	1	0
1444	1	0
1445	1	0
1446	1	0
1447	1	0
1448	1	0
1449	1	0
1450	1	0
1451	1	0
1452	1	0
1453	1	0
1454	1	0
1455	1	0
1456	1	0
1457	1	0
1458	1	0
1459	1	0
1460	1	0
1461	1	0
1462	1	0
1463	1	0
1464	1	0
1465	1	0
1466	1	0
1467	1	0
1468	1	0
1469	1	0
1470	1	0
1471	1	0
1472	1	0
1473	1	0
1474	1	0
1475	1	0
1476	1	0
1477	1	0
1478	1	0
1479	1	0
1480	1	0
1481	1	0
1482	1	0
1483	1	0
1484	1	0
1485	1	0
1486	1	0
1487	1	0
1488	1	0
1489	1	0
1490	1	0
1491	1	0
1492	1	0
1493	1	0
1494	1	0
1495	1	0
1496	1	0
1497	1	0
1498	1	0
1499	1	0
1500	1	0
1501	1	0
1502	1	0
1503	1	0
1504	1	0
1505	1	0
1506	1	0
1507	1	0
1508	0	0
1509	0	0
1510	0	0
1511	0	0
1512	0	0
1513	0	0
1514	0	0
1515	0	0
1516	0	0
1517	0	0
1518	0	0
1519	0	0
1520	0	0
1521	0	0
1522	0	0
1523	0	0
1524	0	0
1525	0	0
1526	0	0
1527	0	0
1528	0	0
1529	0	0
1530	0	0
1531	0	0
1532	0	0
1533	0	0
1534	0	0
1535	0	0
1536	0	0
1537	0	0
1538	0	0
1539	0	0
1540	0	0
1541	0	0
1542	0	0
1543	0	0
1544	0	0
1545	0	0
1546	0	0
1547	0	0
1548	0	0
1549	0	0
1550	0	0
1551	0	0
1552	0	0
1553	0	0
1554	0	0
1555	0	0
1556	0	0
1557	0	0
1558	0	0
1559	0	0
1560	0	0
1561	0	0
1562	0	0
1563	0	0
1564	0	0
1565	0	0
1566	0	0
1567	0	0
1568	0	0
1569	0	0
1570	0	0
1571	0	0
1572	0	0
1573	0	0
1574	0	0
1575	0	0
1576	0	0
1577	0	0
1578	0	0
