CYCLE	CMDPOS4	CMPCMDPOS4	out_0.0	in_0.0
1005	31.927	40.313	0	0
1006	32.731	41.277	0	0
1007	33.544	42.253	0	0
1008	34.367	43.240	0	0
1009	35.200	44.240	0	0
1010	36.043	45.252	0	0
1011	36.896	46.275	0	0
1012	37.759	47.311	0	0
1013	38.632	48.359	0	0
1014	39.515	49.418	0	0
1015	40.408	50.490	0	0
1016	41.311	51.573	0	0
1017	42.224	52.669	0	0
1018	43.147	53.776	0	0
1019	44.080	54.896	0	0
1020	45.023	56.027	0	0
1021	45.976	57.171	0	0
1022	46.938	58.326	0	0
1023	47.911	59.493	0	0
1024	48.894	60.673	0	0
1025	49.887	61.864	0	0
1026	50.889	63.067	0	0
1027	51.902	64.282	0	0
1028	52.925	65.510	0	0
1029	53.957	66.749	0	0
1030	55.000	68.000	0	0
1031	56.043	69.251	0	0
1032	57.075	70.490	0	0
1033	58.098	71.718	0	0
1034	59.111	72.933	0	0
1035	60.113	74.136	0	0
1036	61.106	75.327	0	0
1037	62.089	76.507	0	0
1038	63.062	77.674	0	0
1039	64.024	78.829	0	0
1040	64.977	79.973	0	0
1041	65.920	81.104	0	0
1042	66.853	82.224	0	0
1043	67.776	83.331	0	0
1044	68.689	84.427	0	0
1045	69.592	85.510	0	0
1046	70.485	86.582	0	0
1047	71.368	87.641	0	0
1048	72.241	88.689	0	0
1049	73.104	89.725	0	0
1050	73.957	90.748	0	0
1051	74.800	91.760	0	0
1052	75.633	92.760	0	0
1053	76.456	93.747	0	0
1054	77.269	94.723	0	0
1055	78.073	95.687	0	0
1056	78.866	96.639	0	0
1057	79.649	97.579	0	0
1058	80.422	98.507	0	0
1059	81.185	99.423	0	0
1060	81.939	100.327	0	0
1061	82.682	101.219	0	0
1062	83.415	102.099	0	0
1063	84.139	102.967	0	0
1064	84.852	103.823	0	0
1065	85.556	104.667	0	0
1066	86.249	105.499	0	0
1067	86.932	106.319	0	0
1068	87.606	107.127	0	0
1069	88.269	107.923	0	0
1070	88.923	108.707	0	0
1071	89.566	109.480	0	0
1072	90.200	109.600	0	0
1073	90.824	108.353	0	0
1074	91.437	107.126	0	0
1075	92.041	105.918	0	0
1076	92.634	104.731	0	0
1077	93.218	103.564	0	0
1078	93.792	102.416	0	0
1079	94.356	101.289	0	0
1080	94.909	100.181	0	0
1081	95.453	99.094	0	0
1082	95.987	98.026	0	0
1083	96.511	96.979	0	0
1084	97.024	95.951	0	0
1085	97.528	94.943	0	0
1086	98.022	93.956	0	0
1087	98.506	92.988	0	0
1088	98.980	92.040	0	0
1089	99.444	91.112	0	0
1090	99.898	90.204	0	0
1091	100.342	90.342	0	0
1092	100.776	90.776	0	0
1093	101.200	91.200	0	0
1094	101.614	91.614	0	0
1095	102.018	92.018	0	0
1096	102.412	92.412	0	0
1097	102.796	92.796	0	0
1098	103.171	93.171	0	0
1099	103.535	93.535	0	0
1100	103.889	93.889	0	0
1101	104.233	94.233	0	0
1102	104.567	94.567	0	0
1103	104.892	94.892	0	0
1104	105.206	95.206	0	0
1105	105.510	95.510	0	0
1106	105.805	95.805	0	0
1107	106.089	96.089	0	0
1108	106.363	96.363	0	0
1109	106.628	96.628	0	0
1110	106.882	96.882	0	0
1111	107.127	97.127	0	0
1112	107.361	97.361	0	0
1113	107.585	97.585	0	0
1114	107.800	97.800	0	0
1115	108.005	98.005	0	0
1116	108.199	98.199	0	0
1117	108.384	98.384	0	0
1118	108.558	98.558	0	0
1119	108.723	98.723	0	0
1120	108.878	98.878	0	0
1121	109.022	99.022	0	0
1122	109.157	99.157	0	0
1123	109.282	99.282	0	0
1124	109.396	99.396	0	0
1125	109.501	99.501	0	0
1126	109.596	99.596	0	0
1127	109.681	99.681	0	0
1128	109.756	99.756	0	0
1129	109.820	99.820	0	0
1130	109.875	99.875	0	0
1131	109.920	99.920	0	0
1132	109.955	99.955	0	0
1133	109.980	99.980	0	0
1134	109.995	99.995	0	0
1135	110.000	100.000	0	0
1136	110.000	100.000	0	0
1137	110.000	100.000	0	0
1138	110.000	100.000	0	0
1139	110.000	100.000	0	0
1140	110.000	100.000	0	0
1141	110.000	100.000	0	0
1142	110.000	100.000	0	0
1143	110.000	100.000	0	0
1144	110.000	100.000	0	0
1145	110.000	100.000	0	0
1146	110.000	100.000	0	0
1147	110.000	100.000	0	0
1148	110.000	100.000	0	0
1149	110.000	100.000	0	0
1150	110.000	100.000	0	0
1151	110.000	100.000	0	0
1152	110.000	100.000	0	0
1153	110.000	100.000	0	0
1154	110.000	100.000	0	0
1155	110.000	100.000	0	0
1156	110.000	100.000	0	0
1157	110.000	100.000	0	0
1158	110.000	100.000	0	0
1159	110.000	100.000	0	0
1160	110.000	100.000	0	0
1161	110.000	100.000	0	0
1162	110.000	100.000	0	0
1163	110.000	100.000	0	0
1164	110.000	100.000	0	0
1165	110.000	100.000	0	0
1166	110.000	100.000	0	0
1167	110.000	100.000	0	0
1168	110.000	100.000	0	0
1169	110.000	100.000	0	0
1170	110.000	100.000	0	0
1171	110.000	100.000	0	0
1172	110.000	100.000	0	0
1173	110.000	100.000	0	0
1174	110.000	100.000	0	0
1175	110.000	100.000	0	0
1176	110.000	100.000	0	0
1177	110.000	100.000	0	0
1178	110.000	100.000	0	0
1179	110.000	100.000	0	0
1180	110.000	100.000	0	0
1181	110.000	100.000	0	0
1182	110.000	100.000	0	0
1183	110.000	100.000	0	0
1184	110.000	100.000	0	0
1185	110.000	100.000	0	0
1186	110.000	100.000	0	0
1187	110.000	100.000	0	0
1188	110.000	100.000	0	0
1189	110.000	100.000	0	0
1190	110.000	100.000	0	0
