CYCLE	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	CMDPOS7	out_0.0	in_0.0
2490	0.000	0.000	0.000	0.000	0.000	0	0
2491	0.000	0.000	0.000	0.000	0.000	0	0
2492	0.000	0.000	0.000	0.000	0.000	0	0
2493	0.000	0.000	0.000	0.000	0.000	0	0
2494	0.000	0.000	0.000	0.000	0.000	0	0
2495	0.000	0.000	0.000	0.000	0.000	0	0
2496	0.000	0.000	0.000	0.000	0.000	0	0
2497	0.000	0.000	0.000	0.000	0.000	0	0
2498	0.000	0.000	0.000	0.000	0.000	0	0
2499	0.000	0.000	0.000	0.000	0.000	0	0
2500	0.000	0.000	0.000	0.000	0.000	0	0
2501	0.000	0.000	0.000	0.000	0.000	0	0
2502	0.000	0.000	0.000	0.000	0.000	0	0
2503	0.000	0.000	0.000	0.000	0.000	0	0
2504	0.000	0.000	0.000	0.000	0.000	0	0
2505	0.000	0.000	0.000	0.000	0.000	0	0
2506	0.000	0.000	0.000	0.000	0.000	0	0
2507	0.000	0.000	0.000	0.000	0.000	0	0
2508	0.000	0.000	0.000	0.000	0.000	0	0
2509	0.000	0.000	0.000	0.000	0.000	0	0
2510	0.000	0.000	0.000	0.000	0.000	0	0
2511	0.000	0.000	0.000	0.000	0.000	0	0
2512	0.000	0.000	0.000	0.000	0.000	0	0
2513	0.000	0.000	0.000	0.000	0.000	0	0
2514	0.030	0.000	0.000	0.000	0.000	0	0
2515	0.119	0.000	0.000	0.000	0.000	0	0
2516	0.267	0.000	0.000	0.000	0.000	0	0
2517	0.475	0.000	0.000	0.000	0.000	0	0
2518	0.743	0.000	0.000	0.000	0.000	0	0
2519	1.069	0.000	0.000	0.000	0.000	0	0
2520	1.455	0.000	0.000	0.000	0.000	0	0
2521	1.901	0.000	0.000	0.000	0.000	0	0
2522	2.406	0.000	0.000	0.000	0.000	0	0
2523	2.970	0.000	0.000	0.000	0.000	0	0
2524	3.594	0.000	0.000	0.000	0.000	0	0
2525	4.277	0.000	0.000	0.000	0.000	0	0
2526	5.020	0.000	0.000	0.000	0.000	0	0
2527	5.822	0.000	0.000	0.000	0.000	0	0
2528	6.683	0.000	0.000	0.000	0.000	0	0
2529	7.604	0.000	0.000	0.000	0.000	0	0
2530	8.584	0.000	0.000	0.000	0.000	0	0
2531	9.624	0.000	0.000	0.000	0.000	0	0
2532	10.723	0.000	0.000	0.000	0.000	0	0
2533	11.881	0.000	0.000	0.000	0.000	0	0
2534	13.099	0.000	0.000	0.000	0.000	0	0
2535	14.376	0.000	0.000	0.000	0.000	0	0
2536	15.713	0.000	0.000	0.000	0.000	0	0
2537	17.109	0.000	0.000	0.000	0.000	0	0
2538	18.564	0.000	0.000	0.000	0.000	0	0
2539	20.079	0.000	0.000	0.000	0.000	0	0
2540	21.653	0.000	0.000	0.000	0.000	0	0
2541	23.287	0.000	0.000	0.000	0.000	0	0
2542	24.980	0.000	0.000	0.000	0.000	0	0
2543	26.733	0.000	0.000	0.000	0.000	0	0
2544	28.545	0.000	0.000	0.000	0.000	0	0
2545	30.416	0.000	0.000	0.000	0.000	0	0
2546	32.347	0.000	0.000	0.000	0.000	0	0
2547	34.337	0.000	0.000	0.000	0.000	0	0
2548	36.386	0.000	0.000	0.000	0.000	0	0
2549	38.495	0.000	0.000	0.000	0.000	0	0
2550	40.663	0.000	0.000	0.000	0.000	0	0
2551	42.891	0.000	0.000	0.000	0.000	0	0
2552	45.178	0.000	0.000	0.000	0.000	0	0
2553	47.525	0.000	0.000	0.000	0.000	0	0
2554	49.931	0.000	0.000	0.000	0.000	0	0
2555	52.396	0.000	0.000	0.000	0.000	0	0
2556	54.921	0.000	0.000	0.000	0.000	0	0
2557	57.505	0.000	0.000	0.000	0.000	0	0
2558	60.149	0.000	0.000	0.000	0.000	0	0
2559	62.851	0.000	0.000	0.000	0.000	0	0
2560	65.614	0.000	0.000	0.000	0.000	0	0
2561	68.436	0.000	0.000	0.000	0.000	0	0
2562	71.317	0.000	0.000	0.000	0.000	0	0
2563	74.257	0.000	0.000	0.000	0.000	0	0
2564	77.257	0.000	0.000	0.000	0.000	0	0
2565	80.317	0.000	0.000	0.000	0.000	0	0
2566	83.436	0.000	0.000	0.000	0.000	0	0
2567	86.614	0.000	0.000	0.000	0.000	0	0
2568	89.851	0.000	0.000	0.000	0.000	0	0
2569	93.149	0.000	0.000	0.000	0.000	0	0
2570	96.505	0.000	0.000	0.000	0.000	0	0
2571	99.921	0.000	0.000	0.000	0.000	0	0
2572	103.396	0.000	0.000	0.000	0.000	0	0
2573	106.931	0.000	0.000	0.000	0.000	0	0
2574	110.525	0.000	0.000	0.000	0.000	0	0
2575	114.178	0.000	0.000	0.000	0.000	0	0
2576	117.891	0.000	0.000	0.000	0.000	0	0
2577	121.663	0.000	0.000	0.000	0.000	0	0
2578	125.495	0.000	0.000	0.000	0.000	0	0
2579	129.386	0.000	0.000	0.000	0.000	0	0
2580	133.337	0.000	0.000	0.000	0.000	0	0
2581	137.347	0.000	0.000	0.000	0.000	0	0
2582	141.416	0.000	0.000	0.000	0.000	0	0
2583	145.545	0.000	0.000	0.000	0.000	0	0
2584	149.733	0.000	0.000	0.000	0.000	0	0
2585	153.980	0.000	0.000	0.000	0.000	0	0
2586	158.287	0.000	0.000	0.000	0.000	0	0
2587	162.653	0.000	0.000	0.000	0.000	0	0
2588	167.079	0.000	0.000	0.000	0.000	0	0
2589	171.564	0.000	0.000	0.000	0.000	0	0
2590	176.109	0.000	0.000	0.000	0.000	0	0
2591	180.713	0.000	0.000	0.000	0.000	0	0
2592	185.376	0.000	0.000	0.000	0.000	0	0
2593	190.099	0.000	0.000	0.000	0.000	0	0
2594	194.881	0.000	0.000	0.000	0.000	0	0
2595	199.723	0.000	0.000	0.000	0.000	0	0
2596	204.624	0.000	0.000	0.000	0.000	0	0
2597	209.584	0.000	0.000	0.000	0.000	0	0
2598	214.604	0.000	0.000	0.000	0.000	0	0
2599	219.683	0.000	0.000	0.000	0.000	0	0
2600	224.822	0.000	0.000	0.000	0.000	0	0
2601	230.020	0.000	0.000	0.000	0.000	0	0
2602	235.277	0.000	0.000	0.000	0.000	0	0
2603	240.594	0.000	0.000	0.000	0.000	0	0
2604	245.970	0.000	0.000	0.000	0.000	0	0
2605	251.406	0.000	0.000	0.000	0.000	0	0
2606	256.901	0.000	0.000	0.000	0.000	0	0
2607	262.455	0.000	0.000	0.000	0.000	0	0
2608	268.069	0.000	0.000	0.000	0.000	0	0
2609	273.743	0.000	0.000	0.000	0.000	0	0
2610	279.475	0.000	0.000	0.000	0.000	0	0
2611	285.267	0.000	0.000	0.000	0.000	0	0
2612	291.119	0.000	0.000	0.000	0.000	0	0
2613	297.030	0.000	0.000	0.000	0.000	0	0
2614	303.000	0.000	0.000	0.000	0.000	0	0
2615	303.000	0.000	0.000	0.000	0.000	0	0
2616	303.000	0.000	0.000	0.000	0.000	0	0
2617	303.000	0.000	0.000	0.000	0.000	0	0
2618	303.000	0.000	0.000	0.000	0.000	0	0
2619	303.000	0.000	0.000	0.000	0.000	0	0
2620	303.000	0.000	0.000	0.000	0.000	0	0
2621	303.000	0.000	0.000	0.000	0.000	0	0
2622	303.000	0.000	0.000	0.000	0.000	0	0
2623	303.000	0.000	0.000	0.000	0.000	0	0
2624	303.000	0.000	0.000	0.000	0.000	0	0
2625	303.000	0.000	0.000	0.000	0.000	0	0
2626	303.000	0.000	0.000	0.000	0.000	0	0
2627	303.000	0.000	0.000	0.000	0.000	0	0
2628	303.000	0.000	0.000	0.000	0.000	0	0
2629	303.000	0.000	0.000	0.000	0.000	0	0
2630	303.000	0.000	0.000	0.000	0.000	0	0
2631	303.000	0.000	0.000	0.000	0.000	0	0
2632	303.000	0.000	0.000	0.000	0.000	0	0
2633	303.000	0.000	0.000	0.000	0.000	0	0
2634	303.000	0.000	0.000	0.000	0.000	0	0
2635	303.000	0.000	0.000	0.000	0.000	0	0
2636	303.000	0.000	0.000	0.000	0.000	0	0
2637	303.000	0.000	0.000	0.000	0.000	0	0
2638	303.000	0.000	0.000	0.000	0.000	0	0
2639	303.000	0.000	0.000	0.000	0.000	0	0
2640	303.000	0.000	0.000	0.000	0.000	0	0
2641	303.000	0.000	0.000	0.000	0.000	0	0
2642	303.000	0.000	0.000	0.000	0.000	0	0
2643	303.000	0.000	0.000	0.000	0.000	0	0
2644	303.000	0.000	0.000	0.000	0.000	0	0
2645	303.000	0.000	0.000	0.000	0.000	0	0
2646	303.000	0.000	0.000	0.000	0.000	0	0
2647	303.000	0.000	0.000	0.000	0.000	0	0
2648	303.000	0.000	0.000	0.000	0.000	0	0
2649	303.000	0.000	0.000	0.000	0.000	0	0
2650	303.000	0.000	0.000	0.000	0.000	0	0
2651	303.000	0.000	0.000	0.000	0.000	0	0
2652	303.000	0.000	0.000	0.000	0.000	0	0
2653	303.000	0.000	0.000	0.000	0.000	0	0
2654	303.000	0.000	0.000	0.000	0.000	0	0
2655	303.000	0.000	0.000	0.000	0.000	0	0
2656	303.000	0.000	0.000	0.000	0.000	0	0
2657	303.000	0.000	0.000	0.000	0.000	0	0
2658	303.000	0.000	0.000	0.000	0.000	0	0
2659	303.000	0.000	0.000	0.000	0.000	0	0
2660	303.000	0.000	0.000	0.000	0.000	0	0
2661	303.000	0.000	0.000	0.000	0.000	0	0
2662	303.000	0.000	0.000	0.000	0.000	0	0
2663	303.000	0.000	0.000	0.000	0.000	0	0
2664	303.000	0.000	0.000	0.000	0.000	0	0
2665	303.000	0.000	0.000	0.000	0.000	0	0
2666	303.000	0.000	0.000	0.000	0.000	0	0
2667	303.000	0.000	0.000	0.000	0.000	0	0
2668	303.000	0.000	0.000	0.000	0.000	0	0
2669	303.000	0.000	0.000	0.000	0.000	0	0
2670	303.000	0.000	0.000	0.000	0.000	0	0
2671	303.000	0.000	0.000	0.000	0.000	0	0
2672	303.000	0.000	0.000	0.000	0.000	0	0
2673	303.000	0.000	0.000	0.000	0.000	0	0
2674	303.000	0.000	0.000	0.000	0.000	0	0
2675	303.000	0.000	0.000	0.000	0.000	0	0
2676	303.000	0.000	0.000	0.000	0.000	0	0
2677	303.000	0.000	0.000	0.000	0.000	0	0
2678	303.000	0.000	0.000	0.000	0.000	0	0
2679	303.000	0.000	0.000	0.000	0.000	0	0
2680	303.000	0.000	0.000	0.000	0.000	0	0
2681	303.000	0.000	0.000	0.000	0.000	0	0
2682	303.000	0.000	0.000	0.000	0.000	0	0
2683	303.000	0.000	0.000	0.000	0.000	0	0
2684	303.000	0.000	0.000	0.000	0.000	0	0
2685	303.000	0.000	0.000	0.000	0.000	0	0
2686	303.000	0.000	0.000	0.000	0.000	0	0
2687	303.000	0.000	0.000	0.000	0.000	0	0
2688	303.000	0.000	0.000	0.000	0.000	0	0
2689	303.000	0.000	0.000	0.000	0.000	0	0
2690	303.000	0.000	0.000	0.000	0.000	0	0
2691	303.000	0.000	0.000	0.000	0.000	0	0
2692	303.000	0.000	0.000	0.000	0.000	0	0
2693	303.000	0.000	0.000	0.000	0.000	0	0
2694	303.000	0.000	0.000	0.000	0.000	0	0
2695	303.000	0.000	0.000	0.000	0.000	0	0
2696	303.000	0.000	0.000	0.000	0.000	0	0
2697	303.000	0.000	0.000	0.000	0.000	0	0
2698	303.000	0.000	0.000	0.000	0.000	0	0
2699	303.000	0.000	0.000	0.000	0.000	0	0
2700	303.000	0.000	0.000	0.000	0.000	0	0
2701	303.000	0.000	0.000	0.000	0.000	0	0
2702	303.000	0.000	0.000	0.000	0.000	0	0
2703	303.000	0.000	0.000	0.000	0.000	0	0
2704	303.000	0.000	0.000	0.000	0.000	0	0
2705	303.000	0.000	0.000	0.000	0.000	0	0
2706	303.000	0.000	0.000	0.000	0.000	0	0
2707	303.000	0.000	0.000	0.000	0.000	0	0
2708	303.000	0.000	0.000	0.000	0.000	0	0
2709	303.000	0.000	0.000	0.000	0.000	0	0
2710	303.000	0.000	0.000	0.000	0.000	0	0
2711	303.000	0.000	0.000	0.000	0.000	0	0
2712	303.000	0.000	0.000	0.000	0.000	0	0
2713	303.000	0.000	0.000	0.000	0.000	0	0
2714	303.000	0.000	0.000	0.000	0.000	0	0
2715	303.000	0.000	0.000	0.000	0.000	0	0
2716	303.000	0.000	0.000	0.000	0.000	0	0
2717	303.000	0.000	0.000	0.000	0.000	0	0
2718	303.000	0.000	0.000	0.000	0.000	0	0
2719	303.000	0.000	0.000	0.000	0.000	0	0
2720	303.000	0.000	0.000	0.000	0.000	0	0
2721	303.000	0.000	0.000	0.000	0.000	0	0
2722	303.000	0.000	0.000	0.000	0.000	0	0
2723	303.000	0.000	0.000	0.000	0.000	0	0
2724	303.000	0.000	0.000	0.000	0.000	0	0
2725	303.000	0.000	0.000	0.000	0.000	0	0
2726	303.000	0.000	0.000	0.000	0.000	0	0
2727	303.000	0.000	0.000	0.000	0.000	0	0
2728	303.000	0.000	0.000	0.000	0.000	0	0
2729	303.000	0.000	0.000	0.000	0.000	0	0
2730	303.000	0.000	0.000	0.000	0.000	0	0
2731	303.000	0.000	0.000	0.000	0.000	0	0
2732	303.000	0.000	0.000	0.000	0.000	0	0
2733	303.000	0.000	0.000	0.000	0.000	0	0
2734	303.000	0.000	0.000	0.000	0.000	0	0
2735	303.000	0.000	0.000	0.000	0.000	0	0
2736	303.000	0.000	0.000	0.000	0.000	0	0
2737	303.000	0.000	0.000	0.000	0.000	0	0
2738	303.000	0.000	0.000	0.000	0.000	0	0
2739	303.000	0.000	0.000	0.000	0.000	0	0
2740	303.000	0.000	0.000	0.000	0.000	0	0
2741	303.000	0.000	0.000	0.000	0.000	0	0
2742	303.000	0.000	0.000	0.000	0.000	0	0
2743	303.000	0.000	0.000	0.000	0.000	0	0
2744	303.000	0.000	0.000	0.000	0.000	0	0
2745	303.000	0.000	0.000	0.000	0.000	0	0
2746	303.000	0.000	0.000	0.000	0.000	0	0
2747	303.000	0.000	0.000	0.000	0.000	0	0
2748	303.000	0.000	0.000	0.000	0.000	0	0
2749	303.000	0.000	0.000	0.000	0.000	0	0
2750	303.000	0.000	0.000	0.000	0.000	0	0
2751	303.000	0.000	0.000	0.000	0.000	0	0
2752	303.000	0.000	0.000	0.000	0.000	0	0
2753	303.000	0.000	0.000	0.000	0.000	0	0
2754	303.000	0.000	0.000	0.000	0.000	0	0
2755	303.000	0.000	0.000	0.000	0.000	0	0
2756	303.000	0.000	0.000	0.000	0.000	0	0
2757	303.000	0.000	0.000	0.000	0.000	0	0
2758	303.000	0.000	0.000	0.000	0.000	0	0
2759	303.000	0.000	0.000	0.000	0.000	0	0
2760	303.000	0.000	0.000	0.000	0.000	0	0
2761	303.000	0.000	0.000	0.000	0.000	0	0
2762	303.000	0.000	0.000	0.000	0.000	0	0
2763	303.000	0.000	0.000	0.000	0.000	0	0
2764	303.000	0.000	0.000	0.000	0.000	0	0
2765	303.000	0.000	0.000	0.000	0.000	0	0
2766	303.000	0.000	0.000	0.000	0.000	0	0
2767	303.000	0.000	0.000	0.000	0.000	0	0
2768	303.000	0.000	0.000	0.000	0.000	0	0
2769	303.000	0.000	0.000	0.000	0.000	0	0
2770	303.000	0.000	0.000	0.000	0.000	0	0
2771	303.000	0.000	0.000	0.000	0.000	0	0
2772	303.000	0.000	0.000	0.000	0.000	0	0
2773	303.000	0.000	0.000	0.000	0.000	0	0
2774	303.000	0.000	0.000	0.000	0.000	0	0
2775	303.000	0.000	0.000	0.000	0.000	0	0
2776	303.000	0.000	0.000	0.000	0.000	0	0
2777	303.000	0.000	0.000	0.000	0.000	0	0
2778	303.000	0.000	0.000	0.000	0.000	0	0
2779	303.000	0.000	0.000	0.000	0.000	0	0
2780	303.000	0.000	0.000	0.000	0.000	0	0
2781	303.000	0.000	0.000	0.000	0.000	0	0
2782	303.000	0.000	0.000	0.000	0.000	0	0
2783	303.000	0.000	0.000	0.000	0.000	0	0
2784	303.000	0.000	0.000	0.000	0.000	0	0
2785	303.000	0.000	0.000	0.000	0.000	0	0
2786	303.000	0.000	0.000	0.000	0.000	0	0
2787	303.000	0.000	0.000	0.000	0.000	0	0
2788	303.000	0.000	0.000	0.000	0.000	0	0
2789	303.000	0.000	0.000	0.000	0.000	0	0
2790	303.000	0.000	0.000	0.000	0.000	0	0
2791	303.000	0.000	0.000	0.000	0.000	0	0
2792	303.000	0.000	0.000	0.000	0.000	0	0
2793	303.000	0.000	0.000	0.000	0.000	0	0
2794	303.000	0.000	0.000	0.000	0.000	0	0
2795	303.000	0.000	0.000	0.000	0.000	0	0
2796	303.000	0.000	0.000	0.000	0.000	0	0
2797	303.000	0.000	0.000	0.000	0.000	0	0
2798	303.000	0.000	0.000	0.000	0.000	0	0
2799	303.000	0.000	0.000	0.000	0.000	0	0
2800	303.000	0.000	0.000	0.000	0.000	0	0
2801	303.000	0.000	0.000	0.000	0.000	0	0
2802	303.000	0.000	0.000	0.000	0.000	0	0
2803	303.000	0.000	0.000	0.000	0.000	0	0
2804	303.000	0.000	0.000	0.000	0.000	0	0
2805	303.000	0.000	0.000	0.000	0.000	0	0
2806	303.000	0.000	0.000	0.000	0.000	0	0
2807	303.000	0.000	0.000	0.000	0.000	0	0
2808	303.000	0.000	0.000	0.000	0.000	0	0
2809	303.000	0.000	0.000	0.000	0.000	0	0
2810	303.000	0.000	0.000	0.000	0.000	0	0
2811	303.000	0.000	0.000	0.000	0.000	0	0
2812	303.000	0.000	0.000	0.000	0.000	0	0
2813	303.000	0.000	0.000	0.000	0.000	0	0
2814	303.000	0.000	0.000	0.000	0.000	0	0
2815	303.000	0.000	0.000	0.000	0.000	0	0
2816	303.000	0.000	0.000	0.000	0.000	0	0
2817	303.000	0.000	0.000	0.000	0.000	0	0
2818	303.000	0.000	0.000	0.000	0.000	0	0
2819	303.000	0.000	0.000	0.000	0.000	0	0
2820	303.000	0.000	0.000	0.000	0.000	0	0
2821	303.000	0.000	0.000	0.000	0.000	0	0
2822	303.000	0.000	0.000	0.000	0.000	0	0
2823	303.000	0.000	0.000	0.000	0.000	0	0
2824	303.000	0.000	0.000	0.000	0.000	0	0
2825	303.000	0.000	0.000	0.000	0.000	0	0
2826	303.000	0.000	0.000	0.000	0.000	0	0
2827	303.000	0.000	0.000	0.000	0.000	0	0
2828	303.000	0.000	0.000	0.000	0.000	0	0
2829	303.000	0.000	0.000	0.000	0.000	0	0
2830	303.000	0.000	0.000	0.000	0.000	0	0
2831	303.000	0.000	0.000	0.000	0.000	0	0
2832	303.000	0.000	0.000	0.000	0.000	0	0
2833	303.000	0.000	0.000	0.000	0.000	0	0
2834	303.000	0.000	0.000	0.000	0.000	0	0
2835	303.000	0.000	0.000	0.000	0.000	0	0
2836	303.000	0.000	0.000	0.000	0.000	0	0
2837	303.000	0.000	0.000	0.000	0.000	0	0
2838	303.000	0.000	0.000	0.000	0.000	0	0
2839	303.000	0.000	0.000	0.000	0.000	0	0
2840	303.000	0.000	0.000	0.000	0.000	0	0
2841	303.000	0.000	0.000	0.000	0.000	0	0
2842	303.000	0.000	0.000	0.000	0.000	0	0
2843	303.000	0.000	0.000	0.000	0.000	0	0
2844	303.000	0.000	0.000	0.000	0.000	0	0
2845	303.000	0.000	0.000	0.000	0.000	0	0
2846	303.000	0.000	0.000	0.000	0.000	0	0
2847	303.000	0.000	0.000	0.000	0.000	0	0
2848	303.000	0.000	0.000	0.000	0.000	0	0
2849	303.000	0.000	0.000	0.000	0.000	0	0
2850	303.000	0.000	0.000	0.000	0.000	0	0
2851	303.000	0.000	0.000	0.000	0.000	0	0
2852	303.000	0.000	0.000	0.000	0.000	0	0
2853	303.000	0.000	0.000	0.000	0.000	0	0
2854	303.000	0.000	0.000	0.000	0.000	0	0
2855	303.000	0.000	0.000	0.000	0.000	0	0
2856	303.000	0.000	0.000	0.000	0.000	0	0
2857	303.000	0.000	0.000	0.000	0.000	0	0
2858	303.000	0.000	0.000	0.000	0.000	0	0
2859	303.000	0.000	0.000	0.000	0.000	0	0
2860	303.000	0.000	0.000	0.000	0.000	0	0
2861	303.000	0.000	0.000	0.000	0.000	0	0
2862	303.000	0.000	0.000	0.000	0.000	0	0
2863	303.000	0.000	0.000	0.000	0.000	0	0
2864	303.000	0.000	0.000	0.000	0.000	0	0
2865	303.000	0.000	0.000	0.000	0.000	0	0
2866	303.000	0.000	0.000	0.000	0.000	0	0
2867	303.000	0.000	0.000	0.000	0.000	0	0
2868	303.000	0.000	0.000	0.000	0.000	0	0
2869	303.000	0.000	0.000	0.000	0.000	0	0
2870	303.000	0.000	0.000	0.000	0.000	0	0
2871	303.000	0.000	0.000	0.000	0.000	0	0
2872	303.000	0.000	0.000	0.000	0.000	0	0
2873	303.000	0.000	0.000	0.000	0.000	0	0
2874	303.000	0.000	0.000	0.000	0.000	0	0
2875	303.000	0.000	0.000	0.000	0.000	0	0
2876	303.000	0.000	0.000	0.000	0.000	0	0
2877	303.000	0.000	0.000	0.000	0.000	0	0
2878	303.000	0.000	0.000	0.000	0.000	0	0
2879	303.000	0.000	0.000	0.000	0.000	0	0
2880	303.000	0.000	0.000	0.000	0.000	0	0
2881	303.000	0.000	0.000	0.000	0.000	0	0
2882	303.000	0.000	0.000	0.000	0.000	0	0
2883	303.000	0.000	0.000	0.000	0.000	0	0
2884	303.000	0.000	0.000	0.000	0.000	0	0
2885	303.000	0.000	0.000	0.000	0.000	0	0
2886	303.000	0.000	0.000	0.000	0.000	0	0
2887	303.000	0.000	0.000	0.000	0.000	0	0
2888	303.000	0.000	0.000	0.000	0.000	0	0
2889	303.000	0.000	0.000	0.000	0.000	0	0
2890	303.000	0.000	0.000	0.000	0.000	0	0
2891	303.000	0.000	0.000	0.000	0.000	0	0
2892	303.000	0.000	0.000	0.000	0.000	0	0
2893	303.000	0.000	0.000	0.000	0.000	0	0
2894	303.000	0.000	0.000	0.000	0.000	0	0
2895	303.000	0.000	0.000	0.000	0.000	0	0
2896	303.000	0.000	0.000	0.000	0.000	0	0
2897	303.000	0.000	0.000	0.000	0.000	0	0
2898	303.000	0.000	0.000	0.000	0.000	0	0
2899	303.000	0.000	0.000	0.000	0.000	0	0
2900	303.000	0.000	0.000	0.000	0.000	0	0
2901	303.000	0.000	0.000	0.000	0.000	0	0
2902	303.000	0.000	0.000	0.000	0.000	0	0
2903	303.000	0.000	0.000	0.000	0.000	0	0
2904	303.000	0.000	0.000	0.000	0.000	0	0
2905	303.000	0.000	0.000	0.000	0.000	0	0
2906	303.000	0.000	0.000	0.000	0.000	0	0
2907	303.000	0.000	0.000	0.000	0.000	0	0
2908	303.000	0.000	0.000	0.000	0.000	0	0
2909	303.000	0.000	0.000	0.000	0.000	0	0
2910	303.000	0.000	0.000	0.000	0.000	0	0
2911	303.000	0.000	0.000	0.000	0.000	0	0
2912	303.000	0.000	0.000	0.000	0.000	0	0
2913	303.000	0.000	0.000	0.000	0.000	0	0
2914	303.000	0.000	0.000	0.000	0.000	0	0
2915	303.000	0.000	0.000	0.000	0.000	0	0
2916	303.000	0.000	0.000	0.000	0.000	0	0
2917	303.000	0.000	0.000	0.000	0.000	0	0
2918	303.000	0.000	0.000	0.000	0.000	0	0
2919	303.000	0.000	0.000	0.000	0.000	0	0
2920	303.000	0.000	0.000	0.000	0.000	0	0
2921	303.000	0.000	0.000	0.000	0.000	0	0
2922	303.000	0.000	0.000	0.000	0.000	0	0
2923	303.000	0.000	0.000	0.000	0.000	0	0
2924	303.000	0.000	0.000	0.000	0.000	0	0
2925	303.000	0.000	0.000	0.000	0.000	0	0
2926	303.000	0.000	0.000	0.000	0.000	0	0
2927	303.000	0.000	0.000	0.000	0.000	0	0
2928	303.000	0.000	0.000	0.000	0.000	0	0
2929	303.000	0.000	0.000	0.000	0.000	0	0
2930	303.000	0.000	0.000	0.000	0.000	0	0
2931	303.000	0.000	0.000	0.000	0.000	0	0
2932	303.000	0.000	0.000	0.000	0.000	0	0
2933	303.000	0.000	0.000	0.000	0.000	0	0
2934	303.000	0.000	0.000	0.000	0.000	0	0
2935	303.000	0.000	0.000	0.000	0.000	0	0
2936	303.000	0.000	0.000	0.000	0.000	0	0
2937	303.000	0.000	0.000	0.000	0.000	0	0
2938	303.000	0.000	0.000	0.000	0.000	0	0
2939	303.000	0.000	0.000	0.000	0.000	0	0
2940	303.000	0.000	0.000	0.000	0.000	0	0
2941	303.000	0.000	0.000	0.000	0.000	0	0
2942	303.000	0.000	0.000	0.000	0.000	0	0
2943	303.000	0.000	0.000	0.000	0.000	0	0
2944	303.000	0.000	0.000	0.000	0.000	0	0
2945	303.000	0.000	0.000	0.000	0.000	0	0
2946	303.000	0.000	0.000	0.000	0.000	0	0
2947	303.000	0.000	0.000	0.000	0.000	0	0
2948	303.000	0.000	0.000	0.000	0.000	0	0
2949	303.000	0.000	0.000	0.000	0.000	0	0
2950	303.000	0.000	0.000	0.000	0.000	0	0
2951	303.000	0.000	0.000	0.000	0.000	0	0
2952	303.000	0.000	0.000	0.000	0.000	0	0
2953	303.000	0.000	0.000	0.000	0.000	0	0
2954	303.000	0.000	0.000	0.000	0.000	0	0
2955	303.000	0.000	0.000	0.000	0.000	0	0
2956	303.000	0.000	0.000	0.000	0.000	0	0
2957	303.000	0.000	0.000	0.000	0.000	0	0
