CYCLE	CMDPOS4	CMPCMDPOS4	out_0.0	in_0.0
1141	37.759	47.311	0	0
1142	38.632	48.359	0	0
1143	39.515	49.418	0	0
1144	40.408	50.490	0	0
1145	41.311	51.573	0	0
1146	42.224	52.669	0	0
1147	43.147	53.776	0	0
1148	44.080	54.896	0	0
1149	45.023	56.027	0	0
1150	45.976	57.171	0	0
1151	46.938	58.326	0	0
1152	47.911	59.493	0	0
1153	48.894	60.673	0	0
1154	49.887	61.864	0	0
1155	50.889	63.067	0	0
1156	51.902	64.282	0	0
1157	52.925	65.510	0	0
1158	53.957	66.749	0	0
1159	55.000	68.000	0	0
1160	56.043	69.251	0	0
1161	57.075	70.490	0	0
1162	58.098	71.718	0	0
1163	59.111	72.933	0	0
1164	60.113	74.136	0	0
1165	61.106	75.327	0	0
1166	62.089	76.507	0	0
1167	63.062	77.674	0	0
1168	64.024	78.829	0	0
1169	64.977	79.973	0	0
1170	65.920	81.104	0	0
1171	66.853	82.224	0	0
1172	67.776	83.331	0	0
1173	68.689	84.427	0	0
1174	69.592	85.510	0	0
1175	70.485	86.582	0	0
1176	71.368	87.641	0	0
1177	72.241	88.689	0	0
1178	73.104	89.725	0	0
1179	73.957	90.748	0	0
1180	74.800	91.760	0	0
1181	75.633	92.760	0	0
1182	76.456	93.747	0	0
1183	77.269	94.723	0	0
1184	78.073	95.687	0	0
1185	78.866	96.639	0	0
1186	79.649	97.579	0	0
1187	80.422	98.507	0	0
1188	81.185	99.423	0	0
1189	81.939	100.327	0	0
1190	82.682	101.219	0	0
1191	83.415	102.099	0	0
1192	84.139	102.967	0	0
1193	84.852	103.823	0	0
1194	85.556	104.667	0	0
1195	86.249	105.499	0	0
1196	86.932	106.319	0	0
1197	87.606	107.127	0	0
1198	88.269	107.923	0	0
1199	88.923	108.707	0	0
1200	89.566	109.480	0	0
1201	90.200	109.600	0	0
1202	90.824	108.353	0	0
1203	91.437	107.126	0	0
1204	92.041	105.918	0	0
1205	92.634	104.731	0	0
1206	93.218	103.564	0	0
1207	93.792	102.416	0	0
1208	94.356	101.289	0	0
1209	94.909	100.181	0	0
1210	95.453	99.094	0	0
1211	95.987	98.026	0	0
1212	96.511	96.979	0	0
1213	97.024	95.951	0	0
1214	97.528	94.943	0	0
1215	98.022	93.956	0	0
1216	98.506	92.988	0	0
1217	98.980	92.040	0	0
1218	99.444	91.112	0	0
1219	99.898	90.204	0	0
1220	100.342	90.342	0	0
1221	100.776	90.776	0	0
1222	101.200	91.200	0	0
1223	101.614	91.614	0	0
1224	102.018	92.018	0	0
1225	102.412	92.412	0	0
1226	102.796	92.796	0	0
1227	103.171	93.171	0	0
1228	103.535	93.535	0	0
1229	103.889	93.889	0	0
1230	104.233	94.233	0	0
1231	104.567	94.567	0	0
1232	104.892	94.892	0	0
1233	105.206	95.206	0	0
1234	105.510	95.510	0	0
1235	105.805	95.805	0	0
1236	106.089	96.089	0	0
1237	106.363	96.363	0	0
1238	106.628	96.628	0	0
1239	106.882	96.882	0	0
1240	107.127	97.127	0	0
1241	107.361	97.361	0	0
1242	107.585	97.585	0	0
1243	107.800	97.800	0	0
1244	108.005	98.005	0	0
1245	108.199	98.199	0	0
1246	108.384	98.384	0	0
1247	108.558	98.558	0	0
1248	108.723	98.723	0	0
1249	108.878	98.878	0	0
1250	109.022	99.022	0	0
1251	109.157	99.157	0	0
1252	109.282	99.282	0	0
1253	109.396	99.396	0	0
1254	109.501	99.501	0	0
1255	109.596	99.596	0	0
1256	109.681	99.681	0	0
1257	109.756	99.756	0	0
1258	109.820	99.820	0	0
1259	109.875	99.875	0	0
1260	109.920	99.920	0	0
1261	109.955	99.955	0	0
1262	109.980	99.980	0	0
1263	109.995	99.995	0	0
1264	110.000	100.000	0	0
1265	110.000	100.000	0	0
1266	110.000	100.000	0	0
1267	110.000	100.000	0	0
1268	110.000	100.000	0	0
1269	110.000	100.000	0	0
1270	110.000	100.000	0	0
1271	110.000	100.000	0	0
1272	110.000	100.000	0	0
1273	110.000	100.000	0	0
1274	110.000	100.000	0	0
1275	110.000	100.000	0	0
1276	110.000	100.000	0	0
1277	110.000	100.000	0	0
1278	110.000	100.000	0	0
1279	110.000	100.000	0	0
1280	110.000	100.000	0	0
1281	110.000	100.000	0	0
1282	110.000	100.000	0	0
1283	110.000	100.000	0	0
1284	110.000	100.000	0	0
1285	110.000	100.000	0	0
1286	110.000	100.000	0	0
1287	110.000	100.000	0	0
1288	110.000	100.000	0	0
1289	110.000	100.000	0	0
1290	110.000	100.000	0	0
1291	110.000	100.000	0	0
1292	110.000	100.000	0	0
1293	110.000	100.000	0	0
1294	110.000	100.000	0	0
1295	110.000	100.000	0	0
1296	110.000	100.000	0	0
1297	110.000	100.000	0	0
1298	110.000	100.000	0	0
1299	110.000	100.000	0	0
1300	110.000	100.000	0	0
1301	110.000	100.000	0	0
1302	110.000	100.000	0	0
1303	110.000	100.000	0	0
1304	110.000	100.000	0	0
1305	110.000	100.000	0	0
1306	110.000	100.000	0	0
1307	110.000	100.000	0	0
1308	110.000	100.000	0	0
1309	110.000	100.000	0	0
1310	110.000	100.000	0	0
1311	110.000	100.000	0	0
1312	110.000	100.000	0	0
1313	110.000	100.000	0	0
1314	110.000	100.000	0	0
1315	110.000	100.000	0	0
1316	110.000	100.000	0	0
