CYCLE	CMDPOS4	CMPCMDPOS4	out_0.0	in_0.0
1264	210.000	222.800	0	0
1265	211.000	223.480	0	0
1266	212.000	224.160	0	0
1267	213.000	224.840	0	0
1268	214.000	225.520	0	0
1269	215.000	226.200	0	0
1270	216.000	226.880	0	0
1271	217.000	227.560	0	0
1272	218.000	228.240	0	0
1273	219.000	228.920	0	0
1274	220.000	229.600	0	0
1275	221.000	230.280	0	0
1276	222.000	230.960	0	0
1277	223.000	231.640	0	0
1278	224.000	232.320	0	0
1279	225.000	233.000	0	0
1280	226.000	233.680	0	0
1281	227.000	234.360	0	0
1282	228.000	235.040	0	0
1283	229.000	235.720	0	0
1284	230.000	236.400	0	0
1285	231.000	237.080	0	0
1286	232.000	237.760	0	0
1287	233.000	238.440	0	0
1288	234.000	239.120	0	0
1289	235.000	239.800	0	0
1290	236.000	240.480	0	0
1291	237.000	241.160	0	0
1292	238.000	241.840	0	0
1293	239.000	242.520	0	0
1294	240.000	243.200	0	0
1295	241.000	243.880	0	0
1296	242.000	244.560	0	0
1297	243.000	245.240	0	0
1298	244.000	245.920	0	0
1299	245.000	246.600	0	0
1300	246.000	247.280	0	0
1301	247.000	247.960	0	0
1302	248.000	248.640	0	0
1303	249.000	249.320	0	0
1304	250.000	250.000	0	0
1305	250.995	250.677	0	0
1306	251.980	251.346	0	0
1307	252.955	252.009	0	0
1308	253.920	252.666	0	0
1309	254.875	253.315	0	0
1310	255.820	253.958	0	0
1311	256.755	254.593	0	0
1312	257.680	255.222	0	0
1313	258.595	255.845	0	0
1314	259.500	256.460	0	0
1315	260.395	257.069	0	0
1316	261.280	257.670	0	0
1317	262.155	258.265	0	0
1318	263.020	258.854	0	0
1319	263.875	259.435	0	0
1320	264.720	260.010	0	0
1321	265.555	260.577	0	0
1322	266.380	261.138	0	0
1323	267.195	261.693	0	0
1324	268.000	262.240	0	0
1325	268.795	262.781	0	0
1326	269.580	263.314	0	0
1327	270.355	263.841	0	0
1328	271.120	264.362	0	0
1329	271.875	264.875	0	0
1330	272.620	265.382	0	0
1331	273.355	265.881	0	0
1332	274.080	266.374	0	0
1333	274.795	266.861	0	0
1334	275.500	267.340	0	0
1335	276.195	267.813	0	0
1336	276.880	268.278	0	0
1337	277.555	268.737	0	0
1338	278.220	269.190	0	0
1339	278.875	269.635	0	0
1340	279.520	270.074	0	0
1341	280.155	270.505	0	0
1342	280.780	270.930	0	0
1343	281.395	271.349	0	0
1344	282.000	271.760	0	0
1345	282.595	272.165	0	0
1346	283.180	272.562	0	0
1347	283.755	272.953	0	0
1348	284.320	273.338	0	0
1349	284.875	273.715	0	0
1350	285.420	274.086	0	0
1351	285.955	274.449	0	0
1352	286.480	274.806	0	0
1353	286.995	275.157	0	0
1354	287.500	275.500	0	0
1355	287.995	275.837	0	0
1356	288.480	276.166	0	0
1357	288.955	276.489	0	0
1358	289.420	276.806	0	0
1359	289.875	277.115	0	0
1360	290.320	277.418	0	0
1361	290.755	277.713	0	0
1362	291.180	278.002	0	0
1363	291.595	278.285	0	0
1364	292.000	278.560	0	0
1365	292.395	278.829	0	0
1366	292.780	279.090	0	0
1367	293.155	279.345	0	0
1368	293.520	279.594	0	0
1369	293.875	279.835	0	0
1370	294.220	280.070	0	0
1371	294.555	280.297	0	0
1372	294.880	280.518	0	0
1373	295.195	280.733	0	0
1374	295.500	280.940	0	0
1375	295.795	281.141	0	0
1376	296.080	281.334	0	0
1377	296.355	281.521	0	0
1378	296.620	281.702	0	0
1379	296.875	281.875	0	0
1380	297.120	282.042	0	0
1381	297.355	282.201	0	0
1382	297.580	282.354	0	0
1383	297.795	282.501	0	0
1384	298.000	282.640	0	0
1385	298.195	282.773	0	0
1386	298.380	282.898	0	0
1387	298.555	283.017	0	0
1388	298.720	283.130	0	0
1389	298.875	283.235	0	0
1390	299.020	283.334	0	0
1391	299.155	283.425	0	0
1392	299.280	283.510	0	0
1393	299.395	283.589	0	0
1394	299.500	283.660	0	0
1395	299.595	283.725	0	0
1396	299.680	283.782	0	0
1397	299.755	283.833	0	0
1398	299.820	283.878	0	0
1399	299.875	283.915	0	0
1400	299.920	283.946	0	0
1401	299.955	283.969	0	0
1402	299.980	283.986	0	0
1403	299.995	283.997	0	0
1404	300.000	284.000	0	0
1405	300.000	284.000	0	0
1406	300.000	284.000	0	0
1407	300.000	284.000	0	0
1408	300.000	284.000	0	0
1409	300.000	284.000	0	0
1410	300.000	284.000	0	0
1411	300.000	284.000	0	0
1412	300.000	284.000	0	0
1413	300.000	284.000	0	0
1414	300.000	284.000	0	0
1415	300.000	284.000	0	0
1416	300.000	284.000	0	0
1417	300.000	284.000	0	0
1418	300.000	284.000	0	0
1419	300.000	284.000	0	0
1420	300.000	284.000	0	0
1421	300.000	284.000	0	0
1422	300.000	284.000	0	0
1423	300.000	284.000	0	0
1424	300.000	284.000	0	0
1425	300.000	284.000	0	0
1426	300.000	284.000	0	0
1427	300.000	284.000	0	0
1428	300.000	284.000	0	0
1429	300.000	284.000	0	0
1430	300.000	284.000	0	0
1431	300.000	284.000	0	0
1432	300.000	284.000	0	0
1433	300.000	284.000	0	0
1434	300.000	284.000	0	0
1435	300.000	284.000	0	0
1436	300.000	284.000	0	0
1437	300.000	284.000	0	0
1438	300.000	284.000	0	0
1439	300.000	284.000	0	0
1440	300.000	284.000	0	0
1441	300.000	284.000	0	0
1442	300.000	284.000	0	0
1443	300.000	284.000	0	0
1444	300.000	284.000	0	0
1445	300.000	284.000	0	0
1446	300.000	284.000	0	0
1447	300.000	284.000	0	0
1448	300.000	284.000	0	0
1449	300.000	284.000	0	0
1450	300.000	284.000	0	0
1451	300.000	284.000	0	0
