CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0
161086	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161087	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161088	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161089	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161090	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161091	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161092	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161093	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161094	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161095	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161096	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161097	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161098	0.000	0.000	0.000	0.000	0.000	0.000	0	0
161099	0.600	0.000	0.000	0.000	0.000	0.000	0	0
161100	1.200	0.000	0.000	0.000	0.000	0.000	0	0
161101	1.800	0.000	0.000	0.000	0.000	0.000	0	0
161102	2.400	0.000	0.000	0.000	0.000	0.000	0	0
161103	3.000	0.000	0.000	0.000	0.000	0.000	0	0
161104	3.600	0.000	0.000	0.000	0.000	0.000	0	0
161105	4.200	0.000	0.000	0.000	0.000	0.000	0	0
161106	4.800	0.000	0.000	0.000	0.000	0.000	0	0
161107	5.400	0.000	0.000	0.000	0.000	0.000	0	0
161108	6.000	0.000	0.000	0.000	0.000	0.000	0	0
161109	6.600	0.000	0.000	0.000	0.000	0.000	0	0
161110	7.200	0.000	0.000	0.000	0.000	0.000	0	0
161111	7.800	0.000	0.000	0.000	0.000	0.000	0	0
161112	8.400	0.000	0.000	0.000	0.000	0.000	0	0
161113	9.000	0.000	0.000	0.000	0.000	0.000	0	0
161114	9.600	0.000	0.000	0.000	0.000	0.000	0	0
161115	10.200	0.000	0.000	0.000	0.000	0.000	0	0
161116	10.800	0.000	0.000	0.000	0.000	0.000	0	0
161117	11.400	0.000	0.000	0.000	0.000	0.000	0	0
161118	12.000	0.000	0.000	0.000	0.000	0.000	0	0
161119	12.600	0.000	0.000	0.000	0.000	0.000	0	0
161120	13.200	0.000	0.000	0.000	0.000	0.000	0	0
161121	13.800	0.000	0.000	0.000	0.000	0.000	0	0
161122	14.400	0.000	0.000	0.000	0.000	0.000	0	0
161123	15.000	0.000	0.000	0.000	0.000	0.000	0	0
161124	15.600	0.000	0.000	0.000	0.000	0.000	0	0
161125	16.200	0.000	0.000	0.000	0.000	0.000	0	0
161126	16.800	0.000	0.000	0.000	0.000	0.000	0	0
161127	17.400	0.000	0.000	0.000	0.000	0.000	0	0
161128	18.000	0.000	0.000	0.000	0.000	0.000	0	0
161129	18.600	0.000	0.000	0.000	0.000	0.000	0	0
161130	19.200	0.000	0.000	0.000	0.000	0.000	0	0
161131	19.800	0.000	0.000	0.000	0.000	0.000	0	0
161132	20.400	0.000	0.000	0.000	0.000	0.000	0	0
161133	21.000	0.000	0.000	0.000	0.000	0.000	0	0
161134	21.600	0.000	0.000	0.000	0.000	0.000	0	0
161135	22.200	0.000	0.000	0.000	0.000	0.000	0	0
161136	22.800	0.000	0.000	0.000	0.000	0.000	0	0
161137	23.400	0.000	0.000	0.000	0.000	0.000	0	0
161138	24.000	0.000	0.000	0.000	0.000	0.000	0	0
161139	24.600	0.000	0.000	0.000	0.000	0.000	0	0
161140	25.200	0.000	0.000	0.000	0.000	0.000	0	0
161141	25.800	0.000	0.000	0.000	0.000	0.000	0	0
161142	26.400	0.000	0.000	0.000	0.000	0.000	0	0
161143	27.000	0.000	0.000	0.000	0.000	0.000	0	0
161144	27.600	0.000	0.000	0.000	0.000	0.000	0	0
161145	28.200	0.000	0.000	0.000	0.000	0.000	0	0
161146	28.800	0.000	0.000	0.000	0.000	0.000	0	0
161147	29.400	0.000	0.000	0.000	0.000	0.000	0	0
161148	30.000	0.000	0.000	0.000	0.000	0.000	0	0
161149	30.600	0.000	0.000	0.000	0.000	0.000	0	0
161150	31.200	0.000	0.000	0.000	0.000	0.000	0	0
161151	31.800	0.000	0.000	0.000	0.000	0.000	0	0
161152	32.400	0.000	0.000	0.000	0.000	0.000	0	0
161153	33.000	0.000	0.000	0.000	0.000	0.000	0	0
161154	33.600	0.000	0.000	0.000	0.000	0.000	0	0
161155	34.200	0.000	0.000	0.000	0.000	0.000	0	0
161156	34.800	0.000	0.000	0.000	0.000	0.000	0	0
161157	35.400	0.000	0.000	0.000	0.000	0.000	0	0
161158	36.000	0.000	0.000	0.000	0.000	0.000	0	0
161159	36.600	0.000	0.000	0.000	0.000	0.000	0	0
161160	37.200	0.000	0.000	0.000	0.000	0.000	0	0
161161	37.800	0.000	0.000	0.000	0.000	0.000	0	0
161162	38.400	0.000	0.000	0.000	0.000	0.000	0	0
161163	39.000	0.000	0.000	0.000	0.000	0.000	0	0
161164	39.600	0.000	0.000	0.000	0.000	0.000	0	0
161165	40.200	0.000	0.000	0.000	0.000	0.000	0	0
161166	40.800	0.000	0.000	0.000	0.000	0.000	0	0
161167	41.400	0.000	0.000	0.000	0.000	0.000	0	0
161168	42.000	0.000	0.000	0.000	0.000	0.000	0	0
161169	42.600	0.000	0.000	0.000	0.000	0.000	0	0
161170	43.200	0.000	0.000	0.000	0.000	0.000	0	0
161171	43.800	0.000	0.000	0.000	0.000	0.000	0	0
161172	44.400	0.000	0.000	0.000	0.000	0.000	0	0
161173	45.000	0.000	0.000	0.000	0.000	0.000	0	0
161174	45.600	0.000	0.000	0.000	0.000	0.000	0	0
161175	46.200	0.000	0.000	0.000	0.000	0.000	0	0
161176	46.800	0.000	0.000	0.000	0.000	0.000	0	0
161177	47.400	0.000	0.000	0.000	0.000	0.000	0	0
161178	48.000	0.000	0.000	0.000	0.000	0.000	0	0
161179	48.600	0.000	0.000	0.000	0.000	0.000	0	0
161180	49.200	0.000	0.000	0.000	0.000	0.000	0	0
161181	49.800	0.000	0.000	0.000	0.000	0.000	0	0
161182	50.400	0.000	0.000	0.000	0.000	0.000	0	0
161183	51.000	0.000	0.000	0.000	0.000	0.000	0	0
161184	51.600	0.000	0.000	0.000	0.000	0.000	0	0
161185	52.200	0.000	0.000	0.000	0.000	0.000	0	0
161186	52.800	0.000	0.000	0.000	0.000	0.000	0	0
161187	53.400	0.000	0.000	0.000	0.000	0.000	0	0
161188	54.000	0.000	0.000	0.000	0.000	0.000	0	0
161189	54.600	0.000	0.000	0.000	0.000	0.000	0	0
161190	55.200	0.000	0.000	0.000	0.000	0.000	0	0
161191	55.800	0.000	0.000	0.000	0.000	0.000	0	0
161192	56.400	0.000	0.000	0.000	0.000	0.000	0	0
161193	57.000	0.000	0.000	0.000	0.000	0.000	0	0
161194	57.600	0.000	0.000	0.000	0.000	0.000	0	0
161195	58.200	0.000	0.000	0.000	0.000	0.000	0	0
161196	58.800	0.000	0.000	0.000	0.000	0.000	0	0
161197	59.400	0.000	0.000	0.000	0.000	0.000	0	0
161198	60.000	0.000	0.000	0.000	0.000	0.000	0	0
161199	61.400	0.000	0.000	0.000	0.000	0.000	0	0
161200	62.800	0.000	0.000	0.000	0.000	0.000	0	0
161201	64.200	0.000	0.000	0.000	0.000	0.000	0	0
161202	65.600	0.000	0.000	0.000	0.000	0.000	0	0
161203	67.000	0.000	0.000	0.000	0.000	0.000	0	0
161204	68.400	0.000	0.000	0.000	0.000	0.000	0	0
161205	69.800	0.000	0.000	0.000	0.000	0.000	0	0
161206	71.200	0.000	0.000	0.000	0.000	0.000	0	0
161207	72.600	0.000	0.000	0.000	0.000	0.000	0	0
161208	74.000	0.000	0.000	0.000	0.000	0.000	0	0
161209	75.400	0.000	0.000	0.000	0.000	0.000	0	0
161210	76.800	0.000	0.000	0.000	0.000	0.000	0	0
161211	78.200	0.000	0.000	0.000	0.000	0.000	0	0
161212	79.600	0.000	0.000	0.000	0.000	0.000	0	0
161213	81.000	0.000	0.000	0.000	0.000	0.000	0	0
161214	82.400	0.000	0.000	0.000	0.000	0.000	0	0
161215	83.800	0.000	0.000	0.000	0.000	0.000	0	0
161216	85.200	0.000	0.000	0.000	0.000	0.000	0	0
161217	86.600	0.000	0.000	0.000	0.000	0.000	0	0
161218	88.000	0.000	0.000	0.000	0.000	0.000	0	0
161219	89.400	0.000	0.000	0.000	0.000	0.000	0	0
161220	90.800	0.000	0.000	0.000	0.000	0.000	0	0
161221	92.200	0.000	0.000	0.000	0.000	0.000	0	0
161222	93.600	0.000	0.000	0.000	0.000	0.000	0	0
161223	95.000	0.000	0.000	0.000	0.000	0.000	0	0
161224	96.400	0.000	0.000	0.000	0.000	0.000	0	0
161225	97.800	0.000	0.000	0.000	0.000	0.000	0	0
161226	99.200	0.000	0.000	0.000	0.000	0.000	0	0
161227	100.600	0.000	0.000	0.000	0.000	0.000	0	0
161228	102.000	0.000	0.000	0.000	0.000	0.000	0	0
161229	103.400	0.000	0.000	0.000	0.000	0.000	0	0
161230	104.800	0.000	0.000	0.000	0.000	0.000	0	0
161231	106.200	0.000	0.000	0.000	0.000	0.000	0	0
161232	107.600	0.000	0.000	0.000	0.000	0.000	0	0
161233	109.000	0.000	0.000	0.000	0.000	0.000	0	0
161234	110.400	0.000	0.000	0.000	0.000	0.000	0	0
161235	111.800	0.000	0.000	0.000	0.000	0.000	0	0
161236	113.200	0.000	0.000	0.000	0.000	0.000	0	0
161237	114.600	0.000	0.000	0.000	0.000	0.000	0	0
161238	116.000	0.000	0.000	0.000	0.000	0.000	0	0
161239	117.400	0.000	0.000	0.000	0.000	0.000	0	0
161240	118.800	0.000	0.000	0.000	0.000	0.000	0	0
161241	120.200	0.000	0.000	0.000	0.000	0.000	0	0
161242	121.600	0.000	0.000	0.000	0.000	0.000	0	0
161243	123.000	0.000	0.000	0.000	0.000	0.000	0	0
161244	124.400	0.000	0.000	0.000	0.000	0.000	0	0
161245	125.800	0.000	0.000	0.000	0.000	0.000	0	0
161246	127.200	0.000	0.000	0.000	0.000	0.000	0	0
161247	128.600	0.000	0.000	0.000	0.000	0.000	0	0
161248	130.000	0.000	0.000	0.000	0.000	0.000	0	0
161249	131.400	0.000	0.000	0.000	0.000	0.000	0	0
161250	132.800	0.000	0.000	0.000	0.000	0.000	0	0
161251	134.200	0.000	0.000	0.000	0.000	0.000	0	0
161252	135.600	0.000	0.000	0.000	0.000	0.000	0	0
161253	137.000	0.000	0.000	0.000	0.000	0.000	0	0
161254	138.400	0.000	0.000	0.000	0.000	0.000	0	0
161255	139.800	0.000	0.000	0.000	0.000	0.000	0	0
161256	141.200	0.000	0.000	0.000	0.000	0.000	0	0
161257	142.600	0.000	0.000	0.000	0.000	0.000	0	0
161258	144.000	0.000	0.000	0.000	0.000	0.000	0	0
161259	145.400	0.000	0.000	0.000	0.000	0.000	0	0
161260	146.800	0.000	0.000	0.000	0.000	0.000	0	0
161261	148.200	0.000	0.000	0.000	0.000	0.000	0	0
161262	149.600	0.000	0.000	0.000	0.000	0.000	0	0
161263	151.000	0.000	0.000	0.000	0.000	0.000	0	0
161264	152.400	0.000	0.000	0.000	0.000	0.000	0	0
161265	153.800	0.000	0.000	0.000	0.000	0.000	0	0
161266	155.200	0.000	0.000	0.000	0.000	0.000	0	0
161267	156.600	0.000	0.000	0.000	0.000	0.000	0	0
161268	158.000	0.000	0.000	0.000	0.000	0.000	0	0
161269	159.400	0.000	0.000	0.000	0.000	0.000	0	0
161270	160.800	0.000	0.000	0.000	0.000	0.000	0	0
161271	162.200	0.000	0.000	0.000	0.000	0.000	0	0
161272	163.600	0.000	0.000	0.000	0.000	0.000	0	0
161273	165.000	0.000	0.000	0.000	0.000	0.000	0	0
161274	166.400	0.000	0.000	0.000	0.000	0.000	0	0
161275	167.800	0.000	0.000	0.000	0.000	0.000	0	0
161276	169.200	0.000	0.000	0.000	0.000	0.000	0	0
161277	170.600	0.000	0.000	0.000	0.000	0.000	0	0
161278	172.000	0.000	0.000	0.000	0.000	0.000	0	0
161279	173.400	0.000	0.000	0.000	0.000	0.000	0	0
161280	174.800	0.000	0.000	0.000	0.000	0.000	0	0
161281	176.200	0.000	0.000	0.000	0.000	0.000	0	0
161282	177.600	0.000	0.000	0.000	0.000	0.000	0	0
161283	179.000	0.000	0.000	0.000	0.000	0.000	0	0
161284	180.400	0.000	0.000	0.000	0.000	0.000	0	0
161285	181.800	0.000	0.000	0.000	0.000	0.000	0	0
161286	183.200	0.000	0.000	0.000	0.000	0.000	0	0
161287	184.600	0.000	0.000	0.000	0.000	0.000	0	0
161288	186.000	0.000	0.000	0.000	0.000	0.000	0	0
161289	187.400	0.000	0.000	0.000	0.000	0.000	0	0
161290	188.800	0.000	0.000	0.000	0.000	0.000	0	0
161291	190.200	0.000	0.000	0.000	0.000	0.000	0	0
161292	191.600	0.000	0.000	0.000	0.000	0.000	0	0
161293	193.000	0.000	0.000	0.000	0.000	0.000	0	0
161294	194.400	0.000	0.000	0.000	0.000	0.000	0	0
161295	195.800	0.000	0.000	0.000	0.000	0.000	0	0
161296	197.200	0.000	0.000	0.000	0.000	0.000	0	0
161297	198.600	0.000	0.000	0.000	0.000	0.000	0	0
161298	200.000	0.000	0.000	0.000	0.000	0.000	0	0
161299	198.500	0.000	0.000	0.000	0.000	0.000	0	0
161300	197.000	0.000	0.000	0.000	0.000	0.000	0	0
161301	195.500	0.000	0.000	0.000	0.000	0.000	0	0
161302	194.000	0.000	0.000	0.000	0.000	0.000	0	0
161303	192.500	0.000	0.000	0.000	0.000	0.000	0	0
161304	191.000	0.000	0.000	0.000	0.000	0.000	0	0
161305	189.500	0.000	0.000	0.000	0.000	0.000	0	0
161306	188.000	0.000	0.000	0.000	0.000	0.000	0	0
161307	186.500	0.000	0.000	0.000	0.000	0.000	0	0
161308	185.000	0.000	0.000	0.000	0.000	0.000	0	0
161309	183.500	0.000	0.000	0.000	0.000	0.000	0	0
161310	182.000	0.000	0.000	0.000	0.000	0.000	0	0
161311	180.500	0.000	0.000	0.000	0.000	0.000	0	0
161312	179.000	0.000	0.000	0.000	0.000	0.000	0	0
161313	177.500	0.000	0.000	0.000	0.000	0.000	0	0
161314	176.000	0.000	0.000	0.000	0.000	0.000	0	0
161315	174.500	0.000	0.000	0.000	0.000	0.000	0	0
161316	173.000	0.000	0.000	0.000	0.000	0.000	0	0
161317	171.500	0.000	0.000	0.000	0.000	0.000	0	0
161318	170.000	0.000	0.000	0.000	0.000	0.000	0	0
161319	168.500	0.000	0.000	0.000	0.000	0.000	0	0
161320	167.000	0.000	0.000	0.000	0.000	0.000	0	0
161321	165.500	0.000	0.000	0.000	0.000	0.000	0	0
161322	164.000	0.000	0.000	0.000	0.000	0.000	0	0
161323	162.500	0.000	0.000	0.000	0.000	0.000	0	0
161324	161.000	0.000	0.000	0.000	0.000	0.000	0	0
161325	159.500	0.000	0.000	0.000	0.000	0.000	0	0
161326	158.000	0.000	0.000	0.000	0.000	0.000	0	0
161327	156.500	0.000	0.000	0.000	0.000	0.000	0	0
161328	155.000	0.000	0.000	0.000	0.000	0.000	0	0
161329	153.500	0.000	0.000	0.000	0.000	0.000	0	0
161330	152.000	0.000	0.000	0.000	0.000	0.000	0	0
161331	150.500	0.000	0.000	0.000	0.000	0.000	0	0
161332	149.000	0.000	0.000	0.000	0.000	0.000	0	0
161333	147.500	0.000	0.000	0.000	0.000	0.000	0	0
161334	146.000	0.000	0.000	0.000	0.000	0.000	0	0
161335	144.500	0.000	0.000	0.000	0.000	0.000	0	0
161336	143.000	0.000	0.000	0.000	0.000	0.000	0	0
161337	141.500	0.000	0.000	0.000	0.000	0.000	0	0
161338	140.000	0.000	0.000	0.000	0.000	0.000	0	0
161339	138.500	0.000	0.000	0.000	0.000	0.000	0	0
161340	137.000	0.000	0.000	0.000	0.000	0.000	0	0
161341	135.500	0.000	0.000	0.000	0.000	0.000	0	0
161342	134.000	0.000	0.000	0.000	0.000	0.000	0	0
161343	132.500	0.000	0.000	0.000	0.000	0.000	0	0
161344	131.000	0.000	0.000	0.000	0.000	0.000	0	0
161345	129.500	0.000	0.000	0.000	0.000	0.000	0	0
161346	128.000	0.000	0.000	0.000	0.000	0.000	0	0
161347	126.500	0.000	0.000	0.000	0.000	0.000	0	0
161348	125.000	0.000	0.000	0.000	0.000	0.000	0	0
161349	123.500	0.000	0.000	0.000	0.000	0.000	0	0
161350	122.000	0.000	0.000	0.000	0.000	0.000	0	0
161351	120.500	0.000	0.000	0.000	0.000	0.000	0	0
161352	119.000	0.000	0.000	0.000	0.000	0.000	0	0
161353	117.500	0.000	0.000	0.000	0.000	0.000	0	0
161354	116.000	0.000	0.000	0.000	0.000	0.000	0	0
161355	114.500	0.000	0.000	0.000	0.000	0.000	0	0
161356	113.000	0.000	0.000	0.000	0.000	0.000	0	0
161357	111.500	0.000	0.000	0.000	0.000	0.000	0	0
161358	110.000	0.000	0.000	0.000	0.000	0.000	0	0
161359	108.500	0.000	0.000	0.000	0.000	0.000	0	0
161360	107.000	0.000	0.000	0.000	0.000	0.000	0	0
161361	105.500	0.000	0.000	0.000	0.000	0.000	0	0
161362	104.000	0.000	0.000	0.000	0.000	0.000	0	0
161363	102.500	0.000	0.000	0.000	0.000	0.000	0	0
161364	101.000	0.000	0.000	0.000	0.000	0.000	0	0
161365	99.500	0.000	0.000	0.000	0.000	0.000	0	0
161366	98.000	0.000	0.000	0.000	0.000	0.000	0	0
161367	96.500	0.000	0.000	0.000	0.000	0.000	0	0
161368	95.000	0.000	0.000	0.000	0.000	0.000	0	0
161369	93.500	0.000	0.000	0.000	0.000	0.000	0	0
161370	92.000	0.000	0.000	0.000	0.000	0.000	0	0
161371	90.500	0.000	0.000	0.000	0.000	0.000	0	0
161372	89.000	0.000	0.000	0.000	0.000	0.000	0	0
161373	87.500	0.000	0.000	0.000	0.000	0.000	0	0
161374	86.000	0.000	0.000	0.000	0.000	0.000	0	0
161375	84.500	0.000	0.000	0.000	0.000	0.000	0	0
161376	83.000	0.000	0.000	0.000	0.000	0.000	0	0
161377	81.500	0.000	0.000	0.000	0.000	0.000	0	0
161378	80.000	0.000	0.000	0.000	0.000	0.000	0	0
161379	78.500	0.000	0.000	0.000	0.000	0.000	0	0
161380	77.000	0.000	0.000	0.000	0.000	0.000	0	0
161381	75.500	0.000	0.000	0.000	0.000	0.000	0	0
161382	74.000	0.000	0.000	0.000	0.000	0.000	0	0
161383	72.500	0.000	0.000	0.000	0.000	0.000	0	0
161384	71.000	0.000	0.000	0.000	0.000	0.000	0	0
161385	69.500	0.000	0.000	0.000	0.000	0.000	0	0
161386	68.000	0.000	0.000	0.000	0.000	0.000	0	0
161387	66.500	0.000	0.000	0.000	0.000	0.000	0	0
161388	65.000	0.000	0.000	0.000	0.000	0.000	0	0
161389	63.500	0.000	0.000	0.000	0.000	0.000	0	0
161390	62.000	0.000	0.000	0.000	0.000	0.000	0	0
161391	60.500	0.000	0.000	0.000	0.000	0.000	0	0
161392	59.000	0.000	0.000	0.000	0.000	0.000	0	0
161393	57.500	0.000	0.000	0.000	0.000	0.000	0	0
161394	56.000	0.000	0.000	0.000	0.000	0.000	0	0
161395	54.500	0.000	0.000	0.000	0.000	0.000	0	0
161396	53.000	0.000	0.000	0.000	0.000	0.000	0	0
161397	51.500	0.000	0.000	0.000	0.000	0.000	0	0
161398	50.000	0.000	0.000	0.000	0.000	0.000	0	0
161399	48.500	0.000	0.000	0.000	0.000	0.000	0	0
161400	47.000	0.000	0.000	0.000	0.000	0.000	0	0
161401	45.500	0.000	0.000	0.000	0.000	0.000	0	0
161402	44.000	0.000	0.000	0.000	0.000	0.000	0	0
161403	42.500	0.000	0.000	0.000	0.000	0.000	0	0
161404	41.000	0.000	0.000	0.000	0.000	0.000	0	0
161405	39.500	0.000	0.000	0.000	0.000	0.000	0	0
161406	38.000	0.000	0.000	0.000	0.000	0.000	0	0
161407	36.500	0.000	0.000	0.000	0.000	0.000	0	0
161408	35.000	0.000	0.000	0.000	0.000	0.000	0	0
161409	33.500	0.000	0.000	0.000	0.000	0.000	0	0
161410	32.000	0.000	0.000	0.000	0.000	0.000	0	0
161411	30.500	0.000	0.000	0.000	0.000	0.000	0	0
161412	29.000	0.000	0.000	0.000	0.000	0.000	0	0
161413	27.500	0.000	0.000	0.000	0.000	0.000	0	0
161414	26.000	0.000	0.000	0.000	0.000	0.000	0	0
161415	24.500	0.000	0.000	0.000	0.000	0.000	0	0
161416	23.000	0.000	0.000	0.000	0.000	0.000	0	0
161417	21.500	0.000	0.000	0.000	0.000	0.000	0	0
161418	20.000	0.000	0.000	0.000	0.000	0.000	0	0
161419	18.500	0.000	0.000	0.000	0.000	0.000	0	0
161420	17.000	0.000	0.000	0.000	0.000	0.000	0	0
161421	15.500	0.000	0.000	0.000	0.000	0.000	0	0
161422	14.000	0.000	0.000	0.000	0.000	0.000	0	0
161423	12.500	0.000	0.000	0.000	0.000	0.000	0	0
161424	11.000	0.000	0.000	0.000	0.000	0.000	0	0
161425	9.500	0.000	0.000	0.000	0.000	0.000	0	0
161426	8.000	0.000	0.000	0.000	0.000	0.000	0	0
161427	6.500	0.000	0.000	0.000	0.000	0.000	0	0
161428	5.000	0.000	0.000	0.000	0.000	0.000	0	0
161429	3.500	0.000	0.000	0.000	0.000	0.000	0	0
161430	2.000	0.000	0.000	0.000	0.000	0.000	0	0
161431	0.500	0.000	0.000	0.000	0.000	0.000	0	0
161432	-1.000	0.000	0.000	0.000	0.000	0.000	0	0
161433	-2.500	0.000	0.000	0.000	0.000	0.000	0	0
161434	-4.000	0.000	0.000	0.000	0.000	0.000	0	0
161435	-5.500	0.000	0.000	0.000	0.000	0.000	0	0
161436	-7.000	0.000	0.000	0.000	0.000	0.000	0	0
161437	-8.500	0.000	0.000	0.000	0.000	0.000	0	0
161438	-10.000	0.000	0.000	0.000	0.000	0.000	0	0
161439	-11.500	0.000	0.000	0.000	0.000	0.000	0	0
161440	-13.000	0.000	0.000	0.000	0.000	0.000	0	0
161441	-14.500	0.000	0.000	0.000	0.000	0.000	0	0
161442	-16.000	0.000	0.000	0.000	0.000	0.000	0	0
161443	-17.500	0.000	0.000	0.000	0.000	0.000	0	0
161444	-19.000	0.000	0.000	0.000	0.000	0.000	0	0
161445	-20.500	0.000	0.000	0.000	0.000	0.000	0	0
161446	-22.000	0.000	0.000	0.000	0.000	0.000	0	0
161447	-23.500	0.000	0.000	0.000	0.000	0.000	0	0
161448	-25.000	0.000	0.000	0.000	0.000	0.000	0	0
161449	-26.500	0.000	0.000	0.000	0.000	0.000	0	0
161450	-28.000	0.000	0.000	0.000	0.000	0.000	0	0
161451	-29.500	0.000	0.000	0.000	0.000	0.000	0	0
161452	-31.000	0.000	0.000	0.000	0.000	0.000	0	0
161453	-32.500	0.000	0.000	0.000	0.000	0.000	0	0
161454	-34.000	0.000	0.000	0.000	0.000	0.000	0	0
161455	-35.500	0.000	0.000	0.000	0.000	0.000	0	0
161456	-37.000	0.000	0.000	0.000	0.000	0.000	0	0
161457	-38.500	0.000	0.000	0.000	0.000	0.000	0	0
161458	-40.000	0.000	0.000	0.000	0.000	0.000	0	0
161459	-41.500	0.000	0.000	0.000	0.000	0.000	0	0
161460	-43.000	0.000	0.000	0.000	0.000	0.000	0	0
161461	-44.500	0.000	0.000	0.000	0.000	0.000	0	0
161462	-46.000	0.000	0.000	0.000	0.000	0.000	0	0
161463	-47.500	0.000	0.000	0.000	0.000	0.000	0	0
161464	-49.000	0.000	0.000	0.000	0.000	0.000	0	0
161465	-50.500	0.000	0.000	0.000	0.000	0.000	0	0
161466	-52.000	0.000	0.000	0.000	0.000	0.000	0	0
161467	-53.500	0.000	0.000	0.000	0.000	0.000	0	0
161468	-55.000	0.000	0.000	0.000	0.000	0.000	0	0
161469	-56.500	0.000	0.000	0.000	0.000	0.000	0	0
161470	-58.000	0.000	0.000	0.000	0.000	0.000	0	0
161471	-59.500	0.000	0.000	0.000	0.000	0.000	0	0
161472	-61.000	0.000	0.000	0.000	0.000	0.000	0	0
161473	-62.500	0.000	0.000	0.000	0.000	0.000	0	0
161474	-64.000	0.000	0.000	0.000	0.000	0.000	0	0
161475	-65.500	0.000	0.000	0.000	0.000	0.000	0	0
161476	-67.000	0.000	0.000	0.000	0.000	0.000	0	0
161477	-68.500	0.000	0.000	0.000	0.000	0.000	0	0
