CYCLE	CMDPOS4	CMPCMDPOS4	out_0.0	in_0.0
1345	41.405	43.468	0	0
1346	42.320	44.163	0	0
1347	43.245	44.866	0	0
1348	44.180	45.577	0	0
1349	45.125	46.295	0	0
1350	46.080	47.021	0	0
1351	47.045	47.754	0	0
1352	48.020	48.495	0	0
1353	49.005	49.244	0	0
1354	50.000	50.000	0	0
1355	51.000	50.760	0	0
1356	52.000	51.520	0	0
1357	53.000	52.280	0	0
1358	54.000	53.040	0	0
1359	55.000	53.800	0	0
1360	56.000	54.560	0	0
1361	57.000	55.320	0	0
1362	58.000	56.080	0	0
1363	59.000	56.840	0	0
1364	60.000	57.600	0	0
1365	61.000	58.360	0	0
1366	62.000	59.120	0	0
1367	63.000	59.880	0	0
1368	64.000	60.640	0	0
1369	65.000	61.400	0	0
1370	66.000	62.160	0	0
1371	67.000	62.920	0	0
1372	68.000	63.680	0	0
1373	69.000	64.440	0	0
1374	70.000	65.200	0	0
1375	71.000	65.960	0	0
1376	72.000	66.720	0	0
1377	73.000	67.480	0	0
1378	74.000	68.240	0	0
1379	75.000	69.000	0	0
1380	76.000	69.760	0	0
1381	77.000	70.520	0	0
1382	78.000	71.280	0	0
1383	79.000	72.040	0	0
1384	80.000	72.800	0	0
1385	81.000	73.560	0	0
1386	82.000	74.320	0	0
1387	83.000	75.080	0	0
1388	84.000	75.840	0	0
1389	85.000	76.600	0	0
1390	86.000	77.360	0	0
1391	87.000	78.120	0	0
1392	88.000	78.880	0	0
1393	89.000	79.640	0	0
1394	90.000	80.400	0	0
1395	91.000	81.160	0	0
1396	92.000	81.920	0	0
1397	93.000	82.680	0	0
1398	94.000	83.440	0	0
1399	95.000	84.200	0	0
1400	96.000	84.960	0	0
1401	97.000	85.720	0	0
1402	98.000	86.480	0	0
1403	99.000	87.240	0	0
1404	100.000	88.000	0	0
1405	101.000	89.280	0	0
1406	102.000	90.560	0	0
1407	103.000	91.840	0	0
1408	104.000	93.120	0	0
1409	105.000	94.400	0	0
1410	106.000	95.680	0	0
1411	107.000	96.960	0	0
1412	108.000	98.240	0	0
1413	109.000	99.520	0	0
1414	110.000	100.800	0	0
1415	111.000	102.080	0	0
1416	112.000	103.360	0	0
1417	113.000	104.640	0	0
1418	114.000	105.920	0	0
1419	115.000	107.200	0	0
1420	116.000	108.480	0	0
1421	117.000	109.760	0	0
1422	118.000	111.040	0	0
1423	119.000	112.320	0	0
1424	120.000	113.600	0	0
1425	121.000	114.880	0	0
1426	122.000	116.160	0	0
1427	123.000	117.440	0	0
1428	124.000	118.720	0	0
1429	125.000	120.000	0	0
1430	126.000	121.280	0	0
1431	127.000	122.560	0	0
1432	128.000	123.840	0	0
1433	129.000	125.120	0	0
1434	130.000	126.400	0	0
1435	131.000	127.680	0	0
1436	132.000	128.960	0	0
1437	133.000	130.240	0	0
1438	134.000	131.520	0	0
1439	135.000	132.800	0	0
1440	136.000	134.080	0	0
1441	137.000	135.360	0	0
1442	138.000	136.640	0	0
1443	139.000	137.920	0	0
1444	140.000	139.200	0	0
1445	141.000	140.480	0	0
1446	142.000	141.760	0	0
1447	143.000	143.040	0	0
1448	144.000	144.320	0	0
1449	145.000	145.600	0	0
1450	146.000	146.880	0	0
1451	147.000	148.160	0	0
1452	148.000	149.440	0	0
1453	149.000	150.720	0	0
1454	150.000	152.000	0	0
1455	151.000	153.280	0	0
1456	152.000	154.560	0	0
1457	153.000	155.840	0	0
1458	154.000	157.120	0	0
1459	155.000	158.400	0	0
1460	156.000	159.680	0	0
1461	157.000	160.960	0	0
1462	158.000	162.240	0	0
1463	159.000	163.520	0	0
1464	160.000	164.800	0	0
1465	161.000	166.080	0	0
1466	162.000	167.360	0	0
1467	163.000	168.640	0	0
1468	164.000	169.920	0	0
1469	165.000	171.200	0	0
1470	166.000	172.480	0	0
1471	167.000	173.760	0	0
1472	168.000	175.040	0	0
1473	169.000	176.320	0	0
1474	170.000	177.600	0	0
1475	171.000	178.880	0	0
1476	172.000	180.160	0	0
1477	173.000	181.440	0	0
1478	174.000	182.720	0	0
1479	175.000	184.000	0	0
1480	176.000	185.280	0	0
1481	177.000	186.560	0	0
1482	178.000	187.840	0	0
1483	179.000	189.120	0	0
1484	180.000	190.400	0	0
1485	181.000	191.680	0	0
1486	182.000	192.960	0	0
1487	183.000	194.240	0	0
1488	184.000	195.520	0	0
1489	185.000	196.800	0	0
1490	186.000	198.080	0	0
1491	187.000	199.360	0	0
1492	188.000	200.640	0	0
1493	189.000	201.920	0	0
1494	190.000	203.200	0	0
1495	191.000	204.480	0	0
1496	192.000	205.760	0	0
1497	193.000	207.040	0	0
1498	194.000	208.320	0	0
1499	195.000	209.600	0	0
1500	196.000	210.880	0	0
1501	197.000	212.160	0	0
1502	198.000	213.440	0	0
1503	199.000	214.720	0	0
1504	200.000	216.000	0	0
1505	201.000	216.680	0	0
1506	202.000	217.360	0	0
1507	203.000	218.040	0	0
1508	204.000	218.720	0	0
1509	205.000	219.400	0	0
1510	206.000	220.080	0	0
1511	207.000	220.760	0	0
1512	208.000	221.440	0	0
1513	209.000	222.120	0	0
1514	210.000	222.800	0	0
1515	211.000	223.480	0	0
1516	212.000	224.160	0	0
1517	213.000	224.840	0	0
1518	214.000	225.520	0	0
1519	215.000	226.200	0	0
1520	216.000	226.880	0	0
1521	217.000	227.560	0	0
1522	218.000	228.240	0	0
1523	219.000	228.920	0	0
1524	220.000	229.600	0	0
1525	221.000	230.280	0	0
1526	222.000	230.960	0	0
1527	223.000	231.640	0	0
1528	224.000	232.320	0	0
1529	225.000	233.000	0	0
1530	226.000	233.680	0	0
1531	227.000	234.360	0	0
1532	228.000	235.040	0	0
1533	229.000	235.720	0	0
1534	230.000	236.400	0	0
1535	231.000	237.080	0	0
1536	232.000	237.760	0	0
1537	233.000	238.440	0	0
1538	234.000	239.120	0	0
1539	235.000	239.800	0	0
1540	236.000	240.480	0	0
1541	237.000	241.160	0	0
1542	238.000	241.840	0	0
1543	239.000	242.520	0	0
1544	240.000	243.200	0	0
1545	241.000	243.880	0	0
1546	242.000	244.560	0	0
1547	243.000	245.240	0	0
1548	244.000	245.920	0	0
1549	245.000	246.600	0	0
1550	246.000	247.280	0	0
1551	247.000	247.960	0	0
1552	248.000	248.640	0	0
1553	249.000	249.320	0	0
1554	250.000	250.000	0	0
1555	250.995	250.677	0	0
1556	251.980	251.346	0	0
1557	252.955	252.009	0	0
1558	253.920	252.666	0	0
1559	254.875	253.315	0	0
1560	255.820	253.958	0	0
1561	256.755	254.593	0	0
1562	257.680	255.222	0	0
1563	258.595	255.845	0	0
1564	259.500	256.460	0	0
1565	260.395	257.069	0	0
1566	261.280	257.670	0	0
1567	262.155	258.265	0	0
1568	263.020	258.854	0	0
1569	263.875	259.435	0	0
1570	264.720	260.010	0	0
1571	265.555	260.577	0	0
1572	266.380	261.138	0	0
1573	267.195	261.693	0	0
1574	268.000	262.240	0	0
1575	268.795	262.781	0	0
1576	269.580	263.314	0	0
1577	270.355	263.841	0	0
1578	271.120	264.362	0	0
1579	271.875	264.875	0	0
1580	272.620	265.382	0	0
1581	273.355	265.881	0	0
1582	274.080	266.374	0	0
1583	274.795	266.861	0	0
1584	275.500	267.340	0	0
1585	276.195	267.813	0	0
1586	276.880	268.278	0	0
1587	277.555	268.737	0	0
1588	278.220	269.190	0	0
1589	278.875	269.635	0	0
1590	279.520	270.074	0	0
1591	280.155	270.505	0	0
1592	280.780	270.930	0	0
1593	281.395	271.349	0	0
1594	282.000	271.760	0	0
1595	282.595	272.165	0	0
1596	283.180	272.562	0	0
1597	283.755	272.953	0	0
1598	284.320	273.338	0	0
1599	284.875	273.715	0	0
1600	285.420	274.086	0	0
1601	285.955	274.449	0	0
1602	286.480	274.806	0	0
1603	286.995	275.157	0	0
1604	287.500	275.500	0	0
1605	287.995	275.837	0	0
1606	288.480	276.166	0	0
1607	288.955	276.489	0	0
1608	289.420	276.806	0	0
1609	289.875	277.115	0	0
1610	290.320	277.418	0	0
1611	290.755	277.713	0	0
1612	291.180	278.002	0	0
1613	291.595	278.285	0	0
1614	292.000	278.560	0	0
1615	292.395	278.829	0	0
1616	292.780	279.090	0	0
1617	293.155	279.345	0	0
1618	293.520	279.594	0	0
1619	293.875	279.835	0	0
1620	294.220	280.070	0	0
1621	294.555	280.297	0	0
1622	294.880	280.518	0	0
1623	295.195	280.733	0	0
1624	295.500	280.940	0	0
1625	295.795	281.141	0	0
1626	296.080	281.334	0	0
1627	296.355	281.521	0	0
1628	296.620	281.702	0	0
1629	296.875	281.875	0	0
1630	297.120	282.042	0	0
1631	297.355	282.201	0	0
1632	297.580	282.354	0	0
1633	297.795	282.501	0	0
1634	298.000	282.640	0	0
1635	298.195	282.773	0	0
1636	298.380	282.898	0	0
1637	298.555	283.017	0	0
1638	298.720	283.130	0	0
1639	298.875	283.235	0	0
1640	299.020	283.334	0	0
1641	299.155	283.425	0	0
1642	299.280	283.510	0	0
1643	299.395	283.589	0	0
1644	299.500	283.660	0	0
1645	299.595	283.725	0	0
1646	299.680	283.782	0	0
1647	299.755	283.833	0	0
1648	299.820	283.878	0	0
1649	299.875	283.915	0	0
1650	299.920	283.946	0	0
1651	299.955	283.969	0	0
1652	299.980	283.986	0	0
1653	299.995	283.997	0	0
1654	300.000	284.000	0	0
1655	300.000	284.000	0	0
1656	300.000	284.000	0	0
1657	300.000	284.000	0	0
1658	300.000	284.000	0	0
1659	300.000	284.000	0	0
1660	300.000	284.000	0	0
1661	300.000	284.000	0	0
1662	300.000	284.000	0	0
1663	300.000	284.000	0	0
1664	300.000	284.000	0	0
1665	300.000	284.000	0	0
1666	300.000	284.000	0	0
1667	300.000	284.000	0	0
1668	300.000	284.000	0	0
1669	300.000	284.000	0	0
1670	300.000	284.000	0	0
1671	300.000	284.000	0	0
1672	300.000	284.000	0	0
1673	300.000	284.000	0	0
1674	300.000	284.000	0	0
1675	300.000	284.000	0	0
1676	300.000	284.000	0	0
1677	300.000	284.000	0	0
1678	300.000	284.000	0	0
1679	300.000	284.000	0	0
1680	300.000	284.000	0	0
1681	300.000	284.000	0	0
1682	300.000	284.000	0	0
1683	300.000	284.000	0	0
1684	300.000	284.000	0	0
1685	300.000	284.000	0	0
1686	300.000	284.000	0	0
1687	300.000	284.000	0	0
1688	300.000	284.000	0	0
1689	300.000	284.000	0	0
1690	300.000	284.000	0	0
1691	300.000	284.000	0	0
1692	300.000	284.000	0	0
1693	300.000	284.000	0	0
1694	300.000	284.000	0	0
1695	300.000	284.000	0	0
1696	300.000	284.000	0	0
1697	300.000	284.000	0	0
1698	300.000	284.000	0	0
1699	300.000	284.000	0	0
1700	300.000	284.000	0	0
1701	300.000	284.000	0	0
1702	300.000	284.000	0	0
1703	300.000	284.000	0	0
1704	300.000	284.000	0	0
1705	300.000	284.000	0	0
1706	300.000	284.000	0	0
1707	300.000	284.000	0	0
1708	300.000	284.000	0	0
1709	300.000	284.000	0	0
1710	300.000	284.000	0	0
1711	300.000	284.000	0	0
1712	300.000	284.000	0	0
1713	300.000	284.000	0	0
1714	300.000	284.000	0	0
1715	300.000	284.000	0	0
1716	300.000	284.000	0	0
1717	300.000	284.000	0	0
1718	300.000	284.000	0	0
1719	300.000	284.000	0	0
1720	300.000	284.000	0	0
1721	300.000	284.000	0	0
1722	300.000	284.000	0	0
1723	300.000	284.000	0	0
1724	300.000	284.000	0	0
1725	300.000	284.000	0	0
1726	300.000	284.000	0	0
1727	300.000	284.000	0	0
