CYCLE	CMDPOS4	CMPCMDPOS4	out_0.0	in_0.0
1430	147.000	148.160	0	0
1431	148.000	149.440	0	0
1432	149.000	150.720	0	0
1433	150.000	152.000	0	0
1434	151.000	153.280	0	0
1435	152.000	154.560	0	0
1436	153.000	155.840	0	0
1437	154.000	157.120	0	0
1438	155.000	158.400	0	0
1439	156.000	159.680	0	0
1440	157.000	160.960	0	0
1441	158.000	162.240	0	0
1442	159.000	163.520	0	0
1443	160.000	164.800	0	0
1444	161.000	166.080	0	0
1445	162.000	167.360	0	0
1446	163.000	168.640	0	0
1447	164.000	169.920	0	0
1448	165.000	171.200	0	0
1449	166.000	172.480	0	0
1450	167.000	173.760	0	0
1451	168.000	175.040	0	0
1452	169.000	176.320	0	0
1453	170.000	177.600	0	0
1454	171.000	178.880	0	0
1455	172.000	180.160	0	0
1456	173.000	181.440	0	0
1457	174.000	182.720	0	0
1458	175.000	184.000	0	0
1459	176.000	185.280	0	0
1460	177.000	186.560	0	0
1461	178.000	187.840	0	0
1462	179.000	189.120	0	0
1463	180.000	190.400	0	0
1464	181.000	191.680	0	0
1465	182.000	192.960	0	0
1466	183.000	194.240	0	0
1467	184.000	195.520	0	0
1468	185.000	196.800	0	0
1469	186.000	198.080	0	0
1470	187.000	199.360	0	0
1471	188.000	200.640	0	0
1472	189.000	201.920	0	0
1473	190.000	203.200	0	0
1474	191.000	204.480	0	0
1475	192.000	205.760	0	0
1476	193.000	207.040	0	0
1477	194.000	208.320	0	0
1478	195.000	209.600	0	0
1479	196.000	210.880	0	0
1480	197.000	212.160	0	0
1481	198.000	213.440	0	0
1482	199.000	214.720	0	0
1483	200.000	216.000	0	0
1484	201.000	216.680	0	0
1485	202.000	217.360	0	0
1486	203.000	218.040	0	0
1487	204.000	218.720	0	0
1488	205.000	219.400	0	0
1489	206.000	220.080	0	0
1490	207.000	220.760	0	0
1491	208.000	221.440	0	0
1492	209.000	222.120	0	0
1493	210.000	222.800	0	0
1494	211.000	223.480	0	0
1495	212.000	224.160	0	0
1496	213.000	224.840	0	0
1497	214.000	225.520	0	0
1498	215.000	226.200	0	0
1499	216.000	226.880	0	0
1500	217.000	227.560	0	0
1501	218.000	228.240	0	0
1502	219.000	228.920	0	0
1503	220.000	229.600	0	0
1504	221.000	230.280	0	0
1505	222.000	230.960	0	0
1506	223.000	231.640	0	0
1507	224.000	232.320	0	0
1508	225.000	233.000	0	0
1509	226.000	233.680	0	0
1510	227.000	234.360	0	0
1511	228.000	235.040	0	0
1512	229.000	235.720	0	0
1513	230.000	236.400	0	0
1514	231.000	237.080	0	0
1515	232.000	237.760	0	0
1516	233.000	238.440	0	0
1517	234.000	239.120	0	0
1518	235.000	239.800	0	0
1519	236.000	240.480	0	0
1520	237.000	241.160	0	0
1521	238.000	241.840	0	0
1522	239.000	242.520	0	0
1523	240.000	243.200	0	0
1524	241.000	243.880	0	0
1525	242.000	244.560	0	0
1526	243.000	245.240	0	0
1527	244.000	245.920	0	0
1528	245.000	246.600	0	0
1529	246.000	247.280	0	0
1530	247.000	247.960	0	0
1531	248.000	248.640	0	0
1532	249.000	249.320	0	0
1533	250.000	250.000	0	0
1534	250.995	250.677	0	0
1535	251.980	251.346	0	0
1536	252.955	252.009	0	0
1537	253.920	252.666	0	0
1538	254.875	253.315	0	0
1539	255.820	253.958	0	0
1540	256.755	254.593	0	0
1541	257.680	255.222	0	0
1542	258.595	255.845	0	0
1543	259.500	256.460	0	0
1544	260.395	257.069	0	0
1545	261.280	257.670	0	0
1546	262.155	258.265	0	0
1547	263.020	258.854	0	0
1548	263.875	259.435	0	0
1549	264.720	260.010	0	0
1550	265.555	260.577	0	0
1551	266.380	261.138	0	0
1552	267.195	261.693	0	0
1553	268.000	262.240	0	0
1554	268.795	262.781	0	0
1555	269.580	263.314	0	0
1556	270.355	263.841	0	0
1557	271.120	264.362	0	0
1558	271.875	264.875	0	0
1559	272.620	265.382	0	0
1560	273.355	265.881	0	0
1561	274.080	266.374	0	0
1562	274.795	266.861	0	0
1563	275.500	267.340	0	0
1564	276.195	267.813	0	0
1565	276.880	268.278	0	0
1566	277.555	268.737	0	0
1567	278.220	269.190	0	0
1568	278.875	269.635	0	0
1569	279.520	270.074	0	0
1570	280.155	270.505	0	0
1571	280.780	270.930	0	0
1572	281.395	271.349	0	0
1573	282.000	271.760	0	0
1574	282.595	272.165	0	0
1575	283.180	272.562	0	0
1576	283.755	272.953	0	0
1577	284.320	273.338	0	0
1578	284.875	273.715	0	0
1579	285.420	274.086	0	0
1580	285.955	274.449	0	0
1581	286.480	274.806	0	0
1582	286.995	275.157	0	0
1583	287.500	275.500	0	0
1584	287.995	275.837	0	0
1585	288.480	276.166	0	0
1586	288.955	276.489	0	0
1587	289.420	276.806	0	0
1588	289.875	277.115	0	0
1589	290.320	277.418	0	0
1590	290.755	277.713	0	0
1591	291.180	278.002	0	0
1592	291.595	278.285	0	0
1593	292.000	278.560	0	0
1594	292.395	278.829	0	0
1595	292.780	279.090	0	0
1596	293.155	279.345	0	0
1597	293.520	279.594	0	0
1598	293.875	279.835	0	0
1599	294.220	280.070	0	0
1600	294.555	280.297	0	0
1601	294.880	280.518	0	0
1602	295.195	280.733	0	0
1603	295.500	280.940	0	0
1604	295.795	281.141	0	0
1605	296.080	281.334	0	0
1606	296.355	281.521	0	0
1607	296.620	281.702	0	0
1608	296.875	281.875	0	0
1609	297.120	282.042	0	0
1610	297.355	282.201	0	0
1611	297.580	282.354	0	0
1612	297.795	282.501	0	0
1613	298.000	282.640	0	0
1614	298.195	282.773	0	0
1615	298.380	282.898	0	0
1616	298.555	283.017	0	0
1617	298.720	283.130	0	0
1618	298.875	283.235	0	0
1619	299.020	283.334	0	0
1620	299.155	283.425	0	0
1621	299.280	283.510	0	0
1622	299.395	283.589	0	0
1623	299.500	283.660	0	0
1624	299.595	283.725	0	0
1625	299.680	283.782	0	0
1626	299.755	283.833	0	0
1627	299.820	283.878	0	0
1628	299.875	283.915	0	0
1629	299.920	283.946	0	0
1630	299.955	283.969	0	0
1631	299.980	283.986	0	0
1632	299.995	283.997	0	0
1633	300.000	284.000	0	0
1634	300.000	284.000	0	0
1635	300.000	284.000	0	0
1636	300.000	284.000	0	0
1637	300.000	284.000	0	0
1638	300.000	284.000	0	0
1639	300.000	284.000	0	0
1640	300.000	284.000	0	0
1641	300.000	284.000	0	0
1642	300.000	284.000	0	0
1643	300.000	284.000	0	0
1644	300.000	284.000	0	0
1645	300.000	284.000	0	0
1646	300.000	284.000	0	0
1647	300.000	284.000	0	0
1648	300.000	284.000	0	0
1649	300.000	284.000	0	0
1650	300.000	284.000	0	0
1651	300.000	284.000	0	0
1652	300.000	284.000	0	0
1653	300.000	284.000	0	0
1654	300.000	284.000	0	0
1655	300.000	284.000	0	0
1656	300.000	284.000	0	0
1657	300.000	284.000	0	0
1658	300.000	284.000	0	0
1659	300.000	284.000	0	0
1660	300.000	284.000	0	0
1661	300.000	284.000	0	0
1662	300.000	284.000	0	0
1663	300.000	284.000	0	0
1664	300.000	284.000	0	0
1665	300.000	284.000	0	0
1666	300.000	284.000	0	0
1667	300.000	284.000	0	0
1668	300.000	284.000	0	0
1669	300.000	284.000	0	0
1670	300.000	284.000	0	0
1671	300.000	284.000	0	0
1672	300.000	284.000	0	0
1673	300.000	284.000	0	0
1674	300.000	284.000	0	0
1675	300.000	284.000	0	0
1676	300.000	284.000	0	0
1677	300.000	284.000	0	0
1678	300.000	284.000	0	0
1679	300.000	284.000	0	0
1680	300.000	284.000	0	0
1681	300.000	284.000	0	0
1682	300.000	284.000	0	0
1683	300.000	284.000	0	0
1684	300.000	284.000	0	0
1685	300.000	284.000	0	0
1686	300.000	284.000	0	0
1687	300.000	284.000	0	0
1688	300.000	284.000	0	0
1689	300.000	284.000	0	0
1690	300.000	284.000	0	0
1691	300.000	284.000	0	0
1692	300.000	284.000	0	0
1693	300.000	284.000	0	0
1694	300.000	284.000	0	0
1695	300.000	284.000	0	0
1696	300.000	284.000	0	0
1697	300.000	284.000	0	0
1698	300.000	284.000	0	0
1699	300.000	284.000	0	0
1700	300.000	284.000	0	0
1701	300.000	284.000	0	0
1702	300.000	284.000	0	0
1703	300.000	284.000	0	0
1704	300.000	284.000	0	0
