CYCLE	out_0.0	in_0.0
1755008	0	0
1755009	0	0
1755010	0	0
1755011	0	0
1755012	0	0
1755013	0	0
1755014	0	0
1755015	0	0
1755016	0	0
1755017	0	0
1755018	0	0
1755019	0	0
1755020	0	0
1755021	0	0
1755022	0	0
1755023	0	0
1755024	0	0
1755025	0	0
1755026	0	0
1755027	0	0
1755028	0	0
1755029	0	0
1755030	0	0
1755031	0	0
1755032	0	0
1755033	0	0
1755034	0	0
1755035	0	0
1755036	0	0
1755037	0	0
1755038	0	0
1755039	0	0
1755040	0	0
1755041	0	0
1755042	0	0
1755043	0	0
1755044	0	0
1755045	0	0
1755046	0	0
1755047	0	0
1755048	0	0
1755049	0	0
1755050	0	0
1755051	0	0
1755052	0	0
1755053	0	0
1755054	0	0
1755055	0	0
1755056	0	0
1755057	0	0
1755058	0	0
1755059	0	0
1755060	0	0
1755061	0	0
1755062	0	0
1755063	0	0
1755064	0	0
1755065	0	0
1755066	0	0
1755067	0	0
1755068	0	0
1755069	0	0
1755070	0	0
1755071	0	0
1755072	0	0
1755073	0	0
1755074	0	0
1755075	0	0
1755076	0	0
1755077	0	0
1755078	0	0
1755079	0	0
1755080	0	0
1755081	0	0
1755082	0	0
1755083	0	0
1755084	0	0
1755085	0	0
1755086	0	0
1755087	0	0
1755088	0	0
1755089	0	0
1755090	0	0
1755091	0	0
1755092	0	0
1755093	0	0
1755094	0	0
1755095	0	0
1755096	0	0
1755097	0	0
1755098	0	0
1755099	0	0
1755100	0	0
1755101	0	0
1755102	0	0
1755103	0	0
1755104	0	0
1755105	0	0
1755106	0	0
1755107	0	0
1755108	0	0
1755109	0	0
1755110	0	0
1755111	0	0
1755112	0	0
1755113	0	0
1755114	0	0
1755115	0	0
1755116	0	0
1755117	0	0
1755118	0	0
1755119	0	0
1755120	0	0
1755121	0	0
1755122	0	0
1755123	0	0
1755124	0	0
1755125	0	0
1755126	0	0
1755127	0	0
1755128	0	0
1755129	0	0
1755130	0	0
1755131	0	0
1755132	0	0
1755133	0	0
1755134	0	0
1755135	0	0
1755136	0	0
1755137	0	0
1755138	0	0
1755139	0	0
1755140	0	0
1755141	0	0
1755142	0	0
1755143	0	0
1755144	0	0
1755145	0	0
1755146	0	0
1755147	0	0
1755148	0	0
1755149	0	0
1755150	0	0
1755151	0	0
1755152	0	0
1755153	0	0
1755154	0	0
1755155	0	0
1755156	0	0
1755157	0	0
1755158	0	0
1755159	0	0
1755160	0	0
1755161	0	0
1755162	0	0
1755163	0	0
1755164	0	0
1755165	0	0
1755166	0	0
1755167	0	0
1755168	0	0
1755169	0	0
1755170	0	0
1755171	0	0
1755172	0	0
1755173	0	0
1755174	0	0
1755175	0	0
1755176	0	0
1755177	0	0
1755178	0	0
1755179	0	0
1755180	0	0
1755181	0	0
1755182	0	0
1755183	0	0
1755184	0	0
1755185	0	0
1755186	0	0
1755187	0	0
1755188	0	0
1755189	0	0
1755190	0	0
1755191	0	0
1755192	0	0
1755193	0	0
1755194	0	0
1755195	0	0
1755196	0	0
1755197	0	0
1755198	0	0
1755199	0	0
1755200	0	0
1755201	0	0
1755202	0	0
1755203	0	0
1755204	0	0
1755205	0	0
1755206	0	0
1755207	0	0
1755208	0	0
1755209	0	0
1755210	0	0
1755211	0	0
1755212	0	0
1755213	0	0
1755214	0	0
1755215	0	0
1755216	0	0
1755217	0	0
1755218	0	0
1755219	0	0
1755220	0	0
1755221	0	0
1755222	0	0
1755223	0	0
1755224	0	0
1755225	0	0
1755226	0	0
1755227	0	0
1755228	0	0
1755229	0	0
1755230	0	0
1755231	0	0
1755232	0	0
1755233	0	0
1755234	0	0
1755235	0	0
1755236	0	0
1755237	0	0
1755238	0	0
1755239	0	0
1755240	0	0
1755241	0	0
1755242	0	0
1755243	0	0
1755244	0	0
1755245	0	0
1755246	0	0
1755247	0	0
1755248	0	0
1755249	0	0
1755250	0	0
1755251	0	0
1755252	0	0
1755253	0	0
1755254	0	0
1755255	0	0
1755256	0	0
1755257	0	0
1755258	0	0
1755259	0	0
1755260	0	0
1755261	0	0
1755262	0	0
1755263	0	0
1755264	0	0
1755265	0	0
1755266	0	0
1755267	0	0
1755268	0	0
1755269	0	0
1755270	0	0
1755271	0	0
1755272	0	0
1755273	0	0
1755274	0	0
1755275	0	0
1755276	0	0
1755277	0	0
1755278	0	0
1755279	0	0
1755280	0	0
1755281	0	0
1755282	0	0
1755283	0	0
1755284	0	0
1755285	0	0
1755286	0	0
1755287	0	0
1755288	0	0
1755289	0	0
1755290	0	0
1755291	0	0
1755292	0	0
1755293	0	0
1755294	0	0
1755295	0	0
1755296	0	0
1755297	0	0
1755298	0	0
1755299	0	0
1755300	0	0
1755301	0	0
1755302	0	0
1755303	0	0
1755304	0	0
1755305	0	0
1755306	0	0
1755307	0	0
1755308	0	0
1755309	0	0
1755310	0	0
1755311	0	0
1755312	0	0
1755313	0	0
1755314	0	0
1755315	0	0
1755316	0	0
1755317	0	0
1755318	0	0
1755319	0	0
1755320	0	0
1755321	0	0
1755322	0	0
1755323	0	0
1755324	0	0
1755325	0	0
1755326	0	0
1755327	0	0
1755328	0	0
1755329	0	0
1755330	0	0
1755331	0	0
1755332	0	0
1755333	0	0
1755334	0	0
1755335	0	0
1755336	0	0
1755337	0	0
1755338	0	0
1755339	0	0
1755340	0	0
1755341	0	0
1755342	0	0
1755343	0	0
1755344	0	0
1755345	0	0
1755346	0	0
1755347	0	0
1755348	0	0
1755349	0	0
1755350	0	0
1755351	0	0
1755352	0	0
1755353	0	0
1755354	0	0
1755355	0	0
1755356	0	0
1755357	0	0
1755358	0	0
1755359	0	0
1755360	0	0
1755361	0	0
1755362	0	0
1755363	0	0
1755364	0	0
1755365	0	0
1755366	0	0
1755367	0	0
1755368	0	0
1755369	0	0
1755370	0	0
1755371	0	0
1755372	0	0
1755373	0	0
1755374	0	0
1755375	0	0
1755376	0	0
1755377	0	0
1755378	0	0
1755379	0	0
1755380	0	0
1755381	0	0
1755382	0	0
1755383	0	0
1755384	0	0
1755385	0	0
1755386	0	0
1755387	0	0
1755388	0	0
1755389	0	0
1755390	0	0
1755391	0	0
1755392	0	0
1755393	0	0
1755394	0	0
1755395	0	0
1755396	0	0
1755397	0	0
1755398	0	0
1755399	0	0
1755400	0	0
1755401	0	0
1755402	0	0
1755403	0	0
1755404	0	0
1755405	0	0
1755406	0	0
1755407	0	0
1755408	0	0
1755409	0	0
1755410	0	0
1755411	0	0
1755412	0	0
1755413	0	0
1755414	0	0
1755415	0	0
1755416	0	0
1755417	0	0
1755418	0	0
1755419	0	0
1755420	0	0
1755421	0	0
1755422	0	0
1755423	0	0
1755424	0	0
1755425	0	0
1755426	0	0
1755427	0	0
1755428	0	0
1755429	0	0
1755430	0	0
1755431	0	0
1755432	0	0
1755433	0	0
1755434	0	0
1755435	0	0
1755436	0	0
1755437	0	0
1755438	0	0
1755439	0	0
1755440	0	0
1755441	0	0
1755442	0	0
1755443	0	0
1755444	0	0
1755445	0	0
1755446	0	0
1755447	0	0
1755448	0	0
1755449	0	0
1755450	0	0
1755451	0	0
1755452	0	0
1755453	0	0
1755454	0	0
1755455	0	0
1755456	0	0
1755457	0	0
1755458	0	0
1755459	0	0
1755460	0	0
1755461	0	0
1755462	0	0
1755463	0	0
1755464	0	0
1755465	0	0
1755466	0	0
1755467	0	0
1755468	0	0
1755469	0	0
1755470	0	0
1755471	0	0
1755472	0	0
1755473	0	0
1755474	0	0
1755475	0	0
1755476	0	0
1755477	0	0
1755478	0	0
1755479	0	0
1755480	0	0
1755481	0	0
1755482	0	0
1755483	0	0
1755484	0	0
1755485	0	0
1755486	0	0
1755487	0	0
1755488	0	0
1755489	0	0
1755490	0	0
1755491	0	0
1755492	0	0
1755493	0	0
1755494	0	0
1755495	0	0
1755496	0	0
1755497	0	0
1755498	0	0
1755499	0	0
1755500	0	0
1755501	0	0
1755502	0	0
1755503	0	0
1755504	0	0
1755505	0	0
1755506	0	0
1755507	0	0
1755508	0	0
1755509	0	0
1755510	0	0
1755511	0	0
1755512	0	0
1755513	0	0
1755514	0	0
1755515	0	0
1755516	0	0
1755517	0	0
1755518	0	0
1755519	0	0
1755520	0	0
1755521	0	0
1755522	0	0
1755523	0	0
1755524	0	0
1755525	0	0
1755526	0	0
1755527	0	0
1755528	0	0
1755529	0	0
1755530	0	0
1755531	0	0
1755532	0	0
1755533	0	0
1755534	0	0
1755535	0	0
1755536	0	0
1755537	0	0
1755538	0	0
1755539	0	0
1755540	0	0
1755541	0	0
1755542	0	0
1755543	0	0
1755544	0	0
1755545	0	0
1755546	0	0
1755547	0	0
1755548	0	0
1755549	0	0
1755550	0	0
1755551	0	0
1755552	0	0
1755553	0	0
1755554	0	0
1755555	0	0
1755556	0	0
1755557	0	0
1755558	0	0
1755559	0	0
1755560	0	0
1755561	0	0
1755562	0	0
1755563	0	0
1755564	0	0
1755565	0	0
1755566	0	0
1755567	0	0
1755568	0	0
1755569	0	0
1755570	0	0
1755571	0	0
1755572	0	0
1755573	0	0
1755574	0	0
1755575	0	0
1755576	0	0
1755577	0	0
1755578	0	0
1755579	0	0
1755580	0	0
1755581	0	0
1755582	0	0
1755583	0	0
1755584	0	0
1755585	0	0
1755586	0	0
1755587	0	0
1755588	0	0
1755589	0	0
1755590	0	0
1755591	0	0
1755592	0	0
1755593	0	0
1755594	0	0
1755595	0	0
1755596	0	0
1755597	0	0
1755598	0	0
1755599	0	0
1755600	0	0
1755601	0	0
1755602	0	0
1755603	0	0
1755604	0	0
1755605	0	0
1755606	0	0
1755607	0	0
1755608	0	0
1755609	0	0
1755610	0	0
1755611	0	0
1755612	0	0
1755613	0	0
1755614	0	0
1755615	0	0
1755616	0	0
1755617	0	0
1755618	0	0
1755619	0	0
1755620	0	0
1755621	0	0
1755622	0	0
1755623	0	0
1755624	0	0
1755625	0	0
1755626	0	0
1755627	0	0
1755628	0	0
1755629	0	0
1755630	0	0
1755631	0	0
1755632	0	0
1755633	0	0
1755634	0	0
1755635	0	0
1755636	0	0
1755637	0	0
1755638	0	0
1755639	0	0
1755640	0	0
1755641	0	0
1755642	0	0
1755643	0	0
1755644	0	0
1755645	0	0
1755646	0	0
1755647	0	0
1755648	0	0
1755649	0	0
1755650	0	0
1755651	0	0
1755652	0	0
1755653	0	0
1755654	0	0
1755655	0	0
1755656	0	0
1755657	0	0
1755658	0	0
1755659	0	0
1755660	0	0
1755661	0	0
1755662	0	0
1755663	0	0
1755664	0	0
1755665	0	0
1755666	0	0
1755667	0	0
1755668	0	0
1755669	0	0
1755670	0	0
1755671	0	0
1755672	0	0
1755673	0	0
1755674	0	0
1755675	0	0
1755676	0	0
1755677	0	0
1755678	0	0
1755679	0	0
1755680	0	0
1755681	0	0
1755682	0	0
1755683	0	0
1755684	0	0
1755685	0	0
1755686	0	0
1755687	0	0
1755688	0	0
1755689	0	0
1755690	0	0
1755691	0	0
1755692	0	0
1755693	0	0
1755694	0	0
1755695	0	0
1755696	0	0
1755697	0	0
1755698	0	0
1755699	0	0
1755700	0	0
1755701	0	0
1755702	0	0
1755703	0	0
1755704	0	0
1755705	0	0
1755706	0	0
1755707	0	0
1755708	0	0
1755709	0	0
1755710	0	0
1755711	0	0
1755712	0	0
1755713	0	0
1755714	0	0
1755715	0	0
1755716	0	0
1755717	0	0
1755718	0	0
1755719	0	0
1755720	0	0
1755721	0	0
1755722	0	0
1755723	0	0
1755724	0	0
1755725	0	0
1755726	0	0
1755727	0	0
1755728	0	0
1755729	0	0
1755730	0	0
1755731	0	0
1755732	0	0
1755733	0	0
1755734	0	0
1755735	0	0
1755736	0	0
1755737	0	0
1755738	0	0
1755739	0	0
1755740	0	0
1755741	0	0
1755742	0	0
1755743	0	0
1755744	0	0
1755745	0	0
1755746	0	0
1755747	0	0
1755748	0	0
1755749	0	0
1755750	0	0
1755751	0	0
1755752	0	0
1755753	0	0
1755754	0	0
1755755	0	0
1755756	0	0
1755757	0	0
1755758	0	0
1755759	0	0
1755760	0	0
1755761	0	0
1755762	0	0
1755763	0	0
1755764	0	0
1755765	0	0
1755766	0	0
1755767	0	0
1755768	0	0
1755769	0	0
1755770	0	0
1755771	0	0
1755772	0	0
1755773	0	0
1755774	0	0
1755775	0	0
1755776	0	0
1755777	0	0
1755778	0	0
1755779	0	0
1755780	0	0
1755781	0	0
1755782	0	0
1755783	0	0
1755784	0	0
1755785	0	0
1755786	0	0
1755787	0	0
1755788	0	0
1755789	0	0
1755790	0	0
1755791	0	0
1755792	0	0
1755793	0	0
1755794	0	0
1755795	0	0
1755796	0	0
1755797	0	0
1755798	0	0
1755799	0	0
1755800	0	0
1755801	0	0
1755802	0	0
1755803	0	0
1755804	0	0
1755805	0	0
1755806	0	0
1755807	0	0
1755808	0	0
1755809	0	0
1755810	0	0
1755811	0	0
1755812	0	0
1755813	0	0
1755814	0	0
1755815	0	0
1755816	0	0
1755817	0	0
1755818	0	0
1755819	0	0
1755820	0	0
1755821	0	0
1755822	0	0
1755823	0	0
1755824	0	0
1755825	0	0
1755826	0	0
1755827	0	0
1755828	0	0
1755829	0	0
1755830	0	0
1755831	0	0
1755832	0	0
1755833	0	0
1755834	0	0
1755835	0	0
1755836	0	0
1755837	0	0
1755838	0	0
1755839	0	0
1755840	0	0
1755841	0	0
1755842	0	0
1755843	0	0
1755844	0	0
1755845	0	0
1755846	0	0
1755847	0	0
1755848	0	0
1755849	0	0
1755850	0	0
1755851	0	0
1755852	0	0
1755853	0	0
1755854	0	0
1755855	0	0
1755856	0	0
1755857	0	0
1755858	0	0
1755859	0	0
1755860	0	0
1755861	0	0
1755862	0	0
1755863	0	0
1755864	0	0
1755865	0	0
1755866	0	0
1755867	0	0
1755868	0	0
1755869	0	0
1755870	0	0
1755871	0	0
1755872	0	0
1755873	0	0
1755874	0	0
1755875	0	0
1755876	0	0
1755877	0	0
1755878	0	0
1755879	0	0
1755880	0	0
1755881	0	0
1755882	0	0
1755883	0	0
1755884	0	0
1755885	0	0
1755886	0	0
1755887	0	0
1755888	0	0
1755889	0	0
1755890	0	0
1755891	0	0
1755892	0	0
1755893	0	0
1755894	0	0
1755895	0	0
1755896	0	0
1755897	0	0
1755898	0	0
1755899	0	0
1755900	0	0
1755901	0	0
1755902	0	0
1755903	0	0
1755904	0	0
1755905	0	0
1755906	0	0
1755907	0	0
1755908	0	0
1755909	0	0
1755910	0	0
1755911	0	0
1755912	0	0
1755913	0	0
1755914	0	0
1755915	0	0
1755916	0	0
1755917	0	0
1755918	0	0
1755919	0	0
1755920	0	0
1755921	0	0
1755922	0	0
1755923	0	0
1755924	0	0
1755925	0	0
1755926	0	0
1755927	0	0
1755928	0	0
1755929	0	0
1755930	0	0
1755931	0	0
1755932	0	0
1755933	0	0
1755934	0	0
1755935	0	0
1755936	0	0
1755937	0	0
1755938	0	0
1755939	0	0
1755940	0	0
1755941	0	0
1755942	0	0
1755943	0	0
1755944	0	0
1755945	0	0
1755946	0	0
1755947	0	0
1755948	0	0
1755949	0	0
1755950	0	0
1755951	0	0
1755952	0	0
1755953	0	0
1755954	0	0
1755955	0	0
1755956	0	0
1755957	0	0
1755958	0	0
1755959	0	0
1755960	0	0
1755961	0	0
1755962	0	0
1755963	0	0
1755964	0	0
1755965	0	0
1755966	0	0
1755967	0	0
1755968	0	0
1755969	0	0
1755970	0	0
1755971	0	0
1755972	0	0
1755973	0	0
1755974	0	0
1755975	0	0
1755976	0	0
1755977	0	0
1755978	0	0
1755979	0	0
1755980	0	0
1755981	0	0
1755982	0	0
1755983	0	0
1755984	0	0
1755985	0	0
1755986	0	0
1755987	0	0
1755988	0	0
1755989	0	0
1755990	0	0
1755991	0	0
1755992	0	0
1755993	0	0
1755994	0	0
1755995	0	0
1755996	0	0
1755997	0	0
1755998	0	0
1755999	0	0
1756000	0	0
1756001	0	0
1756002	0	0
1756003	0	0
1756004	0	0
1756005	0	0
1756006	0	0
1756007	0	0
1756008	0	0
1756009	0	0
1756010	0	0
1756011	0	0
1756012	0	0
1756013	0	0
1756014	0	0
1756015	0	0
1756016	0	0
1756017	0	0
1756018	0	0
1756019	0	0
1756020	0	0
1756021	0	0
1756022	0	0
1756023	0	0
1756024	0	0
1756025	0	0
1756026	0	0
1756027	0	0
1756028	0	0
1756029	0	0
1756030	0	0
1756031	0	0
1756032	0	0
1756033	0	0
1756034	0	0
1756035	0	0
1756036	0	0
1756037	0	0
1756038	0	0
1756039	0	0
1756040	0	0
1756041	0	0
1756042	0	0
1756043	0	0
1756044	0	0
1756045	0	0
1756046	0	0
1756047	0	0
1756048	0	0
1756049	0	0
1756050	0	0
1756051	0	0
1756052	0	0
1756053	0	0
1756054	0	0
1756055	0	0
1756056	0	0
1756057	0	0
1756058	0	0
1756059	0	0
1756060	0	0
1756061	0	0
1756062	0	0
1756063	0	0
1756064	0	0
1756065	0	0
1756066	0	0
1756067	0	0
1756068	0	0
1756069	0	0
1756070	0	0
1756071	0	0
1756072	0	0
1756073	0	0
1756074	0	0
1756075	0	0
1756076	0	0
1756077	0	0
1756078	0	0
1756079	0	0
1756080	0	0
1756081	0	0
1756082	0	0
1756083	0	0
1756084	0	0
1756085	0	0
1756086	0	0
1756087	0	0
1756088	0	0
1756089	0	0
1756090	0	0
1756091	0	0
1756092	0	0
1756093	0	0
1756094	0	0
1756095	0	0
1756096	0	0
1756097	0	0
1756098	0	0
1756099	0	0
1756100	0	0
1756101	0	0
1756102	0	0
1756103	0	0
1756104	0	0
1756105	0	0
1756106	0	0
1756107	0	0
1756108	0	0
1756109	0	0
1756110	0	0
1756111	0	0
1756112	0	0
1756113	0	0
1756114	0	0
1756115	0	0
1756116	0	0
1756117	0	0
1756118	0	0
1756119	0	0
1756120	0	0
1756121	0	0
1756122	0	0
1756123	0	0
1756124	0	0
1756125	0	0
1756126	0	0
1756127	0	0
1756128	0	0
1756129	0	0
1756130	0	0
1756131	0	0
1756132	0	0
1756133	0	0
1756134	0	0
1756135	0	0
1756136	0	0
1756137	0	0
1756138	0	0
1756139	0	0
1756140	0	0
1756141	0	0
1756142	0	0
1756143	0	0
1756144	0	0
1756145	0	0
1756146	0	0
1756147	0	0
1756148	0	0
1756149	0	0
1756150	0	0
1756151	0	0
1756152	0	0
1756153	0	0
1756154	0	0
1756155	0	0
1756156	0	0
1756157	0	0
1756158	0	0
1756159	0	0
1756160	0	0
1756161	0	0
1756162	0	0
1756163	0	0
1756164	0	0
1756165	0	0
1756166	0	0
1756167	0	0
1756168	0	0
1756169	0	0
1756170	0	0
1756171	0	0
1756172	0	0
1756173	0	0
1756174	0	0
1756175	0	0
1756176	0	0
1756177	0	0
1756178	0	0
1756179	0	0
1756180	0	0
1756181	0	0
1756182	0	0
1756183	0	0
1756184	0	0
1756185	0	0
1756186	0	0
1756187	0	0
1756188	0	0
1756189	0	0
1756190	0	0
1756191	0	0
1756192	0	0
1756193	0	0
1756194	0	0
1756195	0	0
1756196	0	0
1756197	0	0
1756198	0	0
1756199	0	0
1756200	0	0
1756201	0	0
1756202	0	0
1756203	0	0
1756204	0	0
1756205	0	0
1756206	0	0
1756207	0	0
1756208	0	0
1756209	0	0
1756210	0	0
1756211	0	0
1756212	0	0
1756213	0	0
1756214	0	0
1756215	0	0
1756216	0	0
1756217	0	0
1756218	0	0
1756219	0	0
1756220	0	0
1756221	0	0
1756222	0	0
1756223	0	0
1756224	0	0
1756225	0	0
1756226	0	0
1756227	0	0
1756228	0	0
1756229	0	0
1756230	0	0
1756231	0	0
1756232	0	0
1756233	0	0
1756234	0	0
1756235	0	0
1756236	0	0
1756237	0	0
1756238	0	0
1756239	0	0
1756240	0	0
1756241	0	0
1756242	0	0
1756243	0	0
1756244	0	0
1756245	0	0
1756246	0	0
1756247	0	0
1756248	0	0
1756249	0	0
1756250	0	0
1756251	0	0
1756252	0	0
1756253	0	0
1756254	0	0
1756255	0	0
1756256	0	0
1756257	0	0
1756258	0	0
1756259	0	0
1756260	0	0
1756261	0	0
1756262	0	0
1756263	0	0
1756264	0	0
1756265	0	0
1756266	0	0
1756267	0	0
1756268	0	0
1756269	0	0
1756270	0	0
1756271	0	0
1756272	0	0
1756273	0	0
1756274	0	0
1756275	0	0
1756276	0	0
1756277	0	0
1756278	0	0
1756279	0	0
1756280	0	0
1756281	0	0
1756282	0	0
1756283	0	0
1756284	0	0
1756285	0	0
1756286	0	0
1756287	0	0
1756288	0	0
1756289	0	0
1756290	0	0
1756291	0	0
1756292	0	0
1756293	0	0
1756294	0	0
1756295	0	0
1756296	0	0
1756297	0	0
1756298	0	0
1756299	0	0
1756300	0	0
1756301	0	0
1756302	0	0
1756303	0	0
1756304	0	0
1756305	0	0
1756306	0	0
1756307	0	0
1756308	0	0
1756309	0	0
1756310	0	0
1756311	0	0
1756312	0	0
1756313	0	0
1756314	0	0
1756315	0	0
1756316	0	0
1756317	0	0
1756318	0	0
1756319	0	0
1756320	0	0
1756321	0	0
1756322	0	0
1756323	0	0
1756324	0	0
1756325	0	0
1756326	0	0
1756327	0	0
1756328	0	0
1756329	0	0
1756330	0	0
1756331	0	0
1756332	0	0
1756333	0	0
1756334	0	0
1756335	0	0
1756336	0	0
1756337	0	0
1756338	0	0
1756339	0	0
1756340	0	0
1756341	0	0
1756342	0	0
1756343	0	0
1756344	0	0
1756345	0	0
1756346	0	0
1756347	0	0
1756348	0	0
1756349	0	0
1756350	0	0
1756351	0	0
1756352	0	0
1756353	0	0
1756354	0	0
1756355	0	0
1756356	0	0
1756357	0	0
1756358	0	0
1756359	0	0
1756360	0	0
1756361	0	0
1756362	0	0
1756363	0	0
1756364	0	0
