CYCLE	CMDPOS4	CMPCMDPOS4	out_0.0	in_0.0
1590	110.000	100.000	0	0
1591	110.000	100.000	0	0
1592	110.000	100.000	0	0
1593	110.000	100.000	0	0
1594	110.000	100.000	0	0
1595	110.000	100.000	0	0
1596	110.000	100.000	0	0
1597	110.000	100.000	0	0
1598	110.000	100.000	0	0
1599	110.000	100.000	0	0
1600	110.000	100.000	0	0
1601	110.000	100.000	0	0
1602	110.000	100.000	0	0
