CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0
2305	99.958	0.000	0.000	0.000	0.000	0.000	0	0
2306	100.078	0.000	0.000	0.000	0.000	0.000	0	0
2307	100.189	0.000	0.000	0.000	0.000	0.000	0	0
2308	100.290	0.000	0.000	0.000	0.000	0.000	0	0
2309	100.383	0.000	0.000	0.000	0.000	0.000	0	0
2310	100.467	0.000	0.000	0.000	0.000	0.000	0	0
2311	100.543	0.000	0.000	0.000	0.000	0.000	0	0
2312	100.611	0.000	0.000	0.000	0.000	0.000	0	0
2313	100.672	0.000	0.000	0.000	0.000	0.000	0	0
2314	100.727	0.000	0.000	0.000	0.000	0.000	0	0
2315	100.775	0.000	0.000	0.000	0.000	0.000	0	0
2316	100.817	0.000	0.000	0.000	0.000	0.000	0	0
2317	100.854	0.000	0.000	0.000	0.000	0.000	0	0
2318	100.885	0.000	0.000	0.000	0.000	0.000	0	0
2319	100.911	0.000	0.000	0.000	0.000	0.000	0	0
2320	100.933	0.000	0.000	0.000	0.000	0.000	0	0
2321	100.951	0.000	0.000	0.000	0.000	0.000	0	0
2322	100.966	0.000	0.000	0.000	0.000	0.000	0	0
2323	100.977	0.000	0.000	0.000	0.000	0.000	0	0
2324	100.986	0.000	0.000	0.000	0.000	0.000	0	0
2325	100.992	0.000	0.000	0.000	0.000	0.000	0	0
2326	100.996	0.000	0.000	0.000	0.000	0.000	0	0
2327	100.998	0.000	0.000	0.000	0.000	0.000	0	0
2328	100.999	0.000	0.000	0.000	0.000	0.000	0	0
2329	101.000	0.000	0.000	0.000	0.000	0.000	0	0
2330	101.000	0.000	0.000	0.000	0.000	0.000	0	0
2331	101.000	0.000	0.000	0.000	0.000	0.000	0	0
2332	101.000	0.000	0.000	0.000	0.000	0.000	0	0
2333	101.000	0.000	0.000	0.000	0.000	0.000	0	0
2334	101.000	0.001	0.000	0.000	0.000	0.000	0	0
2335	101.000	0.003	0.000	0.000	0.000	0.000	0	0
2336	101.000	0.005	0.000	0.000	0.000	0.000	0	0
2337	101.000	0.009	0.000	0.000	0.000	0.000	0	0
2338	101.000	0.015	0.000	0.000	0.000	0.000	0	0
2339	101.000	0.022	0.000	0.000	0.000	0.000	0	0
2340	101.000	0.031	0.000	0.000	0.000	0.000	0	0
2341	101.000	0.042	0.000	0.000	0.000	0.000	0	0
2342	101.000	0.056	0.000	0.000	0.000	0.000	0	0
2343	101.000	0.073	0.000	0.000	0.000	0.000	0	0
2344	101.000	0.092	0.000	0.000	0.000	0.000	0	0
2345	101.000	0.115	0.000	0.000	0.000	0.000	0	0
2346	101.000	0.141	0.000	0.000	0.000	0.000	0	0
2347	101.000	0.170	0.000	0.000	0.000	0.000	0	0
2348	101.000	0.203	0.000	0.000	0.000	0.000	0	0
2349	101.000	0.241	0.000	0.000	0.000	0.000	0	0
2350	101.000	0.282	0.000	0.000	0.000	0.000	0	0
2351	101.000	0.328	0.000	0.000	0.000	0.000	0	0
2352	101.000	0.378	0.000	0.000	0.000	0.000	0	0
2353	101.000	0.433	0.000	0.000	0.000	0.000	0	0
2354	101.000	0.493	0.000	0.000	0.000	0.000	0	0
2355	101.000	0.558	0.000	0.000	0.000	0.000	0	0
2356	101.000	0.629	0.000	0.000	0.000	0.000	0	0
2357	101.000	0.704	0.000	0.000	0.000	0.000	0	0
2358	101.000	0.786	0.000	0.000	0.000	0.000	0	0
2359	101.000	0.874	0.000	0.000	0.000	0.000	0	0
2360	101.000	0.967	0.000	0.000	0.000	0.000	0	0
2361	101.000	1.067	0.000	0.000	0.000	0.000	0	0
2362	101.000	1.172	0.000	0.000	0.000	0.000	0	0
2363	101.000	1.285	0.000	0.000	0.000	0.000	0	0
2364	101.000	1.404	0.000	0.000	0.000	0.000	0	0
2365	101.000	1.530	0.000	0.000	0.000	0.000	0	0
2366	101.000	1.662	0.000	0.000	0.000	0.000	0	0
2367	101.000	1.802	0.000	0.000	0.000	0.000	0	0
2368	101.000	1.949	0.000	0.000	0.000	0.000	0	0
2369	101.000	2.104	0.000	0.000	0.000	0.000	0	0
2370	101.000	2.266	0.000	0.000	0.000	0.000	0	0
2371	101.000	2.435	0.000	0.000	0.000	0.000	0	0
2372	101.000	2.612	0.000	0.000	0.000	0.000	0	0
2373	101.000	2.797	0.000	0.000	0.000	0.000	0	0
2374	101.000	2.991	0.000	0.000	0.000	0.000	0	0
2375	101.000	3.192	0.000	0.000	0.000	0.000	0	0
2376	101.000	3.401	0.000	0.000	0.000	0.000	0	0
2377	101.000	3.619	0.000	0.000	0.000	0.000	0	0
2378	101.000	3.845	0.000	0.000	0.000	0.000	0	0
2379	101.000	4.079	0.000	0.000	0.000	0.000	0	0
2380	101.000	4.323	0.000	0.000	0.000	0.000	0	0
2381	101.000	4.575	0.000	0.000	0.000	0.000	0	0
2382	101.000	4.835	0.000	0.000	0.000	0.000	0	0
2383	101.000	5.105	0.000	0.000	0.000	0.000	0	0
2384	101.000	5.384	0.000	0.000	0.000	0.000	0	0
2385	101.000	5.671	0.000	0.000	0.000	0.000	0	0
2386	101.000	5.968	0.000	0.000	0.000	0.000	0	0
2387	101.000	6.274	0.000	0.000	0.000	0.000	0	0
2388	101.000	6.589	0.000	0.000	0.000	0.000	0	0
2389	101.000	6.914	0.000	0.000	0.000	0.000	0	0
2390	101.000	7.248	0.000	0.000	0.000	0.000	0	0
2391	101.000	7.591	0.000	0.000	0.000	0.000	0	0
2392	101.000	7.944	0.000	0.000	0.000	0.000	0	0
2393	101.000	8.307	0.000	0.000	0.000	0.000	0	0
2394	101.000	8.679	0.000	0.000	0.000	0.000	0	0
2395	101.000	9.061	0.000	0.000	0.000	0.000	0	0
2396	101.000	9.452	0.000	0.000	0.000	0.000	0	0
2397	101.000	9.853	0.000	0.000	0.000	0.000	0	0
2398	101.000	10.264	0.000	0.000	0.000	0.000	0	0
2399	101.000	10.685	0.000	0.000	0.000	0.000	0	0
2400	101.000	11.116	0.000	0.000	0.000	0.000	0	0
2401	101.000	11.556	0.000	0.000	0.000	0.000	0	0
2402	101.000	12.007	0.000	0.000	0.000	0.000	0	0
2403	101.000	12.467	0.000	0.000	0.000	0.000	0	0
2404	101.000	12.937	0.000	0.000	0.000	0.000	0	0
2405	101.000	13.417	0.000	0.000	0.000	0.000	0	0
2406	101.000	13.907	0.000	0.000	0.000	0.000	0	0
2407	101.000	14.407	0.000	0.000	0.000	0.000	0	0
2408	101.000	14.917	0.000	0.000	0.000	0.000	0	0
2409	101.000	15.437	0.000	0.000	0.000	0.000	0	0
2410	101.000	15.967	0.000	0.000	0.000	0.000	0	0
2411	101.000	16.507	0.000	0.000	0.000	0.000	0	0
2412	101.000	17.056	0.000	0.000	0.000	0.000	0	0
2413	101.000	17.616	0.000	0.000	0.000	0.000	0	0
2414	101.000	18.185	0.000	0.000	0.000	0.000	0	0
2415	101.000	18.764	0.000	0.000	0.000	0.000	0	0
2416	101.000	19.353	0.000	0.000	0.000	0.000	0	0
2417	101.000	19.952	0.000	0.000	0.000	0.000	0	0
2418	101.000	20.561	0.000	0.000	0.000	0.000	0	0
2419	101.000	21.179	0.000	0.000	0.000	0.000	0	0
2420	101.000	21.807	0.000	0.000	0.000	0.000	0	0
2421	101.000	22.444	0.000	0.000	0.000	0.000	0	0
2422	101.000	23.091	0.000	0.000	0.000	0.000	0	0
2423	101.000	23.748	0.000	0.000	0.000	0.000	0	0
2424	101.000	24.414	0.000	0.000	0.000	0.000	0	0
2425	101.000	25.089	0.000	0.000	0.000	0.000	0	0
2426	101.000	25.774	0.000	0.000	0.000	0.000	0	0
2427	101.000	26.468	0.000	0.000	0.000	0.000	0	0
2428	101.000	27.171	0.000	0.000	0.000	0.000	0	0
2429	101.000	27.884	0.000	0.000	0.000	0.000	0	0
2430	101.000	28.605	0.000	0.000	0.000	0.000	0	0
2431	101.000	29.335	0.000	0.000	0.000	0.000	0	0
2432	101.000	30.075	0.000	0.000	0.000	0.000	0	0
2433	101.000	30.823	0.000	0.000	0.000	0.000	0	0
2434	101.000	31.579	0.000	0.000	0.000	0.000	0	0
2435	101.000	32.345	0.000	0.000	0.000	0.000	0	0
2436	101.000	33.119	0.000	0.000	0.000	0.000	0	0
2437	101.000	33.901	0.000	0.000	0.000	0.000	0	0
2438	101.000	34.692	0.000	0.000	0.000	0.000	0	0
2439	101.000	35.491	0.000	0.000	0.000	0.000	0	0
2440	101.000	36.297	0.000	0.000	0.000	0.000	0	0
2441	101.000	37.112	0.000	0.000	0.000	0.000	0	0
2442	101.000	37.935	0.000	0.000	0.000	0.000	0	0
2443	101.000	38.766	0.000	0.000	0.000	0.000	0	0
2444	101.000	39.604	0.000	0.000	0.000	0.000	0	0
2445	101.000	40.449	0.000	0.000	0.000	0.000	0	0
2446	101.000	41.302	0.000	0.000	0.000	0.000	0	0
2447	101.000	42.162	0.000	0.000	0.000	0.000	0	0
2448	101.000	43.030	0.000	0.000	0.000	0.000	0	0
2449	101.000	43.904	0.000	0.000	0.000	0.000	0	0
2450	101.000	44.785	0.000	0.000	0.000	0.000	0	0
2451	101.000	45.672	0.000	0.000	0.000	0.000	0	0
2452	101.000	46.567	0.000	0.000	0.000	0.000	0	0
2453	101.000	47.467	0.000	0.000	0.000	0.000	0	0
2454	101.000	48.374	0.000	0.000	0.000	0.000	0	0
2455	101.000	49.286	0.000	0.000	0.000	0.000	0	0
2456	101.000	50.204	0.000	0.000	0.000	0.000	0	0
2457	101.000	51.129	0.000	0.000	0.000	0.000	0	0
2458	101.000	52.058	0.000	0.000	0.000	0.000	0	0
2459	101.000	52.993	0.000	0.000	0.000	0.000	0	0
2460	101.000	53.933	0.000	0.000	0.000	0.000	0	0
2461	101.000	54.878	0.000	0.000	0.000	0.000	0	0
2462	101.000	55.828	0.000	0.000	0.000	0.000	0	0
2463	101.000	56.782	0.000	0.000	0.000	0.000	0	0
2464	101.000	57.741	0.000	0.000	0.000	0.000	0	0
2465	101.000	58.703	0.000	0.000	0.000	0.000	0	0
2466	101.000	59.670	0.000	0.000	0.000	0.000	0	0
2467	101.000	60.641	0.000	0.000	0.000	0.000	0	0
2468	101.000	61.615	0.000	0.000	0.000	0.000	0	0
2469	101.000	62.592	0.000	0.000	0.000	0.000	0	0
2470	101.000	63.573	0.000	0.000	0.000	0.000	0	0
2471	101.000	64.556	0.000	0.000	0.000	0.000	0	0
2472	101.000	65.542	0.000	0.000	0.000	0.000	0	0
2473	101.000	66.531	0.000	0.000	0.000	0.000	0	0
2474	101.000	67.522	0.000	0.000	0.000	0.000	0	0
2475	101.000	68.515	0.000	0.000	0.000	0.000	0	0
2476	101.000	69.509	0.000	0.000	0.000	0.000	0	0
2477	101.000	70.505	0.000	0.000	0.000	0.000	0	0
2478	101.000	71.503	0.000	0.000	0.000	0.000	0	0
2479	101.000	72.501	0.000	0.000	0.000	0.000	0	0
2480	101.000	73.500	0.000	0.000	0.000	0.000	0	0
2481	101.000	74.500	0.000	0.000	0.000	0.000	0	0
2482	101.000	75.500	0.000	0.000	0.000	0.000	0	0
2483	101.000	76.500	0.000	0.000	0.000	0.000	0	0
2484	101.000	77.500	0.000	0.000	0.000	0.000	0	0
2485	101.000	78.500	0.000	0.000	0.000	0.000	0	0
2486	101.000	79.500	0.000	0.000	0.000	0.000	0	0
2487	101.000	80.500	0.000	0.000	0.000	0.000	0	0
2488	101.000	81.500	0.000	0.000	0.000	0.000	0	0
2489	101.000	82.500	0.000	0.000	0.000	0.000	0	0
2490	101.000	83.500	0.000	0.000	0.000	0.000	0	0
2491	101.000	84.500	0.000	0.000	0.000	0.000	0	0
2492	101.000	85.500	0.000	0.000	0.000	0.000	0	0
2493	101.000	86.500	0.000	0.000	0.000	0.000	0	0
2494	101.000	87.500	0.000	0.000	0.000	0.000	0	0
2495	101.000	88.500	0.000	0.000	0.000	0.000	0	0
2496	101.000	89.500	0.000	0.000	0.000	0.000	0	0
2497	101.000	90.500	0.000	0.000	0.000	0.000	0	0
2498	101.000	91.500	0.000	0.000	0.000	0.000	0	0
2499	101.000	92.500	0.000	0.000	0.000	0.000	0	0
2500	101.000	93.500	0.000	0.000	0.000	0.000	0	0
2501	101.000	94.500	0.000	0.000	0.000	0.000	0	0
2502	101.000	95.500	0.000	0.000	0.000	0.000	0	0
2503	101.000	96.500	0.000	0.000	0.000	0.000	0	0
2504	101.000	97.500	0.000	0.000	0.000	0.000	0	0
2505	101.000	98.500	0.000	0.000	0.000	0.000	0	0
2506	101.000	99.500	0.000	0.000	0.000	0.000	0	0
2507	101.000	100.500	0.000	0.000	0.000	0.000	0	0
2508	101.000	101.500	0.000	0.000	0.000	0.000	0	0
2509	101.000	102.500	0.000	0.000	0.000	0.000	0	0
2510	101.000	103.500	0.000	0.000	0.000	0.000	0	0
2511	101.000	104.500	0.000	0.000	0.000	0.000	0	0
2512	101.000	105.500	0.000	0.000	0.000	0.000	0	0
2513	101.000	106.500	0.000	0.000	0.000	0.000	0	0
2514	101.000	107.500	0.000	0.000	0.000	0.000	0	0
2515	101.000	108.500	0.000	0.000	0.000	0.000	0	0
2516	101.000	109.500	0.000	0.000	0.000	0.000	0	0
