CYCLE	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	CMDPOS7	out_0.0	in_0.0
2594	245.970	0.000	0.000	0.000	0.000	0	0
2595	251.406	0.000	0.000	0.000	0.000	0	0
2596	256.901	0.000	0.000	0.000	0.000	0	0
2597	262.455	0.000	0.000	0.000	0.000	0	0
2598	268.069	0.000	0.000	0.000	0.000	0	0
2599	273.743	0.000	0.000	0.000	0.000	0	0
2600	279.475	0.000	0.000	0.000	0.000	0	0
2601	285.267	0.000	0.000	0.000	0.000	0	0
2602	291.119	0.000	0.000	0.000	0.000	0	0
2603	297.030	0.000	0.000	0.000	0.000	0	0
2604	303.000	0.000	0.000	0.000	0.000	0	0
2605	303.000	0.000	0.000	0.000	0.000	0	0
2606	303.000	0.000	0.000	0.000	0.000	0	0
2607	303.000	0.044	0.000	0.000	0.000	0	0
2608	303.000	0.176	0.000	0.000	0.000	0	0
2609	303.000	0.397	0.000	0.000	0.000	0	0
2610	303.000	0.705	0.000	0.000	0.000	0	0
2611	303.000	1.102	0.000	0.000	0.000	0	0
2612	303.000	1.587	0.000	0.000	0.000	0	0
2613	303.000	2.160	0.000	0.000	0.000	0	0
2614	303.000	2.821	0.000	0.000	0.000	0	0
2615	303.000	3.570	0.000	0.000	0.000	0	0
2616	303.000	4.407	0.000	0.000	0.000	0	0
2617	303.000	5.333	0.000	0.000	0.000	0	0
2618	303.000	6.346	0.000	0.000	0.000	0	0
2619	303.000	7.448	0.000	0.000	0.000	0	0
2620	303.000	8.638	0.000	0.000	0.000	0	0
2621	303.000	9.916	0.000	0.000	0.000	0	0
2622	303.000	11.283	0.000	0.000	0.000	0	0
2623	303.000	12.737	0.000	0.000	0.000	0	0
2624	303.000	14.280	0.000	0.000	0.000	0	0
2625	303.000	15.910	0.000	0.000	0.000	0	0
2626	303.000	17.629	0.000	0.000	0.000	0	0
2627	303.000	19.436	0.000	0.000	0.000	0	0
2628	303.000	21.331	0.000	0.000	0.000	0	0
2629	303.000	23.314	0.000	0.000	0.000	0	0
2630	303.000	25.386	0.000	0.000	0.000	0	0
2631	303.000	27.545	0.000	0.000	0.000	0	0
2632	303.000	29.793	0.000	0.000	0.000	0	0
2633	303.000	32.124	0.000	0.000	0.000	0	0
2634	303.000	34.537	0.000	0.000	0.000	0	0
2635	303.000	37.028	0.000	0.000	0.000	0	0
2636	303.000	39.592	0.000	0.000	0.000	0	0
2637	303.000	42.227	0.000	0.000	0.000	0	0
2638	303.000	44.929	0.000	0.000	0.000	0	0
2639	303.000	47.694	0.000	0.000	0.000	0	0
2640	303.000	50.520	0.000	0.000	0.000	0	0
2641	303.000	53.401	0.000	0.000	0.000	0	0
2642	303.000	56.336	0.000	0.000	0.000	0	0
2643	303.000	59.320	0.000	0.000	0.000	0	0
2644	303.000	62.350	0.000	0.000	0.000	0	0
2645	303.000	65.422	0.000	0.000	0.000	0	0
2646	303.000	68.533	0.000	0.000	0.000	0	0
2647	303.000	71.679	0.000	0.000	0.000	0	0
2648	303.000	74.857	0.000	0.000	0.000	0	0
2649	303.000	78.063	0.000	0.000	0.000	0	0
2650	303.000	81.294	0.000	0.000	0.000	0	0
2651	303.000	84.546	0.000	0.000	0.000	0	0
2652	303.000	87.816	0.000	0.000	0.000	0	0
2653	303.000	91.100	0.000	0.000	0.000	0	0
2654	303.000	94.394	0.000	0.000	0.000	0	0
2655	303.000	97.695	0.000	0.000	0.000	0	0
2656	303.000	101.000	0.000	0.000	0.000	0	0
2657	303.000	104.305	0.000	0.000	0.000	0	0
2658	303.000	107.610	0.000	0.000	0.000	0	0
2659	303.000	110.915	0.000	0.000	0.000	0	0
2660	303.000	114.218	0.000	0.000	0.000	0	0
2661	303.000	117.519	0.000	0.000	0.000	0	0
2662	303.000	120.819	0.000	0.000	0.000	0	0
2663	303.000	124.116	0.000	0.000	0.000	0	0
2664	303.000	127.410	0.000	0.000	0.000	0	0
2665	303.000	130.701	0.000	0.000	0.000	0	0
2666	303.000	133.989	0.000	0.000	0.000	0	0
2667	303.000	137.273	0.000	0.000	0.000	0	0
2668	303.000	140.553	0.000	0.000	0.000	0	0
2669	303.000	143.827	0.000	0.000	0.000	0	0
2670	303.000	147.097	0.000	0.000	0.000	0	0
2671	303.000	150.361	0.000	0.000	0.000	0	0
2672	303.000	153.620	0.000	0.000	0.000	0	0
2673	303.000	156.872	0.000	0.000	0.000	0	0
2674	303.000	160.117	0.000	0.000	0.000	0	0
2675	303.000	163.356	0.000	0.000	0.000	0	0
2676	303.000	166.587	0.000	0.000	0.000	0	0
2677	303.000	169.810	0.000	0.000	0.000	0	0
2678	303.000	173.025	0.000	0.000	0.000	0	0
2679	303.000	176.231	0.000	0.000	0.000	0	0
2680	303.000	179.428	0.000	0.000	0.000	0	0
2681	303.000	182.616	0.000	0.000	0.000	0	0
2682	303.000	185.794	0.000	0.000	0.000	0	0
2683	303.000	188.962	0.000	0.000	0.000	0	0
2684	303.000	192.119	0.000	0.000	0.000	0	0
2685	303.000	195.266	0.000	0.000	0.000	0	0
2686	303.000	198.401	0.000	0.000	0.000	0	0
2687	303.000	201.524	0.000	0.000	0.000	0	0
2688	303.000	204.635	0.000	0.000	0.000	0	0
2689	303.000	207.734	0.000	0.000	0.000	0	0
2690	303.000	210.819	0.000	0.000	0.000	0	0
2691	303.000	213.891	0.000	0.000	0.000	0	0
2692	303.000	216.950	0.000	0.000	0.000	0	0
2693	303.000	219.995	0.000	0.000	0.000	0	0
2694	303.000	223.025	0.000	0.000	0.000	0	0
2695	303.000	226.040	0.000	0.000	0.000	0	0
2696	303.000	229.039	0.000	0.000	0.000	0	0
2697	303.000	232.024	0.000	0.000	0.000	0	0
2698	303.000	234.992	0.000	0.000	0.000	0	0
2699	303.000	237.943	0.000	0.000	0.000	0	0
2700	303.000	240.878	0.000	0.000	0.000	0	0
2701	303.000	243.796	0.000	0.000	0.000	0	0
2702	303.000	246.696	0.000	0.000	0.000	0	0
2703	303.000	249.577	0.000	0.000	0.000	0	0
2704	303.000	252.441	0.000	0.000	0.000	0	0
2705	303.000	255.286	0.000	0.000	0.000	0	0
2706	303.000	258.111	0.000	0.000	0.000	0	0
2707	303.000	260.917	0.000	0.000	0.000	0	0
2708	303.000	263.703	0.000	0.000	0.000	0	0
2709	303.000	266.468	0.000	0.000	0.000	0	0
2710	303.000	269.213	0.000	0.000	0.000	0	0
2711	303.000	271.937	0.000	0.000	0.000	0	0
2712	303.000	274.639	0.000	0.000	0.000	0	0
2713	303.000	277.319	0.000	0.000	0.000	0	0
2714	303.000	279.977	0.000	0.000	0.000	0	0
2715	303.000	282.612	0.000	0.000	0.000	0	0
2716	303.000	285.224	0.000	0.000	0.000	0	0
2717	303.000	287.812	0.000	0.000	0.000	0	0
2718	303.000	290.377	0.000	0.000	0.000	0	0
2719	303.000	292.917	0.000	0.000	0.000	0	0
2720	303.000	295.433	0.000	0.000	0.000	0	0
2721	303.000	297.923	0.000	0.000	0.000	0	0
2722	303.000	300.389	0.000	0.000	0.000	0	0
2723	303.000	302.828	0.000	0.000	0.000	0	0
2724	303.000	305.241	0.000	0.000	0.000	0	0
2725	303.000	307.627	0.000	0.000	0.000	0	0
2726	303.000	309.986	0.000	0.000	0.000	0	0
2727	303.000	312.318	0.000	0.000	0.000	0	0
2728	303.000	314.622	0.000	0.000	0.000	0	0
2729	303.000	316.898	0.000	0.000	0.000	0	0
2730	303.000	319.145	0.000	0.000	0.000	0	0
2731	303.000	321.364	0.000	0.000	0.000	0	0
2732	303.000	323.553	0.000	0.000	0.000	0	0
2733	303.000	325.712	0.000	0.000	0.000	0	0
2734	303.000	327.842	0.000	0.000	0.000	0	0
2735	303.000	329.943	0.000	0.000	0.000	0	0
2736	303.000	332.015	0.000	0.000	0.000	0	0
2737	303.000	334.057	0.000	0.000	0.000	0	0
2738	303.000	336.069	0.000	0.000	0.000	0	0
2739	303.000	338.053	0.000	0.000	0.000	0	0
2740	303.000	340.006	0.000	0.000	0.000	0	0
2741	303.000	341.931	0.000	0.000	0.000	0	0
2742	303.000	343.826	0.000	0.000	0.000	0	0
2743	303.000	345.692	0.000	0.000	0.000	0	0
2744	303.000	347.528	0.000	0.000	0.000	0	0
2745	303.000	349.335	0.000	0.000	0.000	0	0
2746	303.000	351.113	0.000	0.000	0.000	0	0
2747	303.000	352.861	0.000	0.000	0.000	0	0
2748	303.000	354.580	0.000	0.000	0.000	0	0
2749	303.000	356.269	0.000	0.000	0.000	0	0
2750	303.000	357.929	0.000	0.000	0.000	0	0
2751	303.000	359.560	0.000	0.000	0.000	0	0
2752	303.000	361.161	0.000	0.000	0.000	0	0
2753	303.000	362.733	0.000	0.000	0.000	0	0
2754	303.000	364.276	0.000	0.000	0.000	0	0
2755	303.000	365.789	0.000	0.000	0.000	0	0
2756	303.000	367.273	0.000	0.000	0.000	0	0
2757	303.000	368.727	0.000	0.000	0.000	0	0
2758	303.000	370.152	0.000	0.000	0.000	0	0
2759	303.000	371.548	0.000	0.000	0.000	0	0
2760	303.000	372.914	0.000	0.000	0.000	0	0
2761	303.000	374.251	0.000	0.000	0.000	0	0
2762	303.000	375.558	0.000	0.000	0.000	0	0
2763	303.000	376.837	0.000	0.000	0.000	0	0
2764	303.000	378.085	0.000	0.000	0.000	0	0
2765	303.000	379.305	0.000	0.000	0.000	0	0
2766	303.000	380.495	0.000	0.000	0.000	0	0
2767	303.000	381.655	0.000	0.000	0.000	0	0
2768	303.000	382.786	0.000	0.000	0.000	0	0
2769	303.000	383.888	0.000	0.000	0.000	0	0
2770	303.000	384.961	0.000	0.000	0.000	0	0
2771	303.000	386.004	0.000	0.000	0.000	0	0
2772	303.000	387.017	0.000	0.000	0.000	0	0
2773	303.000	388.002	0.000	0.000	0.000	0	0
2774	303.000	388.957	0.000	0.000	0.000	0	0
2775	303.000	389.882	0.000	0.000	0.000	0	0
2776	303.000	390.778	0.000	0.000	0.000	0	0
2777	303.000	391.645	0.000	0.000	0.000	0	0
2778	303.000	392.482	0.000	0.000	0.000	0	0
2779	303.000	393.290	0.000	0.000	0.000	0	0
2780	303.000	394.069	0.000	0.000	0.000	0	0
2781	303.000	394.818	0.000	0.000	0.000	0	0
2782	303.000	395.538	0.000	0.000	0.000	0	0
2783	303.000	396.229	0.000	0.000	0.000	0	0
2784	303.000	396.890	0.000	0.000	0.000	0	0
2785	303.000	397.521	0.000	0.000	0.000	0	0
2786	303.000	398.124	0.000	0.000	0.000	0	0
2787	303.000	398.697	0.000	0.000	0.000	0	0
2788	303.000	399.240	0.000	0.000	0.000	0	0
2789	303.000	399.754	0.000	0.000	0.000	0	0
2790	303.000	400.239	0.000	0.000	0.000	0	0
2791	303.000	400.695	0.000	0.000	0.000	0	0
2792	303.000	401.121	0.000	0.000	0.000	0	0
2793	303.000	401.517	0.000	0.000	0.000	0	0
2794	303.000	401.885	0.000	0.000	0.000	0	0
2795	303.000	402.222	0.000	0.000	0.000	0	0
2796	303.000	402.531	0.000	0.000	0.000	0	0
2797	303.000	402.810	0.000	0.000	0.000	0	0
2798	303.000	403.060	0.000	0.000	0.000	0	0
2799	303.000	403.280	0.000	0.000	0.000	0	0
2800	303.000	403.471	0.000	0.000	0.000	0	0
2801	303.000	403.633	0.000	0.000	0.000	0	0
2802	303.000	403.765	0.000	0.000	0.000	0	0
2803	303.000	403.868	0.000	0.000	0.000	0	0
2804	303.000	403.941	0.000	0.000	0.000	0	0
2805	303.000	403.985	0.000	0.000	0.000	0	0
2806	303.000	404.000	0.000	0.000	0.000	0	0
2807	303.000	404.000	0.000	0.000	0.000	0	0
2808	303.000	404.000	0.000	0.000	0.000	0	0
2809	303.000	404.000	0.000	-0.005	0.000	0	0
2810	303.000	404.000	0.000	-0.020	0.000	0	0
2811	303.000	404.000	0.000	-0.045	0.000	0	0
2812	303.000	404.000	0.000	-0.080	0.000	0	0
2813	303.000	404.000	0.000	-0.125	0.000	0	0
2814	303.000	404.000	0.000	-0.180	0.000	0	0
2815	303.000	404.000	0.000	-0.245	0.000	0	0
2816	303.000	404.000	0.000	-0.320	0.000	0	0
2817	303.000	404.000	0.000	-0.405	0.000	0	0
2818	303.000	404.000	0.000	-0.500	0.000	0	0
2819	303.000	404.000	0.000	-0.605	0.000	0	0
2820	303.000	404.000	0.000	-0.720	0.000	0	0
2821	303.000	404.000	0.000	-0.845	0.000	0	0
2822	303.000	404.000	0.000	-0.980	0.000	0	0
2823	303.000	404.000	0.000	-1.125	0.000	0	0
2824	303.000	404.000	0.000	-1.280	0.000	0	0
2825	303.000	404.000	0.000	-1.445	0.000	0	0
2826	303.000	404.000	0.000	-1.620	0.000	0	0
2827	303.000	404.000	0.000	-1.805	0.000	0	0
2828	303.000	404.000	0.000	-2.000	0.000	0	0
2829	303.000	404.000	0.000	-2.205	0.000	0	0
2830	303.000	404.000	0.000	-2.420	0.000	0	0
2831	303.000	404.000	0.000	-2.645	0.000	0	0
2832	303.000	404.000	0.000	-2.880	0.000	0	0
2833	303.000	404.000	0.000	-3.125	0.000	0	0
2834	303.000	404.000	0.000	-3.380	0.000	0	0
2835	303.000	404.000	0.000	-3.645	0.000	0	0
2836	303.000	404.000	0.000	-3.920	0.000	0	0
2837	303.000	404.000	0.000	-4.205	0.000	0	0
2838	303.000	404.000	0.000	-4.500	0.000	0	0
2839	303.000	404.000	0.000	-4.805	0.000	0	0
2840	303.000	404.000	0.000	-5.120	0.000	0	0
2841	303.000	404.000	0.000	-5.445	0.000	0	0
2842	303.000	404.000	0.000	-5.780	0.000	0	0
2843	303.000	404.000	0.000	-6.125	0.000	0	0
2844	303.000	404.000	0.000	-6.480	0.000	0	0
2845	303.000	404.000	0.000	-6.845	0.000	0	0
2846	303.000	404.000	0.000	-7.220	0.000	0	0
2847	303.000	404.000	0.000	-7.605	0.000	0	0
2848	303.000	404.000	0.000	-8.000	0.000	0	0
2849	303.000	404.000	0.000	-8.405	0.000	0	0
2850	303.000	404.000	0.000	-8.820	0.000	0	0
2851	303.000	404.000	0.000	-9.245	0.000	0	0
2852	303.000	404.000	0.000	-9.680	0.000	0	0
2853	303.000	404.000	0.000	-10.125	0.000	0	0
2854	303.000	404.000	0.000	-10.580	0.000	0	0
2855	303.000	404.000	0.000	-11.045	0.000	0	0
2856	303.000	404.000	0.000	-11.520	0.000	0	0
2857	303.000	404.000	0.000	-12.005	0.000	0	0
2858	303.000	404.000	0.000	-12.500	0.000	0	0
2859	303.000	404.000	0.000	-13.005	0.000	0	0
2860	303.000	404.000	0.000	-13.520	0.000	0	0
2861	303.000	404.000	0.000	-14.045	0.000	0	0
2862	303.000	404.000	0.000	-14.580	0.000	0	0
2863	303.000	404.000	0.000	-15.125	0.000	0	0
2864	303.000	404.000	0.000	-15.680	0.000	0	0
2865	303.000	404.000	0.000	-16.245	0.000	0	0
2866	303.000	404.000	0.000	-16.820	0.000	0	0
2867	303.000	404.000	0.000	-17.405	0.000	0	0
2868	303.000	404.000	0.000	-18.000	0.000	0	0
2869	303.000	404.000	0.000	-18.605	0.000	0	0
2870	303.000	404.000	0.000	-19.220	0.000	0	0
2871	303.000	404.000	0.000	-19.845	0.000	0	0
2872	303.000	404.000	0.000	-20.480	0.000	0	0
2873	303.000	404.000	0.000	-21.125	0.000	0	0
2874	303.000	404.000	0.000	-21.780	0.000	0	0
2875	303.000	404.000	0.000	-22.445	0.000	0	0
2876	303.000	404.000	0.000	-23.120	0.000	0	0
2877	303.000	404.000	0.000	-23.805	0.000	0	0
2878	303.000	404.000	0.000	-24.500	0.000	0	0
2879	303.000	404.000	0.000	-25.205	0.000	0	0
2880	303.000	404.000	0.000	-25.920	0.000	0	0
2881	303.000	404.000	0.000	-26.645	0.000	0	0
2882	303.000	404.000	0.000	-27.380	0.000	0	0
2883	303.000	404.000	0.000	-28.125	0.000	0	0
2884	303.000	404.000	0.000	-28.880	0.000	0	0
2885	303.000	404.000	0.000	-29.645	0.000	0	0
2886	303.000	404.000	0.000	-30.420	0.000	0	0
2887	303.000	404.000	0.000	-31.205	0.000	0	0
2888	303.000	404.000	0.000	-32.000	0.000	0	0
2889	303.000	404.000	0.000	-32.805	0.000	0	0
2890	303.000	404.000	0.000	-33.620	0.000	0	0
2891	303.000	404.000	0.000	-34.445	0.000	0	0
2892	303.000	404.000	0.000	-35.280	0.000	0	0
2893	303.000	404.000	0.000	-36.125	0.000	0	0
2894	303.000	404.000	0.000	-36.980	0.000	0	0
2895	303.000	404.000	0.000	-37.845	0.000	0	0
2896	303.000	404.000	0.000	-38.720	0.000	0	0
2897	303.000	404.000	0.000	-39.605	0.000	0	0
2898	303.000	404.000	0.000	-40.500	0.000	0	0
2899	303.000	404.000	0.000	-41.405	0.000	0	0
2900	303.000	404.000	0.000	-42.320	0.000	0	0
2901	303.000	404.000	0.000	-43.245	0.000	0	0
2902	303.000	404.000	0.000	-44.180	0.000	0	0
2903	303.000	404.000	0.000	-45.125	0.000	0	0
2904	303.000	404.000	0.000	-46.080	0.000	0	0
2905	303.000	404.000	0.000	-47.045	0.000	0	0
2906	303.000	404.000	0.000	-48.020	0.000	0	0
2907	303.000	404.000	0.000	-49.005	0.000	0	0
2908	303.000	404.000	0.000	-50.000	0.000	0	0
2909	303.000	404.000	0.000	-51.005	0.000	0	0
2910	303.000	404.000	0.000	-52.020	0.000	0	0
2911	303.000	404.000	0.000	-53.044	0.000	0	0
2912	303.000	404.000	0.000	-54.079	0.000	0	0
2913	303.000	404.000	0.000	-55.123	0.000	0	0
2914	303.000	404.000	0.000	-56.177	0.000	0	0
2915	303.000	404.000	0.000	-57.242	0.000	0	0
2916	303.000	404.000	0.000	-58.315	0.000	0	0
2917	303.000	404.000	0.000	-59.399	0.000	0	0
2918	303.000	404.000	0.000	-60.493	0.000	0	0
2919	303.000	404.000	0.000	-61.596	0.000	0	0
2920	303.000	404.000	0.000	-62.710	0.000	0	0
2921	303.000	404.000	0.000	-63.833	0.000	0	0
2922	303.000	404.000	0.000	-64.966	0.000	0	0
2923	303.000	404.000	0.000	-66.109	0.000	0	0
2924	303.000	404.000	0.000	-67.262	0.000	0	0
2925	303.000	404.000	0.000	-68.425	0.000	0	0
2926	303.000	404.000	0.000	-69.597	0.000	0	0
2927	303.000	404.000	0.000	-70.780	0.000	0	0
2928	303.000	404.000	0.000	-71.972	0.000	0	0
2929	303.000	404.000	0.000	-73.174	0.000	0	0
2930	303.000	404.000	0.000	-74.386	0.000	0	0
2931	303.000	404.000	0.000	-75.608	0.000	0	0
2932	303.000	404.000	0.000	-76.839	0.000	0	0
2933	303.000	404.000	0.000	-78.081	0.000	0	0
2934	303.000	404.000	0.000	-79.332	0.000	0	0
2935	303.000	404.000	0.000	-80.594	0.000	0	0
2936	303.000	404.000	0.000	-81.865	0.000	0	0
2937	303.000	404.000	0.000	-83.146	0.000	0	0
2938	303.000	404.000	0.000	-84.436	0.000	0	0
2939	303.000	404.000	0.000	-85.737	0.000	0	0
2940	303.000	404.000	0.000	-87.048	0.000	0	0
2941	303.000	404.000	0.000	-88.368	0.000	0	0
2942	303.000	404.000	0.000	-89.698	0.000	0	0
2943	303.000	404.000	0.000	-91.038	0.000	0	0
