CYCLE	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	CMDPOS7	out_0.0	in_0.0
48758	0.112	0.000	0.000	0.000	0.000	0	0
48759	0.137	0.000	0.000	0.000	0.000	0	0
48760	0.164	0.000	0.000	0.000	0.000	0	0
48761	0.194	0.000	0.000	0.000	0.000	0	0
48762	0.229	0.000	0.000	0.000	0.000	0	0
48763	0.267	0.000	0.000	0.000	0.000	0	0
48764	0.309	0.000	0.000	0.000	0.000	0	0
48765	0.355	0.000	0.000	0.000	0.000	0	0
48766	0.406	0.000	0.000	0.000	0.000	0	0
48767	0.461	0.000	0.000	0.000	0.000	0	0
48768	0.521	0.000	0.000	0.000	0.000	0	0
48769	0.586	0.000	0.000	0.000	0.000	0	0
48770	0.656	0.000	0.000	0.000	0.000	0	0
48771	0.732	0.000	0.000	0.000	0.000	0	0
48772	0.813	0.000	0.000	0.000	0.000	0	0
48773	0.900	0.000	0.000	0.000	0.000	0	0
48774	0.993	0.000	0.000	0.000	0.000	0	0
48775	1.092	0.000	0.000	0.000	0.000	0	0
48776	1.198	0.000	0.000	0.000	0.000	0	0
48777	1.310	0.000	0.000	0.000	0.000	0	0
48778	1.429	0.000	0.000	0.000	0.000	0	0
48779	1.555	0.000	0.000	0.000	0.000	0	0
48780	1.688	0.000	0.000	0.000	0.000	0	0
48781	1.829	0.000	0.000	0.000	0.000	0	0
48782	1.977	0.000	0.000	0.000	0.000	0	0
48783	2.133	0.000	0.000	0.000	0.000	0	0
48784	2.297	0.000	0.000	0.000	0.000	0	0
48785	2.470	0.000	0.000	0.000	0.000	0	0
48786	2.650	0.000	0.000	0.000	0.000	0	0
48787	2.839	0.000	0.000	0.000	0.000	0	0
48788	3.037	0.000	0.000	0.000	0.000	0	0
48789	3.245	0.000	0.000	0.000	0.000	0	0
48790	3.461	0.000	0.000	0.000	0.000	0	0
48791	3.686	0.000	0.000	0.000	0.000	0	0
48792	3.922	0.000	0.000	0.000	0.000	0	0
48793	4.167	0.000	0.000	0.000	0.000	0	0
48794	4.422	0.000	0.000	0.000	0.000	0	0
48795	4.687	0.000	0.000	0.000	0.000	0	0
48796	4.962	0.000	0.000	0.000	0.000	0	0
48797	5.247	0.000	0.000	0.000	0.000	0	0
48798	5.542	0.000	0.000	0.000	0.000	0	0
48799	5.847	0.000	0.000	0.000	0.000	0	0
48800	6.162	0.000	0.000	0.000	0.000	0	0
48801	6.487	0.000	0.000	0.000	0.000	0	0
48802	6.822	0.000	0.000	0.000	0.000	0	0
48803	7.167	0.000	0.000	0.000	0.000	0	0
48804	7.522	0.000	0.000	0.000	0.000	0	0
48805	7.887	0.000	0.000	0.000	0.000	0	0
48806	8.262	0.000	0.000	0.000	0.000	0	0
48807	8.647	0.000	0.000	0.000	0.000	0	0
48808	9.042	0.000	0.000	0.000	0.000	0	0
48809	9.447	0.000	0.000	0.000	0.000	0	0
48810	9.862	0.000	0.000	0.000	0.000	0	0
48811	10.287	0.000	0.000	0.000	0.000	0	0
48812	10.722	0.000	0.000	0.000	0.000	0	0
48813	11.167	0.000	0.000	0.000	0.000	0	0
48814	11.622	0.000	0.000	0.000	0.000	0	0
48815	12.087	0.000	0.000	0.000	0.000	0	0
48816	12.562	0.000	0.000	0.000	0.000	0	0
48817	13.047	0.000	0.000	0.000	0.000	0	0
48818	13.542	0.000	0.000	0.000	0.000	0	0
48819	14.047	0.000	0.000	0.000	0.000	0	0
48820	14.562	0.000	0.000	0.000	0.000	0	0
48821	15.087	0.000	0.000	0.000	0.000	0	0
48822	15.622	0.000	0.000	0.000	0.000	0	0
48823	16.167	0.000	0.000	0.000	0.000	0	0
48824	16.722	0.000	0.000	0.000	0.000	0	0
48825	17.287	0.000	0.000	0.000	0.000	0	0
48826	17.862	0.000	0.000	0.000	0.000	0	0
48827	18.447	0.000	0.000	0.000	0.000	0	0
48828	19.042	0.000	0.000	0.000	0.000	0	0
48829	19.647	0.000	0.000	0.000	0.000	0	0
48830	20.262	0.000	0.000	0.000	0.000	0	0
48831	20.887	0.000	0.000	0.000	0.000	0	0
48832	21.522	0.000	0.000	0.000	0.000	0	0
48833	22.167	0.000	0.000	0.000	0.000	0	0
48834	22.822	0.000	0.000	0.000	0.000	0	0
48835	23.487	0.000	0.000	0.000	0.000	0	0
48836	24.162	0.000	0.000	0.000	0.000	0	0
48837	24.847	0.000	0.000	0.000	0.000	0	0
48838	25.542	0.000	0.000	0.000	0.000	0	0
48839	26.247	0.000	0.000	0.000	0.000	0	0
48840	26.962	0.000	0.000	0.000	0.000	0	0
48841	27.687	0.000	0.000	0.000	0.000	0	0
48842	28.422	0.000	0.000	0.000	0.000	0	0
48843	29.167	0.000	0.000	0.000	0.000	0	0
48844	29.922	0.000	0.000	0.000	0.000	0	0
48845	30.686	0.000	0.000	0.000	0.000	0	0
48846	31.461	0.000	0.000	0.000	0.000	0	0
48847	32.245	0.000	0.000	0.000	0.000	0	0
48848	33.038	0.000	0.000	0.000	0.000	0	0
48849	33.839	0.000	0.000	0.000	0.000	0	0
48850	34.650	0.000	0.000	0.000	0.000	0	0
48851	35.470	0.000	0.000	0.000	0.000	0	0
48852	36.297	0.000	0.000	0.000	0.000	0	0
48853	37.133	0.000	0.000	0.000	0.000	0	0
48854	37.977	0.000	0.000	0.000	0.000	0	0
48855	38.829	0.000	0.000	0.000	0.000	0	0
48856	39.688	0.000	0.000	0.000	0.000	0	0
48857	40.555	0.000	0.000	0.000	0.000	0	0
48858	41.429	0.000	0.000	0.000	0.000	0	0
48859	42.310	0.000	0.000	0.000	0.000	0	0
48860	43.198	0.000	0.000	0.000	0.000	0	0
48861	44.092	0.000	0.000	0.000	0.000	0	0
48862	44.993	0.000	0.000	0.000	0.000	0	0
48863	45.900	0.000	0.000	0.000	0.000	0	0
48864	46.813	0.000	0.000	0.000	0.000	0	0
48865	47.732	0.000	0.000	0.000	0.000	0	0
48866	48.656	0.000	0.000	0.000	0.000	0	0
48867	49.586	0.000	0.000	0.000	0.000	0	0
48868	50.521	0.000	0.000	0.000	0.000	0	0
48869	51.461	0.000	0.000	0.000	0.000	0	0
48870	52.406	0.000	0.000	0.000	0.000	0	0
48871	53.355	0.000	0.000	0.000	0.000	0	0
48872	54.309	0.000	0.000	0.000	0.000	0	0
48873	55.267	0.000	0.000	0.000	0.000	0	0
48874	56.229	0.000	0.000	0.000	0.000	0	0
48875	57.194	0.000	0.000	0.000	0.000	0	0
48876	58.164	0.000	0.000	0.000	0.000	0	0
48877	59.137	0.000	0.000	0.000	0.000	0	0
48878	60.113	0.000	0.000	0.000	0.000	0	0
48879	61.091	0.000	0.000	0.000	0.000	0	0
48880	62.073	0.000	0.000	0.000	0.000	0	0
48881	63.058	0.000	0.000	0.000	0.000	0	0
48882	64.044	0.000	0.000	0.000	0.000	0	0
48883	65.033	0.000	0.000	0.000	0.000	0	0
48884	66.024	0.000	0.000	0.000	0.000	0	0
48885	67.017	0.000	0.000	0.000	0.000	0	0
48886	68.011	0.000	0.000	0.000	0.000	0	0
48887	69.007	0.000	0.000	0.000	0.000	0	0
48888	70.004	0.000	0.000	0.000	0.000	0	0
48889	71.002	0.000	0.000	0.000	0.000	0	0
48890	72.001	0.000	0.000	0.000	0.000	0	0
48891	73.000	0.000	0.000	0.000	0.000	0	0
48892	74.000	0.000	0.000	0.000	0.000	0	0
48893	75.000	0.000	0.000	0.000	0.000	0	0
48894	76.000	0.000	0.000	0.000	0.000	0	0
48895	77.000	0.000	0.000	0.000	0.000	0	0
48896	78.000	0.000	0.000	0.000	0.000	0	0
48897	79.000	0.000	0.000	0.000	0.000	0	0
48898	80.000	0.000	0.000	0.000	0.000	0	0
48899	81.000	0.000	0.000	0.000	0.000	0	0
48900	82.000	0.000	0.000	0.000	0.000	0	0
48901	83.000	0.000	0.000	0.000	0.000	0	0
48902	84.000	0.000	0.000	0.000	0.000	0	0
48903	85.000	0.000	0.000	0.000	0.000	0	0
48904	86.000	0.000	0.000	0.000	0.000	0	0
48905	87.000	0.000	0.000	0.000	0.000	0	0
48906	88.000	0.000	0.000	0.000	0.000	0	0
48907	89.000	0.000	0.000	0.000	0.000	0	0
48908	90.000	0.000	0.000	0.000	0.000	0	0
48909	91.000	0.000	0.000	0.000	0.000	0	0
48910	92.000	0.000	0.000	0.000	0.000	0	0
48911	93.000	0.000	0.000	0.000	0.000	0	0
48912	94.000	0.000	0.000	0.000	0.000	0	0
48913	95.000	0.000	0.000	0.000	0.000	0	0
48914	96.000	0.000	0.000	0.000	0.000	0	0
48915	97.000	0.000	0.000	0.000	0.000	0	0
48916	98.000	0.000	0.000	0.000	0.000	0	0
48917	99.000	0.000	0.000	0.000	0.000	0	0
48918	100.000	0.000	0.000	0.000	0.000	0	0
48919	101.000	0.000	0.000	0.000	0.000	0	0
48920	102.000	0.000	0.000	0.000	0.000	0	0
48921	103.000	0.000	0.000	0.000	0.000	0	0
48922	104.000	0.000	0.000	0.000	0.000	0	0
48923	105.000	0.000	0.000	0.000	0.000	0	0
48924	106.000	0.000	0.000	0.000	0.000	0	0
48925	107.000	0.000	0.000	0.000	0.000	0	0
48926	108.000	0.000	0.000	0.000	0.000	0	0
48927	109.000	0.000	0.000	0.000	0.000	0	0
48928	110.000	0.000	0.000	0.000	0.000	0	0
48929	111.000	0.000	0.000	0.000	0.000	0	0
48930	112.000	0.000	0.000	0.000	0.000	0	0
48931	113.000	0.000	0.000	0.000	0.000	0	0
48932	114.000	0.000	0.000	0.000	0.000	0	0
48933	115.000	0.000	0.000	0.000	0.000	0	0
48934	116.000	0.000	0.000	0.000	0.000	0	0
48935	117.000	0.000	0.000	0.000	0.000	0	0
48936	118.000	0.000	0.000	0.000	0.000	0	0
48937	119.000	0.000	0.000	0.000	0.000	0	0
48938	120.000	0.000	0.000	0.000	0.000	0	0
48939	121.000	0.000	0.000	0.000	0.000	0	0
48940	122.000	0.000	0.000	0.000	0.000	0	0
48941	123.000	0.000	0.000	0.000	0.000	0	0
48942	124.000	0.000	0.000	0.000	0.000	0	0
48943	125.000	0.000	0.000	0.000	0.000	0	0
48944	126.000	0.000	0.000	0.000	0.000	0	0
48945	127.000	0.000	0.000	0.000	0.000	0	0
48946	128.000	0.000	0.000	0.000	0.000	0	0
48947	129.000	0.000	0.000	0.000	0.000	0	0
48948	130.000	0.000	0.000	0.000	0.000	0	0
48949	131.000	0.000	0.000	0.000	0.000	0	0
48950	132.000	0.000	0.000	0.000	0.000	0	0
48951	133.000	0.000	0.000	0.000	0.000	0	0
48952	134.000	0.000	0.000	0.000	0.000	0	0
48953	135.000	0.000	0.000	0.000	0.000	0	0
48954	136.000	0.000	0.000	0.000	0.000	0	0
48955	137.000	0.000	0.000	0.000	0.000	0	0
48956	138.000	0.000	0.000	0.000	0.000	0	0
48957	139.000	0.000	0.000	0.000	0.000	0	0
48958	140.000	0.000	0.000	0.000	0.000	0	0
48959	141.000	0.000	0.000	0.000	0.000	0	0
48960	142.000	0.000	0.000	0.000	0.000	0	0
48961	143.000	0.000	0.000	0.000	0.000	0	0
48962	144.000	0.000	0.000	0.000	0.000	0	0
48963	145.000	0.000	0.000	0.000	0.000	0	0
48964	146.000	0.000	0.000	0.000	0.000	0	0
48965	147.000	0.000	0.000	0.000	0.000	0	0
48966	148.000	0.000	0.000	0.000	0.000	0	0
48967	149.000	0.000	0.000	0.000	0.000	0	0
48968	150.000	0.000	0.000	0.000	0.000	0	0
48969	151.000	0.000	0.000	0.000	0.000	0	0
48970	152.000	0.000	0.000	0.000	0.000	0	0
48971	153.000	0.000	0.000	0.000	0.000	0	0
48972	154.000	0.000	0.000	0.000	0.000	0	0
48973	155.000	0.000	0.000	0.000	0.000	0	0
48974	156.000	0.000	0.000	0.000	0.000	0	0
48975	157.000	0.000	0.000	0.000	0.000	0	0
48976	158.000	0.000	0.000	0.000	0.000	0	0
48977	159.000	0.000	0.000	0.000	0.000	0	0
48978	160.000	0.000	0.000	0.000	0.000	0	0
48979	161.000	0.000	0.000	0.000	0.000	0	0
48980	162.000	0.000	0.000	0.000	0.000	0	0
48981	163.000	0.000	0.000	0.000	0.000	0	0
48982	164.000	0.000	0.000	0.000	0.000	0	0
48983	165.000	0.000	0.000	0.000	0.000	0	0
48984	166.000	0.000	0.000	0.000	0.000	0	0
48985	167.000	0.000	0.000	0.000	0.000	0	0
48986	168.000	0.000	0.000	0.000	0.000	0	0
48987	169.000	0.000	0.000	0.000	0.000	0	0
48988	170.000	0.000	0.000	0.000	0.000	0	0
48989	171.000	0.000	0.000	0.000	0.000	0	0
48990	172.000	0.000	0.000	0.000	0.000	0	0
48991	173.000	0.000	0.000	0.000	0.000	0	0
48992	174.000	0.000	0.000	0.000	0.000	0	0
48993	175.000	0.000	0.000	0.000	0.000	0	0
48994	176.000	0.000	0.000	0.000	0.000	0	0
48995	177.000	0.000	0.000	0.000	0.000	0	0
48996	178.000	0.000	0.000	0.000	0.000	0	0
48997	179.000	0.000	0.000	0.000	0.000	0	0
48998	180.000	0.000	0.000	0.000	0.000	0	0
48999	181.000	0.000	0.000	0.000	0.000	0	0
49000	182.000	0.000	0.000	0.000	0.000	0	0
49001	183.000	0.000	0.000	0.000	0.000	0	0
49002	184.000	0.000	0.000	0.000	0.000	0	0
49003	185.000	0.000	0.000	0.000	0.000	0	0
49004	186.000	0.000	0.000	0.000	0.000	0	0
49005	187.000	0.000	0.000	0.000	0.000	0	0
49006	188.000	0.000	0.000	0.000	0.000	0	0
49007	189.000	0.000	0.000	0.000	0.000	0	0
49008	190.000	0.000	0.000	0.000	0.000	0	0
49009	191.000	0.000	0.000	0.000	0.000	0	0
49010	192.000	0.000	0.000	0.000	0.000	0	0
49011	193.000	0.000	0.000	0.000	0.000	0	0
49012	194.000	0.000	0.000	0.000	0.000	0	0
49013	195.000	0.000	0.000	0.000	0.000	0	0
49014	196.000	0.000	0.000	0.000	0.000	0	0
49015	197.000	0.000	0.000	0.000	0.000	0	0
49016	198.000	0.000	0.000	0.000	0.000	0	0
49017	199.000	0.000	0.000	0.000	0.000	0	0
49018	200.000	0.000	0.000	0.000	0.000	0	0
49019	201.000	0.000	0.000	0.000	0.000	0	0
49020	202.000	0.000	0.000	0.000	0.000	0	0
49021	203.000	0.000	0.000	0.000	0.000	0	0
49022	204.000	0.000	0.000	0.000	0.000	0	0
49023	205.000	0.000	0.000	0.000	0.000	0	0
49024	206.000	0.000	0.000	0.000	0.000	0	0
49025	207.000	0.000	0.000	0.000	0.000	0	0
49026	208.000	0.000	0.000	0.000	0.000	0	0
49027	209.000	0.000	0.000	0.000	0.000	0	0
49028	210.000	0.000	0.000	0.000	0.000	0	0
49029	211.000	0.000	0.000	0.000	0.000	0	0
49030	212.000	0.000	0.000	0.000	0.000	0	0
49031	213.000	0.000	0.000	0.000	0.000	0	0
49032	214.000	0.000	0.000	0.000	0.000	0	0
49033	215.000	0.000	0.000	0.000	0.000	0	0
49034	216.000	0.000	0.000	0.000	0.000	0	0
49035	217.000	0.000	0.000	0.000	0.000	0	0
49036	218.000	0.000	0.000	0.000	0.000	0	0
49037	219.000	0.000	0.000	0.000	0.000	0	0
49038	220.000	0.000	0.000	0.000	0.000	0	0
49039	221.000	0.000	0.000	0.000	0.000	0	0
49040	222.000	0.000	0.000	0.000	0.000	0	0
49041	223.000	0.000	0.000	0.000	0.000	0	0
49042	224.000	0.000	0.000	0.000	0.000	0	0
49043	225.000	0.000	0.000	0.000	0.000	0	0
49044	226.000	0.000	0.000	0.000	0.000	0	0
49045	227.000	0.000	0.000	0.000	0.000	0	0
49046	228.000	0.000	0.000	0.000	0.000	0	0
49047	229.000	0.000	0.000	0.000	0.000	0	0
49048	230.000	0.000	0.000	0.000	0.000	0	0
49049	230.999	0.000	0.000	0.000	0.000	0	0
49050	231.998	0.000	0.000	0.000	0.000	0	0
49051	232.996	0.000	0.000	0.000	0.000	0	0
49052	233.993	0.000	0.000	0.000	0.000	0	0
49053	234.989	0.000	0.000	0.000	0.000	0	0
49054	235.983	0.000	0.000	0.000	0.000	0	0
49055	236.976	0.000	0.000	0.000	0.000	0	0
49056	237.967	0.000	0.000	0.000	0.000	0	0
49057	238.956	0.000	0.000	0.000	0.000	0	0
49058	239.942	0.000	0.000	0.000	0.000	0	0
49059	240.927	0.000	0.000	0.000	0.000	0	0
49060	241.909	0.000	0.000	0.000	0.000	0	0
49061	242.887	0.000	0.000	0.000	0.000	0	0
49062	243.863	0.000	0.000	0.000	0.000	0	0
49063	244.836	0.000	0.000	0.000	0.000	0	0
49064	245.806	0.000	0.000	0.000	0.000	0	0
49065	246.771	0.000	0.000	0.000	0.000	0	0
49066	247.733	0.000	0.000	0.000	0.000	0	0
49067	248.691	0.000	0.000	0.000	0.000	0	0
49068	249.645	0.000	0.000	0.000	0.000	0	0
49069	250.594	0.000	0.000	0.000	0.000	0	0
49070	251.539	0.000	0.000	0.000	0.000	0	0
49071	252.479	0.000	0.000	0.000	0.000	0	0
49072	253.414	0.000	0.000	0.000	0.000	0	0
49073	254.344	0.000	0.000	0.000	0.000	0	0
49074	255.268	0.000	0.000	0.000	0.000	0	0
49075	256.187	0.000	0.000	0.000	0.000	0	0
49076	257.100	0.000	0.000	0.000	0.000	0	0
49077	258.007	0.000	0.000	0.000	0.000	0	0
49078	258.908	0.000	0.000	0.000	0.000	0	0
49079	259.802	0.000	0.000	0.000	0.000	0	0
49080	260.690	0.000	0.000	0.000	0.000	0	0
49081	261.571	0.000	0.000	0.000	0.000	0	0
49082	262.445	0.000	0.000	0.000	0.000	0	0
49083	263.312	0.000	0.000	0.000	0.000	0	0
49084	264.171	0.000	0.000	0.000	0.000	0	0
49085	265.023	0.000	0.000	0.000	0.000	0	0
49086	265.867	0.000	0.000	0.000	0.000	0	0
49087	266.703	0.000	0.000	0.000	0.000	0	0
49088	267.530	0.000	0.000	0.000	0.000	0	0
49089	268.350	0.000	0.000	0.000	0.000	0	0
49090	269.161	0.000	0.000	0.000	0.000	0	0
49091	269.962	0.000	0.000	0.000	0.000	0	0
49092	270.755	0.000	0.000	0.000	0.000	0	0
49093	271.539	0.000	0.000	0.000	0.000	0	0
49094	272.314	0.000	0.000	0.000	0.000	0	0
49095	273.078	0.000	0.000	0.000	0.000	0	0
49096	273.833	0.000	0.000	0.000	0.000	0	0
49097	274.578	0.000	0.000	0.000	0.000	0	0
49098	275.313	0.000	0.000	0.000	0.000	0	0
49099	276.038	0.000	0.000	0.000	0.000	0	0
49100	276.753	0.000	0.000	0.000	0.000	0	0
49101	277.458	0.000	0.000	0.000	0.000	0	0
49102	278.153	0.000	0.000	0.000	0.000	0	0
49103	278.838	0.000	0.000	0.000	0.000	0	0
49104	279.513	0.000	0.000	0.000	0.000	0	0
49105	280.178	0.000	0.000	0.000	0.000	0	0
49106	280.833	0.000	0.000	0.000	0.000	0	0
49107	281.478	0.000	0.000	0.000	0.000	0	0
49108	282.113	0.000	0.000	0.000	0.000	0	0
49109	282.738	0.000	0.000	0.000	0.000	0	0
49110	283.353	0.000	0.000	0.000	0.000	0	0
49111	283.958	0.000	0.000	0.000	0.000	0	0
49112	284.553	0.000	0.000	0.000	0.000	0	0
49113	285.138	0.000	0.000	0.000	0.000	0	0
49114	285.713	0.000	0.000	0.000	0.000	0	0
49115	286.278	0.000	0.000	0.000	0.000	0	0
49116	286.833	0.000	0.000	0.000	0.000	0	0
49117	287.378	0.000	0.000	0.000	0.000	0	0
49118	287.913	0.000	0.000	0.000	0.000	0	0
49119	288.438	0.000	0.000	0.000	0.000	0	0
49120	288.953	0.000	0.000	0.000	0.000	0	0
49121	289.458	0.000	0.000	0.000	0.000	0	0
49122	289.953	0.000	0.000	0.000	0.000	0	0
49123	290.438	0.000	0.000	0.000	0.000	0	0
49124	290.913	0.000	0.000	0.000	0.000	0	0
49125	291.378	0.000	0.000	0.000	0.000	0	0
49126	291.833	0.000	0.000	0.000	0.000	0	0
49127	292.278	0.000	0.000	0.000	0.000	0	0
49128	292.713	0.000	0.000	0.000	0.000	0	0
49129	293.138	0.000	0.000	0.000	0.000	0	0
49130	293.553	0.000	0.000	0.000	0.000	0	0
49131	293.958	0.000	0.000	0.000	0.000	0	0
49132	294.353	0.000	0.000	0.000	0.000	0	0
49133	294.738	0.000	0.000	0.000	0.000	0	0
49134	295.113	0.000	0.000	0.000	0.000	0	0
49135	295.478	0.000	0.000	0.000	0.000	0	0
49136	295.833	0.000	0.000	0.000	0.000	0	0
49137	296.178	0.000	0.000	0.000	0.000	0	0
49138	296.513	0.000	0.000	0.000	0.000	0	0
49139	296.838	0.000	0.000	0.000	0.000	0	0
49140	297.153	0.000	0.000	0.000	0.000	0	0
49141	297.458	0.000	0.000	0.000	0.000	0	0
49142	297.753	0.000	0.000	0.000	0.000	0	0
49143	298.038	0.000	0.000	0.000	0.000	0	0
49144	298.313	0.000	0.000	0.000	0.000	0	0
49145	298.578	0.000	0.000	0.000	0.000	0	0
49146	298.833	0.000	0.000	0.000	0.000	0	0
49147	299.078	0.000	0.000	0.000	0.000	0	0
49148	299.314	0.000	0.000	0.000	0.000	0	0
49149	299.539	0.000	0.000	0.000	0.000	0	0
49150	299.755	0.000	0.000	0.000	0.000	0	0
49151	299.962	0.000	0.000	0.000	0.000	0	0
49152	300.161	0.000	0.000	0.000	0.000	0	0
49153	300.350	0.000	0.000	0.000	0.000	0	0
49154	300.530	0.000	0.000	0.000	0.000	0	0
49155	300.703	0.000	0.000	0.000	0.000	0	0
49156	300.867	0.000	0.000	0.000	0.000	0	0
49157	301.023	0.000	0.000	0.000	0.000	0	0
49158	301.171	0.000	0.000	0.000	0.000	0	0
49159	301.312	0.000	0.000	0.000	0.000	0	0
49160	301.445	0.000	0.000	0.000	0.000	0	0
49161	301.571	0.000	0.000	0.000	0.000	0	0
49162	301.690	0.000	0.000	0.000	0.000	0	0
49163	301.802	0.000	0.000	0.000	0.000	0	0
49164	301.908	0.000	0.000	0.000	0.000	0	0
49165	302.007	0.000	0.000	0.000	0.000	0	0
49166	302.100	0.000	0.000	0.000	0.000	0	0
49167	302.187	0.000	0.000	0.000	0.000	0	0
49168	302.268	0.000	0.000	0.000	0.000	0	0
49169	302.344	0.000	0.000	0.000	0.000	0	0
49170	302.414	0.000	0.000	0.000	0.000	0	0
49171	302.479	0.000	0.000	0.000	0.000	0	0
49172	302.539	0.000	0.000	0.000	0.000	0	0
49173	302.594	0.000	0.000	0.000	0.000	0	0
49174	302.645	0.000	0.000	0.000	0.000	0	0
49175	302.691	0.000	0.000	0.000	0.000	0	0
49176	302.733	0.000	0.000	0.000	0.000	0	0
49177	302.771	0.000	0.000	0.000	0.000	0	0
49178	302.806	0.000	0.000	0.000	0.000	0	0
49179	302.836	0.000	0.000	0.000	0.000	0	0
49180	302.863	0.000	0.000	0.000	0.000	0	0
49181	302.887	0.000	0.000	0.000	0.000	0	0
49182	302.909	0.000	0.000	0.000	0.000	0	0
