CYCLE	out_0.0	in_0.0
386254	0	0
386255	0	0
386256	0	0
386257	0	0
386258	0	0
386259	0	0
386260	0	0
386261	0	0
386262	0	0
386263	0	0
386264	0	0
386265	0	0
386266	0	0
386267	0	0
386268	0	0
386269	0	0
386270	0	0
386271	0	0
386272	0	0
386273	0	0
386274	0	0
386275	0	0
386276	0	0
386277	0	0
386278	0	0
386279	0	0
386280	0	0
386281	0	0
386282	0	0
386283	0	0
386284	0	0
386285	0	0
386286	0	0
386287	0	0
386288	0	0
386289	0	0
386290	0	0
386291	0	0
386292	0	0
386293	0	0
386294	0	0
386295	0	0
386296	0	0
386297	0	0
386298	0	0
386299	0	0
386300	0	0
386301	0	0
386302	0	0
386303	0	0
386304	0	0
386305	0	0
386306	0	0
386307	0	0
386308	0	0
386309	0	0
386310	0	0
386311	0	0
386312	0	0
386313	0	0
386314	0	0
386315	0	0
386316	0	0
386317	0	0
386318	0	0
386319	0	0
386320	0	0
386321	0	0
386322	0	0
386323	0	0
386324	0	0
386325	0	0
386326	0	0
386327	0	0
386328	0	0
386329	0	0
386330	0	0
386331	0	0
386332	0	0
386333	0	0
386334	0	0
386335	0	0
386336	0	0
386337	0	0
386338	0	0
386339	0	0
386340	0	0
386341	0	0
386342	0	0
386343	0	0
386344	0	0
386345	0	0
386346	0	0
386347	0	0
386348	0	0
386349	0	0
386350	0	0
386351	0	0
386352	0	0
386353	0	0
386354	0	0
386355	0	0
386356	0	0
386357	0	0
386358	0	0
386359	0	0
386360	0	0
386361	0	0
386362	0	0
386363	0	0
386364	0	0
386365	0	0
386366	0	0
386367	0	0
386368	0	0
386369	0	0
386370	0	0
386371	0	0
386372	0	0
386373	0	0
386374	0	0
386375	0	0
386376	0	0
386377	0	0
386378	0	0
386379	0	0
386380	0	0
386381	0	0
386382	0	0
386383	0	0
386384	0	0
386385	0	0
386386	0	0
386387	0	0
386388	0	0
386389	0	0
386390	0	0
386391	0	0
386392	0	0
386393	0	0
386394	0	0
386395	0	0
386396	0	0
386397	0	0
386398	0	0
386399	0	0
386400	0	0
386401	0	0
386402	0	0
386403	0	0
386404	0	0
386405	0	0
386406	0	0
386407	0	0
386408	0	0
386409	0	0
386410	0	0
386411	0	0
386412	0	0
386413	0	0
386414	0	0
386415	0	0
386416	0	0
386417	0	0
386418	0	0
386419	0	0
386420	0	0
386421	0	0
386422	0	0
386423	0	0
386424	0	0
386425	0	0
386426	0	0
386427	0	0
386428	0	0
386429	0	0
386430	0	0
386431	0	0
386432	0	0
386433	0	0
386434	0	0
386435	0	0
386436	0	0
386437	0	0
386438	0	0
386439	0	0
386440	0	0
386441	0	0
386442	0	0
386443	0	0
386444	0	0
386445	0	0
386446	0	0
386447	0	0
386448	0	0
386449	0	0
386450	0	0
386451	0	0
386452	0	0
386453	0	0
386454	0	0
386455	0	0
386456	0	0
386457	0	0
386458	0	0
386459	0	0
386460	0	0
386461	0	0
386462	0	0
386463	0	0
386464	0	0
386465	0	0
386466	0	0
386467	0	0
386468	0	0
386469	0	0
386470	0	0
386471	0	0
386472	0	0
386473	0	0
386474	0	0
386475	0	0
386476	0	0
386477	0	0
386478	0	0
386479	0	0
386480	0	0
386481	0	0
386482	0	0
386483	0	0
386484	0	0
386485	0	0
386486	0	0
386487	0	0
386488	0	0
386489	0	0
386490	0	0
386491	0	0
386492	0	0
386493	0	0
386494	0	0
386495	0	0
386496	0	0
386497	0	0
386498	0	0
386499	0	0
386500	0	0
386501	0	0
386502	0	0
386503	0	0
386504	0	0
386505	0	0
386506	0	0
386507	0	0
386508	0	0
386509	0	0
386510	0	0
386511	0	0
386512	0	0
386513	0	0
386514	0	0
386515	0	0
386516	0	0
386517	0	0
386518	0	0
386519	0	0
386520	0	0
386521	0	0
386522	0	0
386523	0	0
386524	0	0
386525	0	0
386526	0	0
386527	0	0
386528	0	0
386529	0	0
386530	0	0
386531	0	0
386532	0	0
386533	0	0
386534	0	0
386535	0	0
386536	0	0
386537	0	0
386538	0	0
386539	0	0
386540	0	0
386541	0	0
386542	0	0
386543	0	0
386544	0	0
386545	0	0
386546	0	0
386547	0	0
386548	0	0
386549	0	0
386550	0	0
386551	0	0
386552	0	0
386553	0	0
386554	0	0
386555	0	0
386556	0	0
386557	0	0
386558	0	0
386559	0	0
386560	0	0
386561	0	0
386562	0	0
386563	0	0
386564	0	0
386565	0	0
386566	0	0
386567	0	0
386568	0	0
386569	0	0
386570	0	0
386571	0	0
386572	0	0
386573	0	0
386574	0	0
386575	0	0
386576	0	0
386577	0	0
386578	0	0
386579	0	0
386580	0	0
386581	0	0
386582	0	0
386583	0	0
386584	0	0
386585	0	0
386586	0	0
386587	0	0
386588	0	0
386589	0	0
386590	0	0
386591	0	0
386592	0	0
386593	0	0
386594	0	0
386595	0	0
386596	0	0
386597	0	0
386598	0	0
386599	0	0
386600	0	0
386601	0	0
386602	0	0
386603	0	0
386604	0	0
386605	0	0
386606	0	0
386607	0	0
386608	0	0
386609	0	0
386610	0	0
386611	0	0
386612	0	0
386613	0	0
386614	0	0
386615	0	0
386616	0	0
386617	0	0
386618	0	0
386619	0	0
386620	0	0
386621	0	0
386622	0	0
386623	0	0
386624	0	0
386625	0	0
386626	0	0
386627	0	0
386628	0	0
386629	0	0
386630	0	0
386631	0	0
386632	0	0
386633	0	0
386634	0	0
386635	0	0
386636	0	0
386637	0	0
386638	0	0
386639	0	0
386640	0	0
386641	0	0
386642	0	0
386643	0	0
386644	0	0
386645	0	0
386646	0	0
386647	0	0
386648	0	0
386649	0	0
386650	0	0
386651	0	0
386652	0	0
386653	0	0
386654	0	0
386655	0	0
386656	0	0
386657	0	0
386658	0	0
386659	0	0
386660	0	0
386661	0	0
386662	0	0
386663	0	0
386664	0	0
386665	0	0
386666	0	0
386667	0	0
386668	0	0
386669	0	0
386670	0	0
386671	0	0
386672	0	0
386673	0	0
386674	0	0
386675	0	0
386676	0	0
386677	0	0
386678	0	0
386679	0	0
386680	0	0
386681	0	0
386682	0	0
386683	0	0
386684	0	0
386685	0	0
386686	0	0
386687	0	0
386688	0	0
386689	0	0
386690	0	0
386691	0	0
386692	0	0
386693	0	0
386694	0	0
386695	0	0
386696	0	0
386697	0	0
386698	0	0
386699	0	0
386700	0	0
386701	0	0
386702	0	0
386703	0	0
386704	0	0
386705	0	0
386706	0	0
386707	0	0
386708	0	0
386709	0	0
386710	0	0
386711	0	0
386712	0	0
386713	0	0
386714	0	0
386715	0	0
386716	0	0
386717	0	0
386718	0	0
386719	0	0
386720	0	0
386721	0	0
386722	0	0
386723	0	0
386724	0	0
386725	0	0
386726	0	0
386727	0	0
386728	0	0
386729	0	0
386730	0	0
386731	0	0
386732	0	0
386733	0	0
386734	0	0
386735	0	0
386736	0	0
386737	0	0
386738	0	0
386739	0	0
386740	0	0
386741	0	0
386742	0	0
386743	0	0
386744	0	0
386745	0	0
386746	0	0
386747	0	0
386748	0	0
386749	0	0
386750	0	0
386751	0	0
386752	0	0
386753	0	0
386754	0	0
386755	0	0
386756	0	0
386757	0	0
386758	0	0
386759	0	0
386760	0	0
386761	0	0
386762	0	0
386763	0	0
386764	0	0
386765	0	0
386766	0	0
386767	0	0
386768	0	0
386769	0	0
386770	0	0
386771	0	0
386772	0	0
386773	0	0
386774	0	0
386775	0	0
386776	0	0
386777	0	0
386778	0	0
386779	0	0
386780	0	0
386781	0	0
386782	0	0
386783	0	0
386784	0	0
386785	0	0
386786	0	0
386787	0	0
386788	0	0
386789	0	0
386790	0	0
386791	0	0
386792	0	0
386793	0	0
386794	0	0
386795	0	0
386796	0	0
386797	0	0
386798	0	0
386799	0	0
386800	0	0
386801	0	0
386802	0	0
386803	0	0
386804	0	0
386805	0	0
386806	0	0
386807	0	0
386808	0	0
386809	0	0
386810	0	0
386811	0	0
386812	0	0
386813	0	0
386814	0	0
386815	0	0
386816	0	0
386817	0	0
386818	0	0
386819	0	0
386820	0	0
386821	0	0
386822	0	0
386823	0	0
386824	0	0
386825	0	0
386826	0	0
386827	0	0
386828	0	0
386829	0	0
386830	0	0
386831	0	0
386832	0	0
386833	0	0
386834	0	0
386835	0	0
386836	0	0
386837	0	0
386838	0	0
386839	0	0
386840	0	0
386841	0	0
386842	0	0
386843	0	0
386844	0	0
386845	0	0
386846	0	0
386847	0	0
386848	0	0
386849	0	0
386850	0	0
386851	0	0
386852	0	0
386853	0	0
386854	0	0
386855	0	0
386856	0	0
386857	0	0
386858	0	0
386859	0	0
386860	0	0
386861	0	0
386862	0	0
386863	0	0
386864	0	0
386865	0	0
386866	0	0
386867	0	0
386868	0	0
386869	0	0
386870	0	0
386871	0	0
386872	0	0
386873	0	0
386874	0	0
386875	0	0
386876	0	0
386877	0	0
386878	0	0
386879	0	0
386880	0	0
386881	0	0
386882	0	0
386883	0	0
386884	0	0
386885	0	0
386886	0	0
386887	0	0
386888	0	0
386889	0	0
386890	0	0
386891	0	0
386892	0	0
386893	0	0
386894	0	0
386895	0	0
386896	0	0
386897	0	0
386898	0	0
386899	0	0
386900	0	0
386901	0	0
386902	0	0
386903	0	0
386904	0	0
386905	0	0
386906	0	0
386907	0	0
386908	0	0
386909	0	0
386910	0	0
386911	0	0
386912	0	0
386913	0	0
386914	0	0
386915	0	0
386916	0	0
386917	0	0
386918	0	0
386919	0	0
386920	0	0
386921	0	0
386922	0	0
386923	0	0
386924	0	0
386925	0	0
386926	0	0
386927	0	0
386928	0	0
386929	0	0
386930	0	0
386931	0	0
386932	0	0
386933	0	0
386934	0	0
386935	0	0
386936	0	0
386937	0	0
386938	0	0
386939	0	0
386940	0	0
