CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	out_0.0	in_0.0	
2327	59.951	0.000	0.000	0.000	0	0	
2328	60.933	0.000	0.000	0.000	0	0	
2329	61.911	0.000	0.000	0.000	0	0	
2330	62.885	0.000	0.000	0.000	0	0	
2331	63.854	0.000	0.000	0.000	0	0	
2332	64.817	0.000	0.000	0.000	0	0	
2333	65.775	0.000	0.000	0.000	0	0	
2334	66.727	0.000	0.000	0.000	0	0	
2335	67.672	0.000	0.000	0.000	0	0	
2336	68.611	0.000	0.000	0.000	0	0	
2337	69.543	0.000	0.000	0.000	0	0	
2338	70.467	0.000	0.000	0.000	0	0	
2339	71.383	0.000	0.000	0.000	0	0	
2340	72.290	0.000	0.000	0.000	0	0	
2341	73.189	0.000	0.000	0.000	0	0	
2342	74.078	0.000	0.000	0.000	0	0	
2343	74.958	0.000	0.000	0.000	0	0	
2344	75.828	0.000	0.000	0.000	0	0	
2345	76.688	0.000	0.000	0.000	0	0	
2346	77.537	0.000	0.000	0.000	0	0	
2347	78.374	0.000	0.000	0.000	0	0	
2348	79.200	0.000	0.000	0.000	0	0	
2349	80.014	0.000	0.000	0.000	0	0	
2350	80.815	0.000	0.000	0.000	0	0	
2351	81.604	0.000	0.000	0.000	0	0	
2352	82.380	0.000	0.000	0.000	0	0	
2353	83.142	0.000	0.000	0.000	0	0	
2354	83.890	0.000	0.000	0.000	0	0	
2355	84.623	0.000	0.000	0.000	0	0	
2356	85.342	0.000	0.000	0.000	0	0	
2357	86.045	0.000	0.000	0.000	0	0	
2358	86.733	0.000	0.000	0.000	0	0	
2359	87.405	0.000	0.000	0.000	0	0	
2360	88.061	0.000	0.000	0.000	0	0	
2361	88.700	0.000	0.000	0.000	0	0	
2362	89.321	0.000	0.000	0.000	0	0	
2363	89.925	0.000	0.000	0.000	0	0	
2364	90.511	0.000	0.000	0.000	0	0	
2365	91.078	0.000	0.000	0.000	0	0	
2366	91.627	0.000	0.000	0.000	0	0	
2367	92.157	0.000	0.000	0.000	0	0	
2368	92.667	0.000	0.000	0.000	0	0	
2369	93.157	0.000	0.000	0.000	0	0	
2370	93.627	0.000	0.000	0.000	0	0	
2371	94.078	0.000	0.000	0.000	0	0	
2372	94.511	0.000	0.000	0.000	0	0	
2373	94.925	0.000	0.000	0.000	0	0	
2374	95.321	0.000	0.000	0.000	0	0	
2375	95.700	0.000	0.000	0.000	0	0	
2376	96.061	0.000	0.000	0.000	0	0	
2377	96.405	0.000	0.000	0.000	0	0	
2378	96.733	0.000	0.000	0.000	0	0	
2379	97.045	0.000	0.000	0.000	0	0	
2380	97.342	0.000	0.000	0.000	0	0	
2381	97.623	0.000	0.000	0.000	0	0	
2382	97.890	0.000	0.000	0.000	0	0	
2383	98.142	0.000	0.000	0.000	0	0	
2384	98.380	0.000	0.000	0.000	0	0	
2385	98.604	0.000	0.000	0.000	0	0	
2386	98.815	0.000	0.000	0.000	0	0	
2387	99.014	0.000	0.000	0.000	0	0	
2388	99.200	0.000	0.000	0.000	0	0	
2389	99.374	0.000	0.000	0.000	0	0	
2390	99.537	0.000	0.000	0.000	0	0	
2391	99.688	0.000	0.000	0.000	0	0	
2392	99.828	0.000	0.000	0.000	0	0	
2393	99.958	0.000	0.000	0.000	0	0	
2394	100.078	0.000	0.000	0.000	0	0	
2395	100.189	0.000	0.000	0.000	0	0	
2396	100.290	0.000	0.000	0.000	0	0	
2397	100.383	0.000	0.000	0.000	0	0	
2398	100.467	0.000	0.000	0.000	0	0	
2399	100.543	0.000	0.000	0.000	0	0	
2400	100.611	0.000	0.000	0.000	0	0	
2401	100.672	0.000	0.000	0.000	0	0	
2402	100.727	0.000	0.000	0.000	0	0	
2403	100.775	0.000	0.000	0.000	0	0	
2404	100.817	0.000	0.000	0.000	0	0	
2405	100.854	0.000	0.000	0.000	0	0	
2406	100.885	0.000	0.000	0.000	0	0	
2407	100.911	0.000	0.000	0.000	0	0	
2408	100.933	0.000	0.000	0.000	0	0	
2409	100.951	0.000	0.000	0.000	0	0	
2410	100.966	0.000	0.000	0.000	0	0	
2411	100.977	0.000	0.000	0.000	0	0	
2412	100.986	0.000	0.000	0.000	0	0	
2413	100.992	0.000	0.000	0.000	0	0	
2414	100.996	0.000	0.000	0.000	0	0	
2415	100.998	0.000	0.000	0.000	0	0	
2416	100.999	0.000	0.000	0.000	0	0	
2417	101.000	0.000	0.000	0.000	0	0	
2418	101.000	0.000	0.000	0.000	0	0	
2419	101.000	0.000	0.000	0.000	0	0	
2420	101.000	-0.000	0.000	0.000	0	0	
2421	101.000	-0.000	0.000	0.000	0	0	
2422	101.000	-0.001	0.000	0.000	0	0	
2423	101.000	-0.003	0.000	0.000	0	0	
2424	101.000	-0.005	0.000	0.000	0	0	
2425	101.000	-0.009	0.000	0.000	0	0	
2426	101.000	-0.015	0.000	0.000	0	0	
2427	101.000	-0.022	0.000	0.000	0	0	
2428	101.000	-0.031	0.000	0.000	0	0	
2429	101.000	-0.042	0.000	0.000	0	0	
2430	101.000	-0.056	0.000	0.000	0	0	
2431	101.000	-0.073	0.000	0.000	0	0	
2432	101.000	-0.092	0.000	0.000	0	0	
2433	101.000	-0.115	0.000	0.000	0	0	
2434	101.000	-0.141	0.000	0.000	0	0	
2435	101.000	-0.170	0.000	0.000	0	0	
2436	101.000	-0.203	0.000	0.000	0	0	
2437	101.000	-0.241	0.000	0.000	0	0	
2438	101.000	-0.282	0.000	0.000	0	0	
2439	101.000	-0.328	0.000	0.000	0	0	
2440	101.000	-0.378	0.000	0.000	0	0	
2441	101.000	-0.433	0.000	0.000	0	0	
2442	101.000	-0.493	0.000	0.000	0	0	
2443	101.000	-0.558	0.000	0.000	0	0	
2444	101.000	-0.629	0.000	0.000	0	0	
2445	101.000	-0.704	0.000	0.000	0	0	
2446	101.000	-0.786	0.000	0.000	0	0	
2447	101.000	-0.874	0.000	0.000	0	0	
2448	101.000	-0.967	0.000	0.000	0	0	
2449	101.000	-1.067	0.000	0.000	0	0	
2450	101.000	-1.172	0.000	0.000	0	0	
2451	101.000	-1.285	0.000	0.000	0	0	
2452	101.000	-1.404	0.000	0.000	0	0	
2453	101.000	-1.530	0.000	0.000	0	0	
2454	101.000	-1.662	0.000	0.000	0	0	
2455	101.000	-1.802	0.000	0.000	0	0	
2456	101.000	-1.949	0.000	0.000	0	0	
2457	101.000	-2.104	0.000	0.000	0	0	
2458	101.000	-2.266	0.000	0.000	0	0	
2459	101.000	-2.435	0.000	0.000	0	0	
2460	101.000	-2.612	0.000	0.000	0	0	
2461	101.000	-2.797	0.000	0.000	0	0	
2462	101.000	-2.991	0.000	0.000	0	0	
2463	101.000	-3.192	0.000	0.000	0	0	
2464	101.000	-3.401	0.000	0.000	0	0	
2465	101.000	-3.619	0.000	0.000	0	0	
2466	101.000	-3.845	0.000	0.000	0	0	
2467	101.000	-4.079	0.000	0.000	0	0	
2468	101.000	-4.323	0.000	0.000	0	0	
2469	101.000	-4.575	0.000	0.000	0	0	
2470	101.000	-4.835	0.000	0.000	0	0	
2471	101.000	-5.105	0.000	0.000	0	0	
2472	101.000	-5.384	0.000	0.000	0	0	
2473	101.000	-5.671	0.000	0.000	0	0	
2474	101.000	-5.968	0.000	0.000	0	0	
2475	101.000	-6.274	0.000	0.000	0	0	
2476	101.000	-6.589	0.000	0.000	0	0	
2477	101.000	-6.914	0.000	0.000	0	0	
2478	101.000	-7.248	0.000	0.000	0	0	
2479	101.000	-7.591	0.000	0.000	0	0	
2480	101.000	-7.944	0.000	0.000	0	0	
2481	101.000	-8.307	0.000	0.000	0	0	
2482	101.000	-8.679	0.000	0.000	0	0	
2483	101.000	-9.061	0.000	0.000	0	0	
2484	101.000	-9.452	0.000	0.000	0	0	
2485	101.000	-9.853	0.000	0.000	0	0	
2486	101.000	-10.264	0.000	0.000	0	0	
2487	101.000	-10.685	0.000	0.000	0	0	
2488	101.000	-11.116	0.000	0.000	0	0	
2489	101.000	-11.556	0.000	0.000	0	0	
2490	101.000	-12.007	0.000	0.000	0	0	
2491	101.000	-12.467	0.000	0.000	0	0	
2492	101.000	-12.937	0.000	0.000	0	0	
2493	101.000	-13.417	0.000	0.000	0	0	
2494	101.000	-13.907	0.000	0.000	0	0	
2495	101.000	-14.407	0.000	0.000	0	0	
2496	101.000	-14.917	0.000	0.000	0	0	
2497	101.000	-15.437	0.000	0.000	0	0	
2498	101.000	-15.967	0.000	0.000	0	0	
2499	101.000	-16.507	0.000	0.000	0	0	
2500	101.000	-17.056	0.000	0.000	0	0	
2501	101.000	-17.616	0.000	0.000	0	0	
2502	101.000	-18.185	0.000	0.000	0	0	
2503	101.000	-18.764	0.000	0.000	0	0	
2504	101.000	-19.353	0.000	0.000	0	0	
2505	101.000	-19.952	0.000	0.000	0	0	
2506	101.000	-20.561	0.000	0.000	0	0	
2507	101.000	-21.179	0.000	0.000	0	0	
2508	101.000	-21.807	0.000	0.000	0	0	
2509	101.000	-22.444	0.000	0.000	0	0	
2510	101.000	-23.091	0.000	0.000	0	0	
2511	101.000	-23.748	0.000	0.000	0	0	
2512	101.000	-24.414	0.000	0.000	0	0	
2513	101.000	-25.089	0.000	0.000	0	0	
2514	101.000	-25.774	0.000	0.000	0	0	
2515	101.000	-26.468	0.000	0.000	0	0	
2516	101.000	-27.171	0.000	0.000	0	0	
2517	101.000	-27.884	0.000	0.000	0	0	
2518	101.000	-28.605	0.000	0.000	0	0	
2519	101.000	-29.335	0.000	0.000	0	0	
2520	101.000	-30.075	0.000	0.000	0	0	
2521	101.000	-30.823	0.000	0.000	0	0	
2522	101.000	-31.579	0.000	0.000	0	0	
2523	101.000	-32.345	0.000	0.000	0	0	
2524	101.000	-33.119	0.000	0.000	0	0	
2525	101.000	-33.901	0.000	0.000	0	0	
2526	101.000	-34.692	0.000	0.000	0	0	
2527	101.000	-35.491	0.000	0.000	0	0	
2528	101.000	-36.297	0.000	0.000	0	0	
2529	101.000	-37.112	0.000	0.000	0	0	
2530	101.000	-37.935	0.000	0.000	0	0	
2531	101.000	-38.766	0.000	0.000	0	0	
2532	101.000	-39.604	0.000	0.000	0	0	
2533	101.000	-40.449	0.000	0.000	0	0	
2534	101.000	-41.302	0.000	0.000	0	0	
2535	101.000	-42.162	0.000	0.000	0	0	
2536	101.000	-43.030	0.000	0.000	0	0	
2537	101.000	-43.904	0.000	0.000	0	0	
2538	101.000	-44.785	0.000	0.000	0	0	
2539	101.000	-45.672	0.000	0.000	0	0	
2540	101.000	-46.567	0.000	0.000	0	0	
2541	101.000	-47.467	0.000	0.000	0	0	
2542	101.000	-48.374	0.000	0.000	0	0	
2543	101.000	-49.286	0.000	0.000	0	0	
2544	101.000	-50.204	0.000	0.000	0	0	
2545	101.000	-51.129	0.000	0.000	0	0	
2546	101.000	-52.058	0.000	0.000	0	0	
2547	101.000	-52.993	0.000	0.000	0	0	
2548	101.000	-53.933	0.000	0.000	0	0	
2549	101.000	-54.878	0.000	0.000	0	0	
2550	101.000	-55.828	0.000	0.000	0	0	
2551	101.000	-56.782	0.000	0.000	0	0	
2552	101.000	-57.741	0.000	0.000	0	0	
2553	101.000	-58.703	0.000	0.000	0	0	
2554	101.000	-59.670	0.000	0.000	0	0	
2555	101.000	-60.641	0.000	0.000	0	0	
2556	101.000	-61.615	0.000	0.000	0	0	
2557	101.000	-62.592	0.000	0.000	0	0	
2558	101.000	-63.573	0.000	0.000	0	0	
2559	101.000	-64.556	0.000	0.000	0	0	
2560	101.000	-65.542	0.000	0.000	0	0	
2561	101.000	-66.531	0.000	0.000	0	0	
2562	101.000	-67.522	0.000	0.000	0	0	
2563	101.000	-68.515	0.000	0.000	0	0	
2564	101.000	-69.509	0.000	0.000	0	0	
2565	101.000	-70.505	0.000	0.000	0	0	
2566	101.000	-71.503	0.000	0.000	0	0	
2567	101.000	-72.501	0.000	0.000	0	0	
2568	101.000	-73.500	0.000	0.000	0	0	
2569	101.000	-74.500	0.000	0.000	0	0	
2570	101.000	-75.500	0.000	0.000	0	0	
2571	101.000	-76.500	0.000	0.000	0	0	
2572	101.000	-77.500	0.000	0.000	0	0	
2573	101.000	-78.500	0.000	0.000	0	0	
2574	101.000	-79.500	0.000	0.000	0	0	
2575	101.000	-80.500	0.000	0.000	0	0	
2576	101.000	-81.500	0.000	0.000	0	0	
2577	101.000	-82.500	0.000	0.000	0	0	
2578	101.000	-83.500	0.000	0.000	0	0	
2579	101.000	-84.500	0.000	0.000	0	0	
2580	101.000	-85.500	0.000	0.000	0	0	
2581	101.000	-86.500	0.000	0.000	0	0	
2582	101.000	-87.500	0.000	0.000	0	0	
2583	101.000	-88.500	0.000	0.000	0	0	
2584	101.000	-89.500	0.000	0.000	0	0	
2585	101.000	-90.500	0.000	0.000	0	0	
2586	101.000	-91.500	0.000	0.000	0	0	
2587	101.000	-92.500	0.000	0.000	0	0	
2588	101.000	-93.500	0.000	0.000	0	0	
2589	101.000	-94.500	0.000	0.000	0	0	
2590	101.000	-95.500	0.000	0.000	0	0	
2591	101.000	-96.500	0.000	0.000	0	0	
2592	101.000	-97.500	0.000	0.000	0	0	
2593	101.000	-98.500	0.000	0.000	0	0	
2594	101.000	-99.500	0.000	0.000	0	0	
2595	101.000	-100.500	0.000	0.000	0	0	
2596	101.000	-101.500	0.000	0.000	0	0	
2597	101.000	-102.500	0.000	0.000	0	0	
2598	101.000	-103.500	0.000	0.000	0	0	
2599	101.000	-104.500	0.000	0.000	0	0	
2600	101.000	-105.500	0.000	0.000	0	0	
2601	101.000	-106.500	0.000	0.000	0	0	
2602	101.000	-107.500	0.000	0.000	0	0	
2603	101.000	-108.500	0.000	0.000	0	0	
2604	101.000	-109.500	0.000	0.000	0	0	
2605	101.000	-110.500	0.000	0.000	0	0	
2606	101.000	-111.500	0.000	0.000	0	0	
2607	101.000	-112.500	0.000	0.000	0	0	
2608	101.000	-113.500	0.000	0.000	0	0	
2609	101.000	-114.500	0.000	0.000	0	0	
2610	101.000	-115.500	0.000	0.000	0	0	
2611	101.000	-116.500	0.000	0.000	0	0	
2612	101.000	-117.500	0.000	0.000	0	0	
2613	101.000	-118.500	0.000	0.000	0	0	
2614	101.000	-119.500	0.000	0.000	0	0	
2615	101.000	-120.500	0.000	0.000	0	0	
2616	101.000	-121.500	0.000	0.000	0	0	
2617	101.000	-122.500	0.000	0.000	0	0	
2618	101.000	-123.500	0.000	0.000	0	0	
2619	101.000	-124.500	0.000	0.000	0	0	
2620	101.000	-125.500	0.000	0.000	0	0	
2621	101.000	-126.500	0.000	0.000	0	0	
2622	101.000	-127.500	0.000	0.000	0	0	
2623	101.000	-128.500	0.000	0.000	0	0	
2624	101.000	-129.499	0.000	0.000	0	0	
2625	101.000	-130.497	0.000	0.000	0	0	
2626	101.000	-131.495	0.000	0.000	0	0	
2627	101.000	-132.491	0.000	0.000	0	0	
2628	101.000	-133.485	0.000	0.000	0	0	
2629	101.000	-134.478	0.000	0.000	0	0	
2630	101.000	-135.469	0.000	0.000	0	0	
2631	101.000	-136.458	0.000	0.000	0	0	
2632	101.000	-137.444	0.000	0.000	0	0	
2633	101.000	-138.427	0.000	0.000	0	0	
2634	101.000	-139.408	0.000	0.000	0	0	
2635	101.000	-140.385	0.000	0.000	0	0	
2636	101.000	-141.359	0.000	0.000	0	0	
2637	101.000	-142.330	0.000	0.000	0	0	
2638	101.000	-143.297	0.000	0.000	0	0	
2639	101.000	-144.259	0.000	0.000	0	0	
2640	101.000	-145.218	0.000	0.000	0	0	
2641	101.000	-146.172	0.000	0.000	0	0	
2642	101.000	-147.122	0.000	0.000	0	0	
2643	101.000	-148.067	0.000	0.000	0	0	
2644	101.000	-149.007	0.000	0.000	0	0	
2645	101.000	-149.942	0.000	0.000	0	0	
2646	101.000	-150.871	0.000	0.000	0	0	
2647	101.000	-151.796	0.000	0.000	0	0	
2648	101.000	-152.714	0.000	0.000	0	0	
2649	101.000	-153.626	0.000	0.000	0	0	
2650	101.000	-154.533	0.000	0.000	0	0	
2651	101.000	-155.433	0.000	0.000	0	0	
2652	101.000	-156.328	0.000	0.000	0	0	
2653	101.000	-157.215	0.000	0.000	0	0	
2654	101.000	-158.096	0.000	0.000	0	0	
2655	101.000	-158.970	0.000	0.000	0	0	
2656	101.000	-159.838	0.000	0.000	0	0	
2657	101.000	-160.698	0.000	0.000	0	0	
2658	101.000	-161.551	0.000	0.000	0	0	
2659	101.000	-162.396	0.000	0.000	0	0	
2660	101.000	-163.234	0.000	0.000	0	0	
2661	101.000	-164.065	0.000	0.000	0	0	
2662	101.000	-164.888	0.000	0.000	0	0	
2663	101.000	-165.703	0.000	0.000	0	0	
2664	101.000	-166.509	0.000	0.000	0	0	
2665	101.000	-167.308	0.000	0.000	0	0	
2666	101.000	-168.099	0.000	0.000	0	0	
2667	101.000	-168.881	0.000	0.000	0	0	
2668	101.000	-169.655	0.000	0.000	0	0	
2669	101.000	-170.421	0.000	0.000	0	0	
2670	101.000	-171.177	0.000	0.000	0	0	
2671	101.000	-171.925	0.000	0.000	0	0	
2672	101.000	-172.665	0.000	0.000	0	0	
2673	101.000	-173.395	0.000	0.000	0	0	
2674	101.000	-174.116	0.000	0.000	0	0	
2675	101.000	-174.829	0.000	0.000	0	0	
2676	101.000	-175.532	0.000	0.000	0	0	
2677	101.000	-176.226	0.000	0.000	0	0	
2678	101.000	-176.911	0.000	0.000	0	0	
2679	101.000	-177.586	0.000	0.000	0	0	
2680	101.000	-178.252	0.000	0.000	0	0	
2681	101.000	-178.909	0.000	0.000	0	0	
2682	101.000	-179.556	0.000	0.000	0	0	
2683	101.000	-180.193	0.000	0.000	0	0	
2684	101.000	-180.821	0.000	0.000	0	0	
2685	101.000	-181.439	0.000	0.000	0	0	
2686	101.000	-182.048	0.000	0.000	0	0	
2687	101.000	-182.647	0.000	0.000	0	0	
2688	101.000	-183.236	0.000	0.000	0	0	
2689	101.000	-183.815	0.000	0.000	0	0	
2690	101.000	-184.384	0.000	0.000	0	0	
2691	101.000	-184.944	0.000	0.000	0	0	
2692	101.000	-185.493	0.000	0.000	0	0	
2693	101.000	-186.033	0.000	0.000	0	0	
2694	101.000	-186.563	0.000	0.000	0	0	
2695	101.000	-187.083	0.000	0.000	0	0	
2696	101.000	-187.593	0.000	0.000	0	0	
2697	101.000	-188.093	0.000	0.000	0	0	
2698	101.000	-188.583	0.000	0.000	0	0	
2699	101.000	-189.063	0.000	0.000	0	0	
2700	101.000	-189.533	0.000	0.000	0	0	
2701	101.000	-189.993	0.000	0.000	0	0	
2702	101.000	-190.444	0.000	0.000	0	0	
2703	101.000	-190.884	0.000	0.000	0	0	
