CYCLE	CMDPOS4	CMDPOS6	CMDPOS8	CMDPOS9	out_0.0	in_0.0	
1730	0.031	-0.005	0.007	0.010	0	0	
1731	0.048	-0.008	0.011	0.015	0	0	
1732	0.069	-0.011	0.016	0.022	0	0	
1733	0.094	-0.015	0.022	0.030	0	0	
1734	0.123	-0.020	0.029	0.039	0	0	
1735	0.156	-0.025	0.036	0.049	0	0	
1736	0.192	-0.031	0.045	0.060	0	0	
1737	0.233	-0.038	0.054	0.073	0	0	
1738	0.277	-0.045	0.064	0.087	0	0	
1739	0.325	-0.052	0.076	0.102	0	0	
1740	0.377	-0.061	0.088	0.118	0	0	
1741	0.433	-0.069	0.100	0.136	0	0	
1742	0.493	-0.079	0.114	0.154	0	0	
1743	0.556	-0.089	0.129	0.174	0	0	
1744	0.624	-0.099	0.145	0.195	0	0	
1745	0.695	-0.110	0.161	0.217	0	0	
1746	0.770	-0.122	0.178	0.241	0	0	
1747	0.849	-0.134	0.197	0.266	0	0	
1748	0.932	-0.146	0.216	0.292	0	0	
1749	1.019	-0.159	0.236	0.319	0	0	
1750	1.110	-0.173	0.257	0.347	0	0	
1751	1.204	-0.187	0.278	0.376	0	0	
1752	1.303	-0.201	0.301	0.407	0	0	
1753	1.405	-0.216	0.324	0.439	0	0	
1754	1.511	-0.232	0.349	0.472	0	0	
1755	1.621	-0.247	0.374	0.507	0	0	
1756	1.735	-0.264	0.400	0.542	0	0	
1757	1.853	-0.280	0.427	0.579	0	0	
1758	1.975	-0.297	0.454	0.617	0	0	
1759	2.100	-0.314	0.483	0.656	0	0	
1760	2.230	-0.332	0.512	0.696	0	0	
1761	2.363	-0.350	0.543	0.738	0	0	
1762	2.501	-0.368	0.574	0.781	0	0	
1763	2.642	-0.386	0.606	0.825	0	0	
1764	2.787	-0.405	0.638	0.870	0	0	
1765	2.936	-0.424	0.672	0.916	0	0	
1766	3.089	-0.443	0.707	0.964	0	0	
1767	3.246	-0.463	0.742	1.013	0	0	
1768	3.407	-0.482	0.778	1.063	0	0	
1769	3.572	-0.502	0.815	1.114	0	0	
1770	3.740	-0.522	0.852	1.166	0	0	
1771	3.913	-0.542	0.891	1.220	0	0	
1772	4.090	-0.562	0.930	1.275	0	0	
1773	4.270	-0.582	0.970	1.331	0	0	
1774	4.455	-0.602	1.011	1.388	0	0	
1775	4.643	-0.622	1.053	1.446	0	0	
1776	4.835	-0.642	1.095	1.506	0	0	
1777	5.032	-0.662	1.139	1.567	0	0	
1778	5.232	-0.682	1.183	1.629	0	0	
1779	5.436	-0.702	1.228	1.692	0	0	
1780	5.644	-0.721	1.273	1.757	0	0	
1781	5.856	-0.741	1.319	1.822	0	0	
1782	6.073	-0.760	1.366	1.889	0	0	
1783	6.293	-0.779	1.414	1.957	0	0	
1784	6.517	-0.798	1.463	2.026	0	0	
1785	6.745	-0.816	1.512	2.097	0	0	
1786	6.977	-0.835	1.562	2.169	0	0	
1787	7.213	-0.852	1.613	2.241	0	0	
1788	7.452	-0.870	1.664	2.316	0	0	
1789	7.696	-0.887	1.717	2.391	0	0	
1790	7.944	-0.903	1.770	2.467	0	0	
1791	8.196	-0.919	1.823	2.545	0	0	
1792	8.452	-0.935	1.877	2.624	0	0	
1793	8.712	-0.950	1.932	2.704	0	0	
1794	8.976	-0.964	1.988	2.785	0	0	
1795	9.243	-0.978	2.044	2.868	0	0	
1796	9.515	-0.991	2.101	2.952	0	0	
1797	9.791	-1.004	2.159	3.037	0	0	
1798	10.071	-1.015	2.217	3.123	0	0	
1799	10.354	-1.026	2.276	3.210	0	0	
1800	10.642	-1.036	2.336	3.299	0	0	
1801	10.934	-1.045	2.396	3.388	0	0	
1802	11.230	-1.053	2.457	3.479	0	0	
1803	11.529	-1.061	2.518	3.572	0	0	
1804	11.833	-1.067	2.580	3.665	0	0	
1805	12.141	-1.072	2.643	3.759	0	0	
1806	12.452	-1.076	2.706	3.855	0	0	
1807	12.768	-1.079	2.769	3.952	0	0	
1808	13.087	-1.081	2.834	4.050	0	0	
1809	13.411	-1.082	2.899	4.150	0	0	
1810	13.739	-1.081	2.964	4.250	0	0	
1811	14.070	-1.079	3.030	4.352	0	0	
1812	14.406	-1.076	3.096	4.455	0	0	
1813	14.745	-1.071	3.163	4.559	0	0	
1814	15.088	-1.065	3.231	4.665	0	0	
1815	15.436	-1.058	3.299	4.771	0	0	
1816	15.787	-1.049	3.367	4.879	0	0	
1817	16.142	-1.038	3.436	4.988	0	0	
1818	16.501	-1.026	3.505	5.099	0	0	
1819	16.864	-1.012	3.575	5.210	0	0	
1820	17.231	-0.996	3.645	5.323	0	0	
1821	17.602	-0.978	3.716	5.436	0	0	
1822	17.977	-0.959	3.787	5.552	0	0	
1823	18.356	-0.938	3.859	5.668	0	0	
1824	18.739	-0.914	3.931	5.785	0	0	
1825	19.125	-0.889	4.003	5.904	0	0	
1826	19.515	-0.862	4.075	6.024	0	0	
1827	19.910	-0.832	4.148	6.145	0	0	
1828	20.308	-0.801	4.222	6.267	0	0	
1829	20.710	-0.767	4.295	6.391	0	0	
1830	21.115	-0.731	4.369	6.515	0	0	
1831	21.525	-0.693	4.444	6.641	0	0	
1832	21.938	-0.652	4.518	6.768	0	0	
1833	22.355	-0.609	4.593	6.897	0	0	
1834	22.776	-0.563	4.668	7.026	0	0	
1835	23.201	-0.515	4.743	7.157	0	0	
1836	23.629	-0.464	4.819	7.289	0	0	
1837	24.062	-0.411	4.894	7.422	0	0	
1838	24.498	-0.354	4.970	7.556	0	0	
1839	24.937	-0.295	5.047	7.692	0	0	
1840	25.380	-0.234	5.123	7.829	0	0	
1841	25.827	-0.169	5.199	7.966	0	0	
1842	26.278	-0.101	5.276	8.106	0	0	
1843	26.732	-0.031	5.352	8.246	0	0	
1844	27.190	0.043	5.429	8.388	0	0	
1845	27.651	0.120	5.506	8.530	0	0	
1846	28.116	0.200	5.583	8.674	0	0	
1847	28.584	0.284	5.660	8.819	0	0	
1848	29.056	0.371	5.737	8.966	0	0	
1849	29.532	0.461	5.814	9.113	0	0	
1850	30.011	0.554	5.891	9.262	0	0	
1851	30.493	0.652	5.968	9.412	0	0	
1852	30.979	0.752	6.045	9.563	0	0	
1853	31.468	0.857	6.122	9.716	0	0	
1854	31.960	0.965	6.199	9.869	0	0	
1855	32.456	1.077	6.276	10.024	0	0	
1856	32.955	1.192	6.353	10.180	0	0	
1857	33.457	1.312	6.429	10.337	0	0	
1858	33.963	1.435	6.506	10.496	0	0	
1859	34.472	1.563	6.582	10.655	0	0	
1860	34.984	1.695	6.658	10.816	0	0	
1861	35.499	1.831	6.734	10.978	0	0	
1862	36.017	1.971	6.809	11.142	0	0	
1863	36.538	2.115	6.885	11.306	0	0	
1864	37.062	2.264	6.960	11.472	0	0	
1865	37.589	2.417	7.034	11.639	0	0	
1866	38.119	2.575	7.109	11.807	0	0	
1867	38.652	2.737	7.183	11.976	0	0	
1868	39.188	2.904	7.257	12.146	0	0	
1869	39.726	3.076	7.330	12.318	0	0	
1870	40.268	3.252	7.403	12.491	0	0	
1871	40.812	3.433	7.476	12.665	0	0	
1872	41.358	3.620	7.548	12.840	0	0	
1873	41.908	3.811	7.619	13.017	0	0	
1874	42.460	4.007	7.691	13.194	0	0	
1875	43.014	4.208	7.761	13.373	0	0	
1876	43.571	4.414	7.831	13.554	0	0	
1877	44.130	4.626	7.901	13.735	0	0	
1878	44.692	4.843	7.970	13.917	0	0	
1879	45.256	5.065	8.038	14.101	0	0	
1880	45.822	5.293	8.106	14.286	0	0	
1881	46.390	5.526	8.173	14.472	0	0	
1882	46.961	5.765	8.239	14.659	0	0	
1883	47.533	6.009	8.305	14.848	0	0	
1884	48.108	6.259	8.370	15.038	0	0	
1885	48.685	6.515	8.434	15.229	0	0	
1886	49.263	6.777	8.497	15.421	0	0	
1887	49.843	7.044	8.560	15.614	0	0	
1888	50.425	7.318	8.621	15.809	0	0	
1889	51.009	7.597	8.682	16.005	0	0	
1890	51.594	7.883	8.742	16.202	0	0	
1891	52.181	8.175	8.801	16.400	0	0	
1892	52.769	8.473	8.859	16.599	0	0	
1893	53.359	8.777	8.916	16.800	0	0	
1894	53.950	9.088	8.972	17.002	0	0	
1895	54.542	9.405	9.027	17.205	0	0	
1896	55.135	9.728	9.081	17.409	0	0	
1897	55.730	10.058	9.134	17.614	0	0	
1898	56.325	10.395	9.186	17.821	0	0	
1899	56.922	10.738	9.237	18.029	0	0	
1900	57.519	11.088	9.286	18.238	0	0	
1901	58.117	11.444	9.335	18.448	0	0	
1902	58.716	11.808	9.382	18.659	0	0	
1903	59.315	12.178	9.427	18.872	0	0	
1904	59.915	12.556	9.472	19.086	0	0	
1905	60.515	12.940	9.515	19.301	0	0	
1906	61.116	13.331	9.557	19.517	0	0	
1907	61.717	13.730	9.597	19.735	0	0	
1908	62.317	14.135	9.636	19.953	0	0	
1909	62.918	14.548	9.674	20.173	0	0	
1910	63.519	14.968	9.710	20.394	0	0	
1911	64.120	15.395	9.745	20.616	0	0	
1912	64.720	15.830	9.778	20.840	0	0	
1913	65.320	16.272	9.810	21.065	0	0	
1914	65.920	16.722	9.840	21.290	0	0	
1915	66.519	17.179	9.868	21.518	0	0	
1916	67.117	17.643	9.895	21.746	0	0	
1917	67.715	18.115	9.920	21.975	0	0	
1918	68.311	18.595	9.943	22.206	0	0	
1919	68.907	19.083	9.965	22.438	0	0	
1920	69.502	19.578	9.985	22.671	0	0	
1921	70.095	20.081	10.003	22.905	0	0	
1922	70.687	20.592	10.019	23.141	0	0	
1923	71.277	21.110	10.033	23.378	0	0	
1924	71.866	21.637	10.046	23.616	0	0	
1925	72.450	22.169	10.056	23.854	0	0	
1926	73.030	22.706	10.065	24.092	0	0	
1927	73.605	23.248	10.071	24.330	0	0	
1928	74.176	23.796	10.076	24.568	0	0	
1929	74.741	24.348	10.079	24.806	0	0	
1930	75.302	24.906	10.079	25.044	0	0	
1931	75.857	25.468	10.078	25.282	0	0	
1932	76.408	26.035	10.075	25.520	0	0	
1933	76.954	26.608	10.069	25.759	0	0	
1934	77.494	27.184	10.062	25.997	0	0	
1935	78.029	27.766	10.053	26.235	0	0	
1936	78.559	28.352	10.041	26.473	0	0	
1937	79.083	28.942	10.028	26.710	0	0	
1938	79.599	29.533	10.013	26.947	0	0	
1939	80.107	30.125	9.996	27.182	0	0	
1940	80.607	30.719	9.978	27.416	0	0	
1941	81.099	31.314	9.957	27.648	0	0	
1942	81.584	31.910	9.935	27.880	0	0	
1943	82.061	32.507	9.911	28.110	0	0	
1944	82.530	33.105	9.885	28.339	0	0	
1945	82.992	33.703	9.858	28.567	0	0	
1946	83.446	34.303	9.829	28.794	0	0	
1947	83.893	34.902	9.798	29.019	0	0	
1948	84.332	35.503	9.766	29.243	0	0	
1949	84.764	36.103	9.732	29.466	0	0	
1950	85.189	36.704	9.697	29.688	0	0	
1951	85.606	37.305	9.660	29.909	0	0	
1952	86.016	37.906	9.622	30.128	0	0	
1953	86.419	38.506	9.583	30.346	0	0	
1954	86.815	39.107	9.542	30.563	0	0	
1955	87.204	39.708	9.499	30.779	0	0	
1956	87.585	40.308	9.456	30.994	0	0	
1957	87.960	40.907	9.411	31.207	0	0	
1958	88.328	41.506	9.364	31.419	0	0	
1959	88.689	42.105	9.317	31.630	0	0	
1960	89.043	42.703	9.268	31.840	0	0	
1961	89.390	43.300	9.218	32.049	0	0	
1962	89.731	43.896	9.167	32.256	0	0	
1963	90.065	44.491	9.115	32.462	0	0	
1964	90.393	45.085	9.062	32.667	0	0	
1965	90.714	45.678	9.007	32.871	0	0	
1966	91.028	46.270	8.952	33.074	0	0	
1967	91.337	46.860	8.895	33.275	0	0	
1968	91.639	47.449	8.838	33.475	0	0	
1969	91.934	48.037	8.779	33.674	0	0	
1970	92.224	48.623	8.720	33.872	0	0	
1971	92.507	49.208	8.660	34.068	0	0	
1972	92.784	49.791	8.599	34.264	0	0	
1973	93.056	50.373	8.537	34.458	0	0	
1974	93.321	50.952	8.474	34.651	0	0	
1975	93.581	51.530	8.410	34.842	0	0	
1976	93.834	52.106	8.346	35.033	0	0	
1977	94.082	52.679	8.281	35.222	0	0	
1978	94.325	53.251	8.215	35.410	0	0	
1979	94.561	53.821	8.148	35.597	0	0	
1980	94.792	54.389	8.081	35.783	0	0	
1981	95.018	54.954	8.013	35.967	0	0	
1982	95.238	55.517	7.944	36.151	0	0	
1983	95.453	56.078	7.875	36.333	0	0	
1984	95.663	56.636	7.805	36.514	0	0	
1985	95.867	57.192	7.735	36.693	0	0	
1986	96.067	57.746	7.664	36.872	0	0	
1987	96.261	58.296	7.593	37.049	0	0	
1988	96.450	58.845	7.521	37.225	0	0	
1989	96.634	59.391	7.449	37.400	0	0	
1990	96.814	59.934	7.376	37.573	0	0	
1991	96.988	60.474	7.303	37.746	0	0	
1992	97.158	61.011	7.229	37.917	0	0	
1993	97.324	61.546	7.155	38.087	0	0	
1994	97.484	62.078	7.081	38.256	0	0	
1995	97.640	62.607	7.007	38.424	0	0	
1996	97.792	63.133	6.932	38.590	0	0	
1997	97.939	63.656	6.857	38.755	0	0	
1998	98.082	64.176	6.781	38.919	0	0	
1999	98.220	64.693	6.705	39.082	0	0	
2000	98.355	65.207	6.630	39.244	0	0	
2001	98.485	65.718	6.553	39.404	0	0	
2002	98.611	66.225	6.477	39.563	0	0	
2003	98.733	66.729	6.401	39.721	0	0	
2004	98.851	67.231	6.324	39.878	0	0	
2005	98.965	67.728	6.247	40.033	0	0	
2006	99.076	68.223	6.171	40.188	0	0	
2007	99.183	68.714	6.094	40.341	0	0	
2008	99.286	69.202	6.017	40.493	0	0	
2009	99.385	69.686	5.940	40.644	0	0	
2010	99.481	70.168	5.863	40.793	0	0	
2011	99.573	70.645	5.786	40.942	0	0	
2012	99.662	71.119	5.709	41.089	0	0	
2013	99.748	71.590	5.632	41.235	0	0	
2014	99.830	72.057	5.555	41.379	0	0	
2015	99.909	72.521	5.478	41.523	0	0	
2016	99.984	72.981	5.401	41.665	0	0	
2017	100.057	73.437	5.324	41.806	0	0	
2018	100.127	73.890	5.247	41.946	0	0	
2019	100.193	74.339	5.171	42.085	0	0	
2020	100.257	74.785	5.094	42.222	0	0	
2021	100.318	75.227	5.018	42.359	0	0	
2022	100.376	75.665	4.942	42.494	0	0	
2023	100.431	76.099	4.866	42.628	0	0	
2024	100.483	76.530	4.791	42.760	0	0	
2025	100.533	76.957	4.715	42.892	0	0	
2026	100.580	77.380	4.640	43.022	0	0	
2027	100.625	77.800	4.565	43.151	0	0	
2028	100.667	78.216	4.490	43.279	0	0	
2029	100.707	78.628	4.416	43.406	0	0	
2030	100.745	79.036	4.342	43.531	0	0	
2031	100.780	79.440	4.268	43.655	0	0	
2032	100.813	79.841	4.194	43.778	0	0	
2033	100.844	80.237	4.121	43.900	0	0	
2034	100.872	80.630	4.048	44.021	0	0	
2035	100.899	81.019	3.976	44.140	0	0	
2036	100.923	81.404	3.904	44.259	0	0	
2037	100.946	81.785	3.832	44.376	0	0	
2038	100.966	82.162	3.761	44.491	0	0	
2039	100.985	82.536	3.690	44.606	0	0	
2040	101.002	82.905	3.619	44.719	0	0	
2041	101.017	83.271	3.549	44.832	0	0	
2042	101.030	83.632	3.480	44.943	0	0	
2043	101.042	83.990	3.410	45.052	0	0	
2044	101.052	84.344	3.342	45.161	0	0	
2045	101.061	84.694	3.273	45.268	0	0	
2046	101.068	85.040	3.206	45.374	0	0	
2047	101.073	85.382	3.138	45.479	0	0	
2048	101.077	85.719	3.072	45.583	0	0	
2049	101.080	86.053	3.005	45.686	0	0	
2050	101.082	86.384	2.940	45.787	0	0	
2051	101.082	86.710	2.874	45.887	0	0	
2052	101.081	87.032	2.810	45.986	0	0	
2053	101.078	87.350	2.746	46.084	0	0	
2054	101.075	87.664	2.682	46.180	0	0	
2055	101.070	87.974	2.619	46.276	0	0	
2056	101.065	88.280	2.557	46.370	0	0	
2057	101.058	88.582	2.495	46.463	0	0	
2058	101.050	88.881	2.434	46.555	0	0	
2059	101.042	89.175	2.373	46.645	0	0	
2060	101.032	89.465	2.313	46.734	0	0	
2061	101.022	89.751	2.254	46.822	0	0	
2062	101.011	90.034	2.195	46.909	0	0	
2063	100.999	90.312	2.137	46.995	0	0	
2064	100.986	90.586	2.080	47.080	0	0	
2065	100.973	90.857	2.023	47.163	0	0	
2066	100.959	91.123	1.967	47.245	0	0	
2067	100.944	91.385	1.912	47.326	0	0	
2068	100.929	91.644	1.857	47.405	0	0	
2069	100.914	91.898	1.803	47.484	0	0	
2070	100.897	92.148	1.750	47.561	0	0	
2071	100.881	92.395	1.697	47.637	0	0	
2072	100.863	92.637	1.645	47.712	0	0	
2073	100.846	92.876	1.594	47.786	0	0	
2074	100.828	93.110	1.544	47.858	0	0	
2075	100.809	93.340	1.494	47.929	0	0	
2076	100.791	93.567	1.445	47.999	0	0	
2077	100.772	93.790	1.396	48.068	0	0	
2078	100.753	94.008	1.349	48.136	0	0	
2079	100.733	94.223	1.302	48.202	0	0	
2080	100.714	94.433	1.256	48.268	0	0	
2081	100.694	94.640	1.211	48.332	0	0	
2082	100.674	94.843	1.166	48.394	0	0	
2083	100.654	95.042	1.123	48.456	0	0	
2084	100.634	95.236	1.080	48.516	0	0	
2085	100.614	95.427	1.037	48.576	0	0	
2086	100.594	95.614	0.996	48.634	0	0	
2087	100.574	95.797	0.955	48.690	0	0	
2088	100.554	95.976	0.916	48.746	0	0	
2089	100.534	96.151	0.877	48.800	0	0	
2090	100.514	96.323	0.838	48.853	0	0	
2091	100.495	96.490	0.801	48.905	0	0	
2092	100.475	96.653	0.764	48.956	0	0	
2093	100.456	96.813	0.729	49.006	0	0	
2094	100.436	96.968	0.694	49.054	0	0	
2095	100.417	97.120	0.659	49.101	0	0	
2096	100.398	97.267	0.626	49.147	0	0	
2097	100.380	97.411	0.594	49.192	0	0	
2098	100.361	97.551	0.562	49.235	0	0	
2099	100.343	97.687	0.531	49.278	0	0	
2100	100.325	97.819	0.501	49.319	0	0	
2101	100.308	97.947	0.472	49.359	0	0	
2102	100.291	98.071	0.444	49.397	0	0	
2103	100.274	98.191	0.417	49.435	0	0	
2104	100.258	98.308	0.390	49.471	0	0	
2105	100.242	98.420	0.364	49.506	0	0	
2106	100.226	98.529	0.339	49.540	0	0	
2107	100.211	98.634	0.315	49.573	0	0	
2108	100.196	98.734	0.292	49.604	0	0	
2109	100.182	98.831	0.270	49.635	0	0	
2110	100.168	98.924	0.249	49.664	0	0	
2111	100.154	99.014	0.228	49.692	0	0	
2112	100.142	99.099	0.209	49.718	0	0	
2113	100.129	99.180	0.190	49.744	0	0	
2114	100.117	99.258	0.172	49.768	0	0	
2115	100.106	99.332	0.155	49.791	0	0	
2116	100.095	99.402	0.139	49.813	0	0	
2117	100.085	99.468	0.123	49.833	0	0	
2118	100.075	99.530	0.109	49.853	0	0	
2119	100.066	99.588	0.096	49.871	0	0	
2120	100.057	99.642	0.083	49.888	0	0	
2121	100.049	99.693	0.071	49.904	0	0	
2122	100.042	99.740	0.060	49.919	0	0	
2123	100.035	99.783	0.051	49.932	0	0	
2124	100.029	99.822	0.041	49.944	0	0	
2125	100.023	99.857	0.033	49.955	0	0	
2126	100.018	99.888	0.026	49.965	0	0	
2127	100.014	99.915	0.020	49.974	0	0	
2128	100.010	99.939	0.014	49.981	0	0	
2129	100.007	99.959	0.010	49.987	0	0	
2130	100.004	99.975	0.006	49.992	0	0	
2131	100.002	99.987	0.003	49.996	0	0	
2132	100.001	99.995	0.001	49.998	0	0	
2133	100.000	99.999	0.000	50.000	0	0	
2134	100.000	100.000	0.000	50.000	0	0	
2135	99.996	100.001	0.001	49.998	0	0	
2136	99.989	100.002	0.003	49.993	0	0	
2137	99.978	100.004	0.005	49.986	0	0	
2138	99.963	100.006	0.009	49.977	0	0	
2139	99.944	100.009	0.013	49.965	0	0	
2140	99.922	100.013	0.018	49.951	0	0	
2141	99.895	100.017	0.024	49.935	0	0	
2142	99.865	100.022	0.031	49.916	0	0	
2143	99.831	100.027	0.039	49.894	0	0	
2144	99.793	100.033	0.048	49.870	0	0	
2145	99.751	100.040	0.058	49.844	0	0	
2146	99.705	100.047	0.068	49.816	0	0	
2147	99.656	100.055	0.080	49.785	0	0	
2148	99.602	100.064	0.092	49.751	0	0	
2149	99.545	100.073	0.106	49.715	0	0	
2150	99.484	100.082	0.120	49.677	0	0	
2151	99.419	100.092	0.135	49.636	0	0	
2152	99.350	100.103	0.151	49.593	0	0	
2153	99.277	100.114	0.167	49.548	0	0	
2154	99.201	100.126	0.185	49.500	0	0	
2155	99.120	100.138	0.204	49.450	0	0	
2156	99.036	100.151	0.223	49.397	0	0	
2157	98.948	100.164	0.243	49.342	0	0	
2158	98.856	100.178	0.264	49.284	0	0	
2159	98.760	100.192	0.287	49.224	0	0	
2160	98.660	100.207	0.309	49.162	0	0	
2161	98.556	100.222	0.333	49.097	0	0	
2162	98.449	100.238	0.358	49.030	0	0	
2163	98.337	100.253	0.383	48.961	0	0	
2164	98.222	100.270	0.410	48.889	0	0	
2165	98.102	100.286	0.437	48.814	0	0	
2166	97.979	100.303	0.465	48.738	0	0	
2167	97.852	100.321	0.494	48.658	0	0	
2168	97.721	100.339	0.524	48.577	0	0	
2169	97.586	100.357	0.554	48.493	0	0	
2170	97.447	100.375	0.586	48.406	0	0	
2171	97.305	100.393	0.618	48.317	0	0	
2172	97.158	100.412	0.651	48.226	0	0	
2173	97.007	100.431	0.685	48.133	0	0	
2174	96.853	100.451	0.720	48.036	0	0	
2175	96.695	100.470	0.755	47.938	0	0	
2176	96.532	100.490	0.791	47.837	0	0	
2177	96.366	100.509	0.829	47.734	0	0	
2178	96.196	100.529	0.867	47.628	0	0	
2179	96.022	100.549	0.905	47.520	0	0	
2180	95.844	100.569	0.945	47.409	0	0	
2181	95.662	100.589	0.985	47.296	0	0	
2182	95.476	100.609	1.027	47.181	0	0	
2183	95.286	100.629	1.069	47.063	0	0	
2184	95.092	100.649	1.111	46.943	0	0	
2185	94.894	100.669	1.155	46.821	0	0	
2186	94.693	100.689	1.199	46.696	0	0	
2187	94.487	100.709	1.244	46.568	0	0	
2188	94.277	100.728	1.290	46.438	0	0	
2189	94.064	100.748	1.337	46.306	0	0	
2190	93.846	100.767	1.384	46.172	0	0	
2191	93.625	100.786	1.432	46.035	0	0	
2192	93.399	100.805	1.481	45.895	0	0	
2193	93.170	100.823	1.531	45.753	0	0	
2194	92.936	100.841	1.581	45.609	0	0	
2195	92.699	100.859	1.632	45.462	0	0	
2196	92.457	100.876	1.684	45.313	0	0	
2197	92.212	100.893	1.736	45.162	0	0	
2198	91.963	100.909	1.789	45.008	0	0	
2199	91.709	100.925	1.843	44.852	0	0	
2200	91.452	100.941	1.898	44.693	0	0	
2201	91.191	100.955	1.953	44.532	0	0	
2202	90.925	100.970	2.009	44.368	0	0	
2203	90.656	100.983	2.065	44.202	0	0	
2204	90.383	100.996	2.123	44.034	0	0	
2205	90.106	101.008	2.180	43.863	0	0	
2206	89.824	101.019	2.239	43.690	0	0	
2207	89.539	101.030	2.298	43.514	0	0	
2208	89.250	101.040	2.358	43.336	0	0	
2209	88.957	101.048	2.418	43.156	0	0	
2210	88.660	101.056	2.479	42.973	0	0	
2211	88.358	101.063	2.541	42.788	0	0	
2212	88.053	101.069	2.603	42.600	0	0	
2213	87.744	101.074	2.666	42.410	0	0	
2214	87.431	101.078	2.729	42.218	0	0	
2215	87.114	101.080	2.793	42.023	0	0	
2216	86.793	101.082	2.858	41.826	0	0	
2217	86.468	101.082	2.923	41.626	0	0	
2218	86.139	101.081	2.988	41.424	0	0	
2219	85.806	101.078	3.054	41.219	0	0	
2220	85.469	101.075	3.121	41.013	0	0	
2221	85.128	101.069	3.188	40.803	0	0	
2222	84.783	101.063	3.256	40.591	0	0	
2223	84.434	101.055	3.324	40.377	0	0	
2224	84.082	101.045	3.393	40.161	0	0	
2225	83.725	101.034	3.462	39.942	0	0	
2226	83.364	101.021	3.531	39.720	0	0	
2227	83.000	101.006	3.601	39.497	0	0	
2228	82.631	100.989	3.672	39.271	0	0	
2229	82.259	100.971	3.742	39.042	0	0	
2230	81.883	100.951	3.814	38.811	0	0	
2231	81.502	100.929	3.885	38.577	0	0	
