CYCLE	CMDPOS3	CMDPOS4	CMDPOS6	out_0.0	in_0.0	
1871	0.000	0.000	0.000	0	0	
1872	0.000	0.000	0.000	0	0	
1873	0.000	0.000	0.000	0	0	
1874	0.000	0.000	0.000	0	0	
1875	0.000	0.000	0.000	0	0	
1876	0.000	0.000	0.000	0	0	
1877	0.000	0.000	0.000	0	0	
1878	0.000	0.000	0.000	0	0	
1879	0.000	0.000	0.000	0	0	
1880	0.000	0.000	0.000	0	0	
1881	0.000	0.000	0.000	0	0	
1882	0.000	0.000	0.000	0	0	
1883	0.000	0.000	0.000	0	0	
1884	0.000	0.000	0.000	0	0	
1885	0.000	0.000	0.000	0	0	
1886	0.000	0.000	0.000	0	0	
1887	0.000	0.000	0.000	0	0	
1888	0.000	0.000	0.000	0	0	
1889	0.000	0.000	0.000	0	0	
1890	0.000	0.000	0.000	0	0	
1891	0.000	0.000	0.000	0	0	
1892	0.000	0.000	0.000	0	0	
1893	0.000	0.000	0.000	0	0	
1894	0.000	0.000	0.000	0	0	
1895	0.000	0.000	0.000	0	0	
1896	0.000	0.000	0.000	0	0	
1897	0.000	0.000	0.000	0	0	
1898	0.000	0.000	0.000	0	0	
1899	0.000	0.000	0.000	0	0	
1900	0.000	0.000	0.000	0	0	
1901	0.000	0.000	0.000	0	0	
1902	0.000	0.000	0.000	0	0	
1903	0.000	0.000	0.000	0	0	
1904	0.000	0.000	0.000	0	0	
1905	0.000	0.000	0.000	0	0	
1906	0.000	0.000	0.000	0	0	
1907	0.000	0.000	0.000	0	0	
1908	0.000	0.000	0.000	0	0	
1909	0.000	0.000	0.000	0	0	
1910	0.000	0.000	0.000	0	0	
1911	0.000	0.000	0.000	0	0	
1912	0.000	0.000	0.000	0	0	
1913	0.000	0.000	0.000	0	0	
1914	0.000	0.000	0.000	0	0	
1915	0.000	0.000	0.000	0	0	
1916	0.000	0.000	0.000	0	0	
1917	0.000	0.000	0.000	0	0	
1918	0.000	0.000	0.000	0	0	
1919	0.000	0.000	0.000	0	0	
1920	0.000	0.000	0.000	0	0	
1921	0.000	0.000	0.000	0	0	
1922	0.000	0.000	0.000	0	0	
1923	0.000	0.000	0.000	0	0	
1924	0.000	0.000	0.000	0	0	
1925	0.000	0.000	0.000	0	0	
1926	0.000	0.000	0.000	0	0	
1927	0.000	0.000	0.000	0	0	
1928	0.000	0.000	0.000	0	0	
1929	0.000	0.000	0.000	0	0	
1930	0.000	0.000	0.000	0	0	
1931	0.000	0.000	0.000	0	0	
1932	0.000	0.000	0.000	0	0	
1933	0.000	0.000	0.000	0	0	
1934	0.000	0.000	0.000	0	0	
1935	0.000	0.000	0.000	0	0	
1936	0.000	0.000	0.000	0	0	
1937	0.000	0.000	0.000	0	0	
1938	0.000	0.000	0.000	0	0	
1939	0.000	0.000	0.000	0	0	
1940	0.000	0.000	0.000	0	0	
1941	0.000	0.000	0.000	0	0	
1942	0.000	0.000	0.000	0	0	
1943	0.005	0.000	0.000	0	0	
1944	0.020	0.005	0.000	0	0	
1945	0.045	0.019	0.000	0	0	
1946	0.080	0.044	0.000	0	0	
1947	0.125	0.078	0.000	0	0	
1948	0.180	0.122	0.000	0	0	
1949	0.245	0.175	0.000	0	0	
1950	0.320	0.238	0.000	0	0	
1951	0.405	0.311	0.000	0	0	
1952	0.500	0.394	0.000	0	0	
1953	0.605	0.487	0.000	0	0	
1954	0.720	0.589	0.000	0	0	
1955	0.845	0.701	0.000	0	0	
1956	0.980	0.822	0.000	0	0	
1957	1.125	0.954	0.000	0	0	
1958	1.280	1.095	0.000	0	0	
1959	1.445	1.246	0.000	0	0	
1960	1.620	1.406	0.000	0	0	
1961	1.805	1.577	0.000	0	0	
1962	2.000	1.757	0.000	0	0	
1963	2.205	1.946	0.000	0	0	
1964	2.420	2.146	0.000	0	0	
1965	2.645	2.355	0.000	0	0	
1966	2.880	2.574	0.000	0	0	
1967	3.125	2.803	0.000	0	0	
1968	3.380	3.041	0.000	0	0	
1969	3.645	3.289	0.000	0	0	
1970	3.920	3.547	0.000	0	0	
1971	4.205	3.815	0.000	0	0	
1972	4.500	4.092	0.000	0	0	
1973	4.805	4.379	0.000	0	0	
1974	5.120	4.676	0.000	0	0	
1975	5.445	4.983	0.000	0	0	
1976	5.780	5.299	0.000	0	0	
1977	6.125	5.625	0.000	0	0	
1978	6.480	5.961	0.000	0	0	
1979	6.845	6.306	0.000	0	0	
1980	7.220	6.661	0.000	0	0	
1981	7.605	7.026	0.000	0	0	
1982	8.000	7.401	0.000	0	0	
1983	8.405	7.785	0.000	0	0	
1984	8.820	8.180	0.000	0	0	
1985	9.245	8.583	0.000	0	0	
1986	9.680	8.997	0.000	0	0	
1987	10.125	9.420	0.000	0	0	
1988	10.580	9.853	0.000	0	0	
1989	11.045	10.296	0.000	0	0	
1990	11.520	10.749	0.000	0	0	
1991	12.005	11.211	0.000	0	0	
1992	12.500	11.683	0.000	0	0	
1993	13.005	12.165	0.000	0	0	
1994	13.520	12.656	0.000	0	0	
1995	14.045	13.157	0.000	0	0	
1996	14.580	13.668	0.000	0	0	
1997	15.125	14.189	0.000	0	0	
1998	15.680	14.719	0.000	0	0	
1999	16.245	15.260	0.000	0	0	
2000	16.820	15.809	0.000	0	0	
2001	17.405	16.369	0.000	0	0	
2002	18.000	16.938	0.000	0	0	
2003	18.595	17.517	0.000	0	0	
2004	19.180	18.106	0.000	0	0	
2005	19.755	18.705	0.000	0	0	
2006	20.320	19.313	0.000	0	0	
2007	20.875	19.931	0.000	0	0	
2008	21.420	20.558	0.000	0	0	
2009	21.955	21.196	0.000	0	0	
2010	22.480	21.843	0.000	0	0	
2011	22.995	22.500	0.000	0	0	
2012	23.500	23.157	0.000	0	0	
2013	23.995	23.804	0.000	0	0	
2014	24.480	24.442	0.000	0	0	
2015	24.955	25.069	0.000	0	0	
2016	25.420	25.687	0.000	0	0	
2017	25.875	26.295	0.000	0	0	
2018	26.320	26.894	0.000	0	0	
2019	26.755	27.483	0.000	0	0	
2020	27.180	28.062	0.000	0	0	
2021	27.595	28.631	0.000	0	0	
2022	28.000	29.191	0.000	0	0	
2023	28.395	29.740	0.000	0	0	
2024	28.780	30.281	0.000	0	0	
2025	29.155	30.811	0.000	0	0	
2026	29.520	31.332	0.000	0	0	
2027	29.875	31.843	0.000	0	0	
2028	30.220	32.344	0.000	0	0	
2029	30.555	32.835	0.000	0	0	
2030	30.880	33.317	0.000	0	0	
2031	31.195	33.789	0.000	0	0	
2032	31.500	34.251	0.000	0	0	
2033	31.795	34.704	0.000	0	0	
2034	32.080	35.147	0.000	0	0	
2035	32.355	35.580	0.000	0	0	
2036	32.620	36.003	0.000	0	0	
2037	32.875	36.417	0.000	0	0	
2038	33.120	36.820	0.000	0	0	
2039	33.355	37.215	0.000	0	0	
2040	33.580	37.599	0.000	0	0	
2041	33.795	37.974	0.000	0	0	
2042	34.000	38.339	0.000	0	0	
2043	34.195	38.694	0.000	0	0	
2044	34.380	39.039	0.000	0	0	
2045	34.555	39.375	0.000	0	0	
2046	34.720	39.701	0.000	0	0	
2047	34.875	40.017	0.000	0	0	
2048	35.020	40.324	0.000	0	0	
2049	35.155	40.621	0.000	0	0	
2050	35.280	40.908	0.000	0	0	
2051	35.395	41.185	0.000	0	0	
2052	35.500	41.453	0.000	0	0	
2053	35.595	41.711	0.000	0	0	
2054	35.680	41.959	0.000	0	0	
2055	35.755	42.197	0.000	0	0	
2056	35.820	42.426	0.000	0	0	
2057	35.875	42.645	0.000	0	0	
2058	35.920	42.854	0.000	0	0	
2059	35.955	43.054	0.000	0	0	
2060	35.980	43.243	0.000	0	0	
2061	35.995	43.423	0.000	0	0	
2062	36.000	43.594	0.000	0	0	
2063	36.000	43.754	0.000	0	0	
2064	36.000	43.905	0.000	0	0	
2065	36.000	44.046	0.000	0	0	
2066	36.000	44.178	0.000	0	0	
2067	36.000	44.299	0.000	0	0	
2068	36.000	44.411	0.000	0	0	
2069	36.000	44.513	0.000	0	0	
2070	36.000	44.606	0.000	0	0	
2071	36.000	44.689	0.000	0	0	
2072	36.000	44.762	0.000	0	0	
2073	36.000	44.825	0.000	0	0	
2074	36.000	44.878	0.000	0	0	
2075	36.000	44.922	0.000	0	0	
2076	36.000	44.956	0.000	0	0	
2077	36.000	44.981	0.000	0	0	
2078	36.000	44.995	0.000	0	0	
2079	36.000	45.000	0.000	0	0	
2080	36.000	45.000	0.000	0	0	
2081	36.000	45.000	0.005	0	0	
2082	36.000	45.000	0.020	0	0	
2083	36.000	45.000	0.045	0	0	
2084	36.000	45.000	0.080	0	0	
2085	36.000	45.000	0.125	0	0	
2086	36.000	45.000	0.180	0	0	
2087	36.000	45.000	0.245	0	0	
2088	36.000	45.000	0.320	0	0	
2089	36.000	45.000	0.405	0	0	
2090	36.000	45.000	0.500	0	0	
2091	36.000	45.000	0.605	0	0	
2092	36.000	45.000	0.720	0	0	
2093	36.000	45.000	0.845	0	0	
2094	36.000	45.000	0.980	0	0	
2095	36.000	45.000	1.125	0	0	
2096	36.000	45.000	1.280	0	0	
2097	36.000	45.000	1.445	0	0	
2098	36.000	45.000	1.620	0	0	
2099	36.000	45.000	1.805	0	0	
2100	36.000	45.000	2.000	0	0	
2101	36.000	45.000	2.205	0	0	
2102	36.000	45.000	2.420	0	0	
2103	36.000	45.000	2.645	0	0	
2104	36.000	45.000	2.880	0	0	
2105	36.000	45.000	3.125	0	0	
2106	36.000	45.000	3.380	0	0	
2107	36.000	45.000	3.645	0	0	
2108	36.000	45.000	3.920	0	0	
2109	36.000	45.000	4.205	0	0	
2110	36.000	45.000	4.500	0	0	
2111	36.000	45.000	4.805	0	0	
2112	36.000	45.000	5.120	0	0	
2113	36.000	45.000	5.445	0	0	
2114	36.000	45.000	5.780	0	0	
2115	36.000	45.000	6.125	0	0	
2116	36.000	45.000	6.480	0	0	
2117	36.000	45.000	6.845	0	0	
2118	36.000	45.000	7.220	0	0	
2119	36.000	45.000	7.605	0	0	
2120	36.000	45.000	8.000	0	0	
2121	36.000	45.000	8.405	0	0	
2122	36.000	45.000	8.820	0	0	
2123	36.000	45.000	9.245	0	0	
2124	36.000	45.000	9.680	0	0	
2125	36.000	45.000	10.125	0	0	
2126	36.000	45.000	10.580	0	0	
2127	36.000	45.000	11.045	0	0	
2128	36.000	45.000	11.520	0	0	
2129	36.000	45.000	12.005	0	0	
2130	36.000	45.000	12.500	0	0	
2131	36.000	45.000	13.005	0	0	
2132	36.000	45.000	13.520	0	0	
2133	36.000	45.000	14.045	0	0	
2134	36.000	45.000	14.580	0	0	
2135	36.000	45.000	15.125	0	0	
2136	36.000	45.000	15.680	0	0	
2137	36.000	45.000	16.245	0	0	
2138	36.000	45.000	16.820	0	0	
2139	36.000	45.000	17.405	0	0	
2140	36.000	45.000	18.000	0	0	
2141	36.000	45.000	18.605	0	0	
2142	36.000	45.000	19.220	0	0	
2143	36.000	45.000	19.845	0	0	
2144	36.000	45.000	20.480	0	0	
2145	36.000	45.000	21.125	0	0	
2146	36.000	45.000	21.780	0	0	
2147	36.000	45.000	22.445	0	0	
2148	36.000	45.000	23.120	0	0	
2149	36.000	45.000	23.805	0	0	
2150	36.000	45.000	24.500	0	0	
2151	36.000	45.000	25.205	0	0	
2152	36.000	45.000	25.920	0	0	
2153	36.000	45.000	26.645	0	0	
2154	36.000	45.000	27.380	0	0	
2155	36.000	45.000	28.125	0	0	
2156	36.000	45.000	28.880	0	0	
2157	36.000	45.000	29.645	0	0	
2158	36.000	45.000	30.420	0	0	
2159	36.000	45.000	31.205	0	0	
2160	36.000	45.000	32.000	0	0	
2161	36.000	45.000	32.805	0	0	
2162	36.000	45.000	33.620	0	0	
2163	36.000	45.000	34.445	0	0	
2164	36.000	45.000	35.280	0	0	
2165	36.000	45.000	36.125	0	0	
2166	36.000	45.000	36.980	0	0	
2167	36.000	45.000	37.845	0	0	
2168	36.000	45.000	38.720	0	0	
2169	36.000	45.000	39.605	0	0	
2170	36.000	45.000	40.500	0	0	
2171	36.000	45.000	41.400	0	0	
2172	36.000	45.000	42.300	0	0	
2173	36.000	45.000	43.200	0	0	
2174	36.000	45.000	44.100	0	0	
2175	36.000	45.000	45.000	0	0	
2176	36.000	45.000	45.900	0	0	
2177	36.000	45.000	46.800	0	0	
2178	36.000	45.000	47.700	0	0	
2179	36.000	45.000	48.600	0	0	
2180	36.000	45.000	49.500	0	0	
2181	36.000	45.000	50.400	0	0	
2182	36.000	45.000	51.300	0	0	
2183	36.000	45.000	52.200	0	0	
2184	36.000	45.000	53.100	0	0	
2185	36.000	45.000	54.000	0	0	
2186	36.000	45.000	54.900	0	0	
2187	36.000	45.000	55.800	0	0	
2188	36.000	45.000	56.700	0	0	
2189	36.000	45.000	57.600	0	0	
2190	36.000	45.000	58.500	0	0	
2191	36.000	45.000	59.400	0	0	
2192	36.000	45.000	60.300	0	0	
2193	36.000	45.000	61.200	0	0	
2194	36.000	45.000	62.100	0	0	
2195	36.000	45.000	63.000	0	0	
2196	36.000	45.000	63.900	0	0	
2197	36.000	45.000	64.800	0	0	
2198	36.000	45.000	65.700	0	0	
2199	36.000	45.000	66.600	0	0	
2200	36.000	45.000	67.500	0	0	
2201	36.000	45.000	68.395	0	0	
2202	36.000	45.000	69.280	0	0	
2203	36.000	45.000	70.155	0	0	
2204	36.000	45.000	71.020	0	0	
2205	36.000	45.000	71.875	0	0	
2206	36.000	45.000	72.720	0	0	
2207	36.000	45.000	73.555	0	0	
2208	36.000	45.000	74.380	0	0	
2209	36.000	45.000	75.195	0	0	
2210	36.000	45.000	76.000	0	0	
2211	36.000	45.000	76.795	0	0	
2212	36.000	45.000	77.580	0	0	
2213	36.000	45.000	78.355	0	0	
2214	36.000	45.000	79.120	0	0	
2215	36.000	45.000	79.875	0	0	
2216	36.000	45.000	80.620	0	0	
2217	36.000	45.000	81.355	0	0	
2218	36.000	45.000	82.080	0	0	
2219	36.000	45.000	82.795	0	0	
2220	36.000	45.000	83.500	0	0	
2221	36.000	45.000	84.195	0	0	
2222	36.000	45.000	84.880	0	0	
2223	36.000	45.000	85.555	0	0	
2224	36.000	45.000	86.220	0	0	
2225	36.000	45.000	86.875	0	0	
2226	36.000	45.000	87.520	0	0	
2227	36.000	45.000	88.155	0	0	
2228	36.000	45.000	88.780	0	0	
2229	36.000	45.000	89.395	0	0	
2230	36.000	45.000	90.000	0	0	
2231	36.000	45.000	90.595	0	0	
2232	36.000	45.000	91.180	0	0	
2233	36.000	45.000	91.755	0	0	
2234	36.000	45.000	92.320	0	0	
2235	36.000	45.000	92.875	0	0	
2236	36.000	45.000	93.420	0	0	
2237	36.000	45.000	93.955	0	0	
2238	36.000	45.000	94.480	0	0	
2239	36.000	45.000	94.995	0	0	
2240	36.000	45.000	95.500	0	0	
2241	36.000	45.000	95.995	0	0	
2242	36.000	45.000	96.480	0	0	
2243	36.000	45.000	96.955	0	0	
2244	36.000	45.000	97.420	0	0	
2245	36.000	45.000	97.875	0	0	
2246	36.000	45.000	98.320	0	0	
2247	36.000	45.000	98.755	0	0	
2248	36.000	45.000	99.180	0	0	
2249	36.000	45.000	99.595	0	0	
2250	36.000	45.000	100.000	0	0	
2251	36.000	45.000	100.395	0	0	
2252	36.000	45.000	100.780	0	0	
2253	36.000	45.000	101.155	0	0	
2254	36.000	45.000	101.520	0	0	
2255	36.000	45.000	101.875	0	0	
2256	36.000	45.000	102.220	0	0	
2257	36.000	45.000	102.555	0	0	
2258	36.000	45.000	102.880	0	0	
2259	36.000	45.000	103.195	0	0	
2260	36.000	45.000	103.500	0	0	
2261	36.000	45.000	103.795	0	0	
2262	36.000	45.000	104.080	0	0	
2263	36.000	45.000	104.355	0	0	
2264	36.000	45.000	104.620	0	0	
2265	36.000	45.000	104.875	0	0	
2266	36.000	45.000	105.120	0	0	
2267	36.000	45.000	105.355	0	0	
2268	36.000	45.000	105.580	0	0	
2269	36.000	45.000	105.795	0	0	
2270	36.000	45.000	106.000	0	0	
2271	36.000	45.000	106.195	0	0	
2272	36.000	45.000	106.380	0	0	
2273	36.000	45.000	106.555	0	0	
2274	36.000	45.000	106.720	0	0	
2275	36.000	45.000	106.875	0	0	
2276	36.000	45.000	107.020	0	0	
2277	36.000	45.000	107.155	0	0	
2278	36.000	45.000	107.280	0	0	
2279	36.000	45.000	107.395	0	0	
2280	36.000	45.000	107.500	0	0	
2281	36.000	45.000	107.595	0	0	
2282	36.000	45.000	107.680	0	0	
2283	36.000	45.000	107.755	0	0	
2284	36.000	45.000	107.820	0	0	
2285	36.000	45.000	107.875	0	0	
2286	36.000	45.000	107.920	0	0	
2287	36.000	45.000	107.955	0	0	
2288	36.000	45.000	107.980	0	0	
2289	36.000	45.000	107.995	0	0	
2290	36.000	45.000	108.000	0	0	
2291	36.000	45.000	108.000	0	0	
2292	36.000	45.000	108.000	0	0	
2293	36.000	45.000	108.000	0	0	
2294	36.000	45.000	108.000	0	0	
2295	36.000	45.000	108.000	0	0	
2296	36.000	45.000	108.000	0	0	
2297	36.000	45.000	108.000	0	0	
2298	36.000	45.000	108.000	0	0	
2299	36.000	45.000	108.000	0	0	
2300	36.000	45.000	108.000	0	0	
2301	36.000	45.000	108.000	0	0	
2302	36.000	45.000	108.000	0	0	
2303	36.000	45.000	108.000	0	0	
2304	36.000	45.000	108.000	0	0	
2305	36.000	45.000	108.000	0	0	
2306	36.000	45.000	108.000	0	0	
2307	36.000	45.000	108.000	0	0	
2308	36.000	45.000	108.000	0	0	
2309	36.000	45.000	108.000	0	0	
2310	36.000	45.000	108.000	0	0	
2311	36.000	45.000	108.000	0	0	
2312	36.000	45.000	108.000	0	0	
2313	36.000	45.000	108.000	0	0	
2314	36.000	45.000	108.000	0	0	
2315	36.000	45.000	108.000	0	0	
2316	36.000	45.000	108.000	0	0	
2317	36.000	45.000	108.000	0	0	
2318	36.000	45.000	108.000	0	0	
2319	36.000	45.000	108.000	0	0	
2320	36.000	45.000	108.000	0	0	
2321	36.000	45.000	108.000	0	0	
2322	36.000	45.000	108.000	0	0	
2323	36.000	45.000	108.000	0	0	
2324	36.000	45.000	108.000	0	0	
2325	36.000	45.000	108.000	0	0	
2326	36.000	45.000	108.000	0	0	
2327	36.000	45.000	108.000	0	0	
2328	36.000	45.000	108.000	0	0	
2329	36.000	45.000	108.000	0	0	
2330	36.000	45.000	108.000	0	0	
2331	36.000	45.000	108.000	0	0	
2332	36.000	45.000	108.000	0	0	
2333	36.000	45.000	108.000	0	0	
2334	36.000	45.000	108.000	0	0	
2335	36.000	45.000	108.000	0	0	
2336	36.000	45.000	108.000	0	0	
2337	36.000	45.000	108.000	0	0	
2338	36.000	45.000	108.000	0	0	
2339	36.000	45.000	108.000	0	0	
2340	36.000	45.000	108.000	0	0	
2341	36.000	45.000	108.000	0	0	
2342	36.000	45.000	108.000	0	0	
2343	36.000	45.000	108.000	0	0	
2344	36.000	45.000	108.000	0	0	
2345	36.000	45.000	108.000	0	0	
2346	36.000	45.000	108.000	0	0	
2347	36.000	45.000	108.000	0	0	
2348	36.000	45.000	108.000	0	0	
2349	36.000	45.000	108.000	0	0	
2350	36.000	45.000	108.000	0	0	
2351	36.000	45.000	108.000	0	0	
2352	36.000	45.000	108.000	0	0	
2353	36.000	45.000	108.000	0	0	
2354	36.000	45.000	108.000	0	0	
2355	36.000	45.000	108.000	0	0	
2356	36.000	45.000	108.000	0	0	
2357	36.000	45.000	108.000	0	0	
2358	36.000	45.000	108.000	0	0	
2359	36.000	45.000	108.000	0	0	
2360	36.000	45.000	108.000	0	0	
2361	36.000	45.000	108.000	0	0	
2362	36.000	45.000	108.000	0	0	
2363	36.000	45.000	108.000	0	0	
2364	36.000	45.000	108.000	0	0	
2365	36.000	45.000	108.000	0	0	
2366	36.000	45.000	108.000	0	0	
2367	36.000	45.000	108.000	0	0	
2368	36.000	45.000	108.000	0	0	
2369	36.000	45.000	108.000	0	0	
2370	36.000	45.000	108.000	0	0	
2371	36.000	45.000	108.000	0	0	
2372	36.000	45.000	108.000	0	0	
2373	36.000	45.000	108.000	0	0	
2374	36.000	45.000	108.000	0	0	
2375	36.000	45.000	108.000	0	0	
2376	36.000	45.000	108.000	0	0	
2377	36.000	45.000	108.000	0	0	
2378	36.000	45.000	108.000	0	0	
2379	36.000	45.000	108.000	0	0	
2380	36.000	45.000	108.000	0	0	
2381	36.000	45.000	108.000	0	0	
2382	36.000	45.000	108.000	0	0	
2383	36.000	45.000	108.000	0	0	
2384	36.000	45.000	108.000	0	0	
2385	36.000	45.000	108.000	0	0	
2386	36.000	45.000	108.000	0	0	
2387	36.000	45.000	108.000	0	0	
2388	36.000	45.000	108.000	0	0	
2389	36.000	45.000	108.000	0	0	
2390	36.000	45.000	108.000	0	0	
2391	36.000	45.000	108.000	0	0	
2392	36.000	45.000	108.000	0	0	
2393	36.000	45.000	108.000	0	0	
2394	36.000	45.000	108.000	0	0	
2395	36.000	45.000	108.000	0	0	
2396	36.000	45.000	108.000	0	0	
2397	36.000	45.000	108.000	0	0	
2398	36.000	45.000	108.000	0	0	
2399	36.000	45.000	108.000	0	0	
2400	36.000	45.000	108.000	0	0	
2401	36.000	45.000	108.000	0	0	
2402	36.000	45.000	108.000	0	0	
2403	36.000	45.000	108.000	0	0	
