Task ID: 1, Status: Correct, Difficulty: 1, LLM Time: 74.47s
Task ID: 141, Status: Error, Difficulty: 3, LLM Time: 52.94s
Task ID: 142, Status: Correct, Difficulty: 1, LLM Time: 19.66s
Task ID: 143, Status: Error, Difficulty: 3, LLM Time: 41.33s
Task ID: 144, Status: Correct, Difficulty: 1, LLM Time: 18.44s
Task ID: 145, Status: Correct, Difficulty: 2, LLM Time: 22.53s
Task ID: 146, Status: Correct, Difficulty: 2, LLM Time: 25.10s
Task ID: 147, Status: Correct, Difficulty: 1, LLM Time: 25.19s
Task ID: 148, Status: Correct, Difficulty: 1, LLM Time: 19.24s
Task ID: 149, Status: Correct, Difficulty: 3, LLM Time: 75.31s
Task ID: 150, Status: Correct, Difficulty: 1, LLM Time: 19.74s
Task ID: 151, Status: Error, Difficulty: 3, LLM Time: 32.77s
Task ID: 152, Status: Correct, Difficulty: 2, LLM Time: 25.37s
Task ID: 153, Status: Correct, Difficulty: 3, LLM Time: 53.92s
Task ID: 154, Status: Correct, Difficulty: 3, LLM Time: 57.90s
Task ID: 155, Status: Correct, Difficulty: 1, LLM Time: 24.92s
Task ID: 156, Status: Error, Difficulty: 3, LLM Time: 33.86s
Task ID: 157, Status: Correct, Difficulty: 1, LLM Time: 22.35s
Task ID: 158, Status: Correct, Difficulty: 2, LLM Time: 22.24s
Task ID: 159, Status: Correct, Difficulty: 3, LLM Time: 34.95s
Task ID: 160, Status: Correct, Difficulty: 2, LLM Time: 22.58s
Task ID: 161, Status: Correct, Difficulty: 3, LLM Time: 46.76s
Task ID: 162, Status: Correct, Difficulty: 1, LLM Time: 19.88s
Task ID: 163, Status: Correct, Difficulty: 3, LLM Time: 57.29s
Task ID: 164, Status: Error, Difficulty: 3, LLM Time: 37.38s
Task ID: 165, Status: Correct, Difficulty: 1, LLM Time: 30.40s
Task ID: 166, Status: Error, Difficulty: 3, LLM Time: 60.85s
Task ID: 167, Status: Correct, Difficulty: 3, LLM Time: 63.44s
Task ID: 168, Status: Correct, Difficulty: 1, LLM Time: 19.47s
Task ID: 169, Status: Correct, Difficulty: 3, LLM Time: 49.17s
Task ID: 170, Status: Correct, Difficulty: 2, LLM Time: 22.98s
Task ID: 171, Status: Correct, Difficulty: 3, LLM Time: 49.88s
Task ID: 172, Status: Correct, Difficulty: 1, LLM Time: 22.67s
Task ID: 173, Status: Correct, Difficulty: 3, LLM Time: 53.16s
Task ID: 174, Status: Correct, Difficulty: 2, LLM Time: 44.04s
Task ID: 175, Status: Error, Difficulty: 3, LLM Time: 49.53s
Task ID: 176, Status: Correct, Difficulty: 1, LLM Time: 21.63s
Task ID: 177, Status: Error, Difficulty: 3, LLM Time: 37.81s
Task ID: 178, Status: Correct, Difficulty: 1, LLM Time: 22.37s
Task ID: 179, Status: Correct, Difficulty: 2, LLM Time: 22.97s
Task ID: 180, Status: Correct, Difficulty: 2, LLM Time: 28.26s
Task ID: 181, Status: Correct, Difficulty: 2, LLM Time: 24.43s
Task ID: 182, Status: Correct, Difficulty: 1, LLM Time: 20.93s
Task ID: 183, Status: Error, Difficulty: 2, LLM Time: 21.07s
Task ID: 184, Status: Correct, Difficulty: 1, LLM Time: 22.85s
Task ID: 185, Status: Correct, Difficulty: 2, LLM Time: 360.28s
Task ID: 186, Status: Correct, Difficulty: 1, LLM Time: 22.22s

Evaluation Statistics:
Total Tasks: 13
Total Correct: 10
Total Errors: 3
Overall Accuracy: 76.92%
Overall Error Rate: 23.08%
Error Task IDs: [175, 177, 183]
Average LLM Time: 53.72s

Difficulty 1:
  Correct: 5
  Errors: 0
  Accuracy: 100.00%
  Error Rate: 0.00%

Difficulty 2:
  Correct: 5
  Errors: 1
  Accuracy: 83.33%
  Error Rate: 16.67%

Difficulty 3:
  Correct: 0
  Errors: 2
  Accuracy: 0.00%
  Error Rate: 100.00%
Task ID: 112, Status: Error, Difficulty: 3, LLM Time: 104.70s
Task ID: 113, Status: Correct, Difficulty: 3, LLM Time: 340.64s
Task ID: 114, Status: Correct, Difficulty: 3, LLM Time: 121.67s
Task ID: 115, Status: Correct, Difficulty: 3, LLM Time: 194.53s
Task ID: 116, Status: Correct, Difficulty: 3, LLM Time: 287.03s

Evaluation Statistics:
Total Tasks: 5
Total Correct: 4
Total Errors: 1
Overall Accuracy: 80.00%
Overall Error Rate: 20.00%
Error Task IDs: [112]
Average LLM Time: 209.72s

Difficulty 1:
  Correct: 0
  Errors: 0
  Accuracy: 0.00%
  Error Rate: 0.00%

Difficulty 2:
  Correct: 0
  Errors: 0
  Accuracy: 0.00%
  Error Rate: 0.00%

Difficulty 3:
  Correct: 4
  Errors: 1
  Accuracy: 80.00%
  Error Rate: 20.00%
